MUNICIPIO,MARCA
BARRANCABERMEJA,MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),HUAWEI
FLORIDABLANCA,-
FLORIDABLANCA,SAMSUNG
GIRON,APPLE
SAN BENITO ABAD,ALCATEL
SAN MARCOS,BLU
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),SONY
SINCELEJO (CT),NOKIA
SINCELEJO (CT),SAMSUNG
CHAPARRAL,SAMSUNG
CHAPARRAL,NOKIA
GUAMO,APPLE
IBAGUE (CT),MOTOROLA
IBAGUE (CT),ALCATEL
IBAGUE (CT),ALCATEL
IBAGUE (CT),HUAWEI
IBAGUE (CT),APPLE
IBAGUE (CT),HUAWEI
PURIFICACION,SAMSUNG
ROVIRA,SAMSUNG
ALCALA,ALCATEL
CALI (CT),OTRA
CALI (CT),SAMSUNG
CALI (CT),NOKIA
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),OTRA
CALI (CT),AVVIO
CALI (CT),SONY
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CANDELARIA,SAMSUNG
GUADALAJARA DE BUGA,HUAWEI
YUMBO,SAMSUNG
LETICIA (CT),SAMSUNG
CISNEROS,NOKIA
ITAGUI,SAMSUNG
MARINILLA,MOTOROLA
MEDELLIN (CT),LENOVO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
SABANETA,HUAWEI
BARRANQUILLA (CT),ALCATEL
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),APPLE
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),APPLE
SOLEDAD,SAMSUNG
CARTAGENA (CT),-
MORALES (BOLIVAR),SAMSUNG
MORALES (BOLIVAR),SAMSUNG
MORALES (BOLIVAR),ALCATEL
DUITAMA,APPLE
DUITAMA,SAMSUNG
TUNJA (CT),APPLE
LA DORADA,SAMSUNG
LA DORADA,SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),OTRA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),HUAWEI
RIOSUCIO,SAMSUNG
RIOSUCIO,HUAWEI
RIOSUCIO,LG
RIOSUCIO,APPLE
VILLAMARIA,APPLE
MANI,APPLE
POPAYAN (CT),SAMSUNG
SILVIA,ALCATEL
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
QUIBDO (CT),HUAWEI
QUIBDO (CT),ALCATEL
LORICA,APPLE
MONTERIA (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),BLU
FUSAGASUGA,APPLE
SIBATE,SAMSUNG
FONSECA,NOKIA
MAICAO,SAMSUNG
NEIVA (CT),HUAWEI
NEIVA (CT),HUAWEI
NEIVA (CT),MOTOROLA
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
PUERTO GAITAN,HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),APPLE
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
IPIALES,HUAWEI
IPIALES,MOTOROLA
IPIALES,SAMSUNG
IPIALES,SAMSUNG
IPIALES,MOTOROLA
PASTO (CT),APPLE
PASTO (CT),HUAWEI
PASTO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),MOTOROLA
PASTO (CT),HUAWEI
PASTO (CT),LG
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),LENOVO
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),APPLE
PASTO (CT),SAMSUNG
PASTO (CT),APPLE
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SONY
PASTO (CT),SAMSUNG
PASTO (CT),LG
PASTO (CT),LG
PASTO (CT),MOTOROLA
TUQUERRES,OTRA
CUCUTA (CT),OTRA
CUCUTA (CT),LANIX
CUCUTA (CT),BLU
CUCUTA (CT),HUAWEI
LOS PATIOS,HUAWEI
PUERTO ASIS,SAMSUNG
ARMENIA (CT),HUAWEI
CALARCA,HUAWEI
DOSQUEBRADAS,HUAWEI
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),ALCATEL
PEREIRA (CT),ALCATEL
SANTA ROSA DE CABAL,ALCATEL
SANTA ROSA DE CABAL,APPLE
SANTA ROSA DE CABAL,SAMSUNG
BARBOSA,SAMSUNG
BARBOSA,MOTOROLA
BARBOSA,LG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,NOKIA
GIRON,HUAWEI
GIRON,SAMSUNG
SAN ONOFRE,SAMSUNG
SINCELEJO (CT),MOTOROLA
SINCELEJO (CT),AVVIO
SINCELEJO (CT),HUAWEI
SINCELEJO (CT),HUAWEI
CHAPARRAL,LG
COYAIMA,APPLE
COYAIMA,SONY
ESPINAL,NOKIA
FLANDES,SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),HUAWEI
LIBANO,APPLE
MELGAR,APPLE
BUENAVENTURA,MOTOROLA
BUENAVENTURA,SAMSUNG
CAICEDONIA,SAMSUNG
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
GUADALAJARA DE BUGA,AVVIO
PALMIRA,HUAWEI
PALMIRA,SAMSUNG
ARBOLETES,APPLE
BELLO,ASUS
BELLO,HUAWEI
CONCORDIA,MOTOROLA
ENVIGADO,SAMSUNG
ENVIGADO,SAMSUNG
ITAGUI,ALCATEL
MARINILLA,APPLE
MARINILLA,ZTE
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),LENOVO
MEDELLIN (CT),APPLE
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LENOVO
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MONTEBELLO,AVVIO
BARRANQUILLA (CT),OTRA
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),MOTOROLA
SOLEDAD,HUAWEI
SOLEDAD,SAMSUNG
SOLEDAD,HUAWEI
CARTAGENA (CT),HUAWEI
CARTAGENA (CT),HUAWEI
CARTAGENA (CT),SAMSUNG
DUITAMA,SAMSUNG
DUITAMA,APPLE
JENESANO,SAMSUNG
SOGAMOSO,SAMSUNG
TUNJA (CT),SAMSUNG
ANSERMA,ALCATEL
LA MERCED,SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),NOKIA
MANIZALES (CT),HUAWEI
MANIZALES (CT),OTRA
RIOSUCIO,SAMSUNG
RIOSUCIO,AVVIO
RIOSUCIO,AVVIO
RIOSUCIO,AVVIO
RIOSUCIO,MOTOROLA
RIOSUCIO,SAMSUNG
RIOSUCIO,HUAWEI
RIOSUCIO,SAMSUNG
RIOSUCIO,LG
RIOSUCIO,LENOVO
RIOSUCIO,LG
RIOSUCIO,SAMSUNG
MORELIA,LG
YOPAL (CT),SAMSUNG
YOPAL (CT),HUAWEI
YOPAL (CT),SAMSUNG
PIENDAMO,SAMSUNG
POPAYAN (CT),LG
POPAYAN (CT),LG
POPAYAN (CT),SAMSUNG
SANTANDER DE QUILICHAO,OTRA
SILVIA,SONY
AGUACHICA,SAMSUNG
CURUMANI,BLU
VALLEDUPAR (CT),SAMSUNG
QUIBDO (CT),SAMSUNG
QUIBDO (CT),ALCATEL
CERETE,AVVIO
MONTERIA (CT),-
MONTERIA (CT),APPLE
MONTERIA (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),NOKIA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
PASTO (CT),OTRA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
GRANADA,-
ALBANIA,SAMSUNG
MAICAO,HUAWEI
MAICAO,SAMSUNG
MAICAO,APPLE
NEIVA (CT),OTRA
NEIVA (CT),LENOVO
NEIVA (CT),ALCATEL
NEIVA (CT),APPLE
PITALITO,SAMSUNG
PITALITO,HUAWEI
SANTA MARTA (CT),OTRA
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),OTRA
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
PUERTO GAITAN,-
PUERTO GAITAN,MOTOROLA
PUERTO GAITAN,HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),LG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),AVVIO
IPIALES,SAMSUNG
IPIALES,SAMSUNG
PASTO (CT),ASUS
PASTO (CT),MOTOROLA
PASTO (CT),ALCATEL
PASTO (CT),AZUMI
PASTO (CT),SAMSUNG
PASTO (CT),ALCATEL
PASTO (CT),SAMSUNG
SAN ANDRES DE TUMACO,SAMSUNG
SAN PABLO,SAMSUNG
TUQUERRES,SAMSUNG
TUQUERRES,HUAWEI
CUCUTA (CT),OTRA
CUCUTA (CT),SAMSUNG
OCANHA,SONY
ARMENIA (CT),SAMSUNG
ARMENIA (CT),MOTOROLA
LA VIRGINIA,OTRA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),-
SANTA ROSA DE CABAL,SAMSUNG
SANTA ROSA DE CABAL,APPLE
SANTA ROSA DE CABAL,MOTOROLA
BARBOSA,HUAWEI
BARBOSA,AZUMI
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
FLORIDABLANCA,LG
FLORIDABLANCA,SAMSUNG
GIRON,MOTOROLA
LEBRIJA,SAMSUNG
PIEDECUESTA,ALCATEL
SAN ONOFRE,SAMSUNG
SANTIAGO DE TOLU,LANIX
SINCELEJO (CT),MOTOROLA
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),APPLE
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),SONY
TOLU VIEJO,ALCATEL
ESPINAL,NOKIA
ESPINAL,APPLE
IBAGUE (CT),SAMSUNG
IBAGUE (CT),-
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
ICONONZO,MOTOROLA
VENADILLO,ALCATEL
BUENAVENTURA,OTRA
BUENAVENTURA,MOTOROLA
CAICEDONIA,NOKIA
CALI (CT),HUAWEI
CALI (CT),APPLE
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),LG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),LG
CALI (CT),APPLE
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CARTAGO,ZTE
CARTAGO,ALCATEL
GUADALAJARA DE BUGA,HUAWEI
LA UNION,SONY
PALMIRA,HUAWEI
PALMIRA,SAMSUNG
PALMIRA,MOTOROLA
TULUA,APPLE
YUMBO,LG
APARTADO,SAMSUNG
BELLO,SAMSUNG
CHIGORODO,SAMSUNG
CONCORDIA,SAMSUNG
ENVIGADO,SAMSUNG
ENVIGADO,MOTOROLA
ENVIGADO,LG
ITAGUI,LENOVO
MARINILLA,SAMSUNG
MARINILLA,HUAWEI
MEDELLIN (CT),LENOVO
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
NECOCLI,SAMSUNG
BARRANQUILLA (CT),LG
CARTAGENA (CT),ALCATEL
CARTAGENA (CT),-
CARTAGENA (CT),SAMSUNG
EL CARMEN DE BOLIVAR,HUAWEI
MAGANGUE,HUAWEI
CHIQUINQUIRA,MOTOROLA
DUITAMA,ALCATEL
CHINCHINA,LANIX
LA MERCED,APPLE
MANIZALES (CT),ZTE
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
MANIZALES (CT),APPLE
MANIZALES (CT),MOTOROLA
MANIZALES (CT),APPLE
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
RIOSUCIO,LENOVO
RIOSUCIO,SAMSUNG
RIOSUCIO,MOTOROLA
RIOSUCIO,MOTOROLA
RIOSUCIO,SAMSUNG
RIOSUCIO,SAMSUNG
RIOSUCIO,SAMSUNG
RIOSUCIO,SAMSUNG
RIOSUCIO,AVVIO
RIOSUCIO,LANIX
FLORENCIA (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
MONTERIA (CT),-
MONTERIA (CT),APPLE
MONTERIA (CT),-
SAHAGUN,SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
SOACHA,-
SOACHA,HUAWEI
NEIVA (CT),HUAWEI
PITALITO,MOTOROLA
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),ALCATEL
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),APPLE
PUERTO GAITAN,LG
PUERTO GAITAN,HUAWEI
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),APPLE
VILLAVICENCIO (CT),SAMSUNG
IPIALES,SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),MOTOROLA
PASTO (CT),LG
PASTO (CT),LENOVO
PASTO (CT),SAMSUNG
PASTO (CT),APPLE
CUCUTA (CT),MOTOROLA
ARMENIA (CT),LG
ARMENIA (CT),SAMSUNG
DOSQUEBRADAS,LENOVO
PEREIRA (CT),MOTOROLA
PEREIRA (CT),AVVIO
SAN ANDRES (CT),APPLE
BARBOSA,HUAWEI
BARBOSA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,SAMSUNG
GIRON,HUAWEI
MALAGA,MOTOROLA
MALAGA,HUAWEI
PIEDECUESTA,SAMSUNG
MORROA,HUAWEI
SINCELEJO (CT),ALCATEL
IBAGUE (CT),APPLE
LERIDA,SAMSUNG
MELGAR,SAMSUNG
BUENAVENTURA,HUAWEI
BUENAVENTURA,ASUS
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),AVVIO
CALI (CT),AVVIO
CANDELARIA,SAMSUNG
JAMUNDI,AZUMI
VIJES,SAMSUNG
YUMBO,LG
BELLO,ALCATEL
BELLO,SAMSUNG
BELLO,SAMSUNG
CALDAS,MOTOROLA
CALDAS,SAMSUNG
EL CARMEN DE VIBORAL,LENOVO
ITAGUI,SAMSUNG
JARDIN,SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),-
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
NECOCLI,MOTOROLA
RIONEGRO,SAMSUNG
SANTA BARBARA,OTRA
ARAUCA (CT),SAMSUNG
ARAUCA (CT),SAMSUNG
ARAUCA (CT),SAMSUNG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),LG
BARRANQUILLA (CT),APPLE
BARRANQUILLA (CT),HUAWEI
PUERTO COLOMBIA,MOTOROLA
CARTAGENA (CT),-
CARTAGENA (CT),-
CARTAGENA (CT),MOTOROLA
CUCAITA,HUAWEI
DUITAMA,SAMSUNG
DUITAMA,MOTOROLA
SOGAMOSO,SAMSUNG
TUNJA (CT),HUAWEI
VILLA DE LEYVA,SONY
VILLA DE LEYVA,LG
LA DORADA,APPLE
MANIZALES (CT),AVVIO
MANIZALES (CT),LG
MANIZALES (CT),APPLE
RIOSUCIO,SAMSUNG
FLORENCIA (CT),MOTOROLA
MANI,SAMSUNG
BOLIVAR,SAMSUNG
PADILLA,NOKIA
POPAYAN (CT),MOTOROLA
VILLA RICA,OTRA
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),HUAWEI
VALLEDUPAR (CT),OTRA
QUIBDO (CT),HUAWEI
QUIBDO (CT),SAMSUNG
CERETE,AVVIO
LORICA,HUAWEI
MONTERIA (CT),SAMSUNG
MONTERIA (CT),ALCATEL
MONTERIA (CT),AVVIO
SAN ANTERO,SAMSUNG
SAN ANTERO,SONY
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),NOKIA
CUCUTA (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
FUSAGASUGA,OTRA
SAN JUAN DEL CESAR,SAMSUNG
NEIVA (CT),LG
NEIVA (CT),MOTOROLA
NEIVA (CT),LENOVO
NEIVA (CT),SAMSUNG
NEIVA (CT),AVVIO
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),HUAWEI
GRANADA,SAMSUNG
PUERTO GAITAN,SAMSUNG
PUERTO GAITAN,HUAWEI
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
IPIALES,SAMSUNG
PASTO (CT),SAMSUNG
OCANHA,SAMSUNG
ARMENIA (CT),HUAWEI
ARMENIA (CT),SAMSUNG
CALARCA,HUAWEI
PEREIRA (CT),MOTOROLA
PEREIRA (CT),OTRA
PEREIRA (CT),-
PEREIRA (CT),SAMSUNG
BARBOSA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),LENOVO
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
MALAGA,HUAWEI
PIEDECUESTA,LENOVO
PIEDECUESTA,MOTOROLA
PIEDECUESTA,HUAWEI
SABANA DE TORRES,HUAWEI
CAIMITO,MOTOROLA
COROZAL,SAMSUNG
SANTIAGO DE TOLU,HUAWEI
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),LENOVO
SINCELEJO (CT),ALCATEL
SINCELEJO (CT),LENOVO
HONDA,HUAWEI
IBAGUE (CT),SAMSUNG
IBAGUE (CT),HUAWEI
BUENAVENTURA,APPLE
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
BELLO,SAMSUNG
BELLO,MOTOROLA
CHIGORODO,ALCATEL
CHIGORODO,AZUMI
GIRARDOTA,LG
GIRARDOTA,SAMSUNG
ITAGUI,HUAWEI
ITAGUI,NOKIA
ITAGUI,SAMSUNG
MARINILLA,APPLE
MEDELLIN (CT),LG
MEDELLIN (CT),ASUS
MEDELLIN (CT),ASUS
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LENOVO
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
PUERTO TRIUNFO,SAMSUNG
RETIRO,SONY
RIONEGRO,LG
RIONEGRO,SAMSUNG
ARAUCA (CT),SAMSUNG
BARANOA,SAMSUNG
BARRANQUILLA (CT),LENOVO
BARRANQUILLA (CT),OTRA
BARRANQUILLA (CT),OTRA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),-
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
MALAMBO,-
PUERTO COLOMBIA,ZTE
SABANAGRANDE,SAMSUNG
CARTAGENA (CT),APPLE
CHIQUINQUIRA,SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),AZUMI
MANIZALES (CT),SAMSUNG
RIOSUCIO,SAMSUNG
FLORENCIA (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
SANTANDER DE QUILICHAO,AVVIO
AGUACHICA,SAMSUNG
MANAURE,APPLE
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),LG
VALLEDUPAR (CT),SAMSUNG
AYAPEL,SAMSUNG
MONTERIA (CT),MOTOROLA
SAN ANTERO,SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
FONSECA,APPLE
MAICAO,SAMSUNG
RIOHACHA (CT),HUAWEI
LA PLATA,SAMSUNG
LA PLATA,ZTE
NEIVA (CT),HUAWEI
ARACATACA,SAMSUNG
ARACATACA,SAMSUNG
ARACATACA,SAMSUNG
CIENAGA,BLU
CIENAGA,BLU
SANTA MARTA (CT),LG
SANTA MARTA (CT),APPLE
VILLAVICENCIO (CT),LENOVO
VILLAVICENCIO (CT),LENOVO
IPIALES,SAMSUNG
IPIALES,NOKIA
IPIALES,SAMSUNG
IPIALES,SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),LG
PASTO (CT),-
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
CUCUTA (CT),APPLE
CUCUTA (CT),ALCATEL
ARMENIA (CT),LG
ARMENIA (CT),SAMSUNG
