BARRIO,SEXO
FUNDADORES,MASCULINO
FUNDADORES,MASCULINO
LA NEVADA,FEMENINO
MUCHA JAGUA,FEMENINO
LA GRANJA,FEMENINO
TEUSAQUILLO E-13,FEMENINO
TEUSAQUILLO E-13,MASCULINO
LA PERSEVERANCIA E-3,FEMENINO
PATIO BONITO I E-8,MASCULINO
NICOLAS DE FEDERMAN E-13,FEMENINO
AURES I-II E-11,MASCULINO
DIANA TURBAY E-18,MASCULINO
ANTONIA SANTOS E-7,MASCULINO
URB. LA ALDEA E-9,MASCULINO
GUSTAVO RESTREPO E-18,FEMENINO
PIO XII E-8,MASCULINO
OLAYA E-18,MASCULINO
SANTA TERESITA E-13,MASCULINO
RESTREPO E-15,MASCULINO
MARIA PAZ E-8,MASCULINO
LA ESTACION E-7,MASCULINO
SAN MARTIN E-7,FEMENINO
ANTIGUO COUNTRY E-2,FEMENINO
BACHUE E-10,MASCULINO
LA SOLEDAD E-13,FEMENINO
CARVAJAL E-8,MASCULINO
EL CARMEN E-9,MASCULINO
LA PORCIUNCULA E-2,MASCULINO
SANTA CATALINA E-8,MASCULINO
URB. MAZUREN I SECTOR E-11,FEMENINO
CHAPINERO CENTRAL E-2,FEMENINO
SANTA INES E-3,MASCULINO
UNICENTRO E-1,FEMENINO
RICAURTE E-14,MASCULINO
MINUTO DE DIOS E-10,FEMENINO
MINUTO DE DIOS E-10,MASCULINO
URB. MONTES I SECTOR E-16,MASCULINO
CONTADOR E-1,FEMENINO
MARIA PAZ E-8,MASCULINO
URB. MAZUREN I SECTOR E-11,FEMENINO
ABRAHAM LINCON E-6,MASCULINO
MODELIA E-9,FEMENINO
SAN FRANCISCO E-19,FEMENINO
BELLO HORIZONTE E-4,FEMENINO
MUZU E-6,FEMENINO
ACEVEDO TEJADA E-13,MASCULINO
MANUELITA II SECTOR E-11,FEMENINO
URB. MARSELLA E-8,MASCULINO
SUCRE,MASCULINO
20 DE JULIO,FEMENINO
CENTRO,MASCULINO
ALTO EMAYA,MASCULINO
LAS AMERICAS,MASCULINO
CENTRAL,FEMENINO
VIA FUNDACION-LOMA DEL BALSAMO,MASCULINO
RIVERA DEL RIO,MASCULINO
GAIRA CENTRO,FEMENINO
SAN MARTIN,MASCULINO
LA PAZ,MASCULINO
COREA,MASCULINO
LA CANGREJERA (SECTOR),FEMENINO
TAGANGA,FEMENINO
OLIVO,FEMENINO
VILLA OLIMPICA,FEMENINO
CAMPINHA,MASCULINO
ANTONIO PINILLA,MASCULINO
CENTRO,FEMENINO
EL EMPORIO,MASCULINO
MANANTIAL,MASCULINO
BARZAL BAJO,MASCULINO
CAMILO TORRES,MASCULINO
SAN MARCOS,MASCULINO
SAN FELIPE,MASCULINO
BOLIVAR,MASCULINO
MIRAFLORES I,MASCULINO
SAN IGNACIO,FEMENINO
BARRIO LOS MOTILONES,FEMENINO
BARRIO PRADOS DEL NORTE,FEMENINO
BARRIO LOS COMUNEROS,MASCULINO
BARRIO LOS PINOS,FEMENINO
BARRIO LA LIBERTAD,FEMENINO
BARRIO QUINTA ORIENTAL,FEMENINO
EL RECREO,MASCULINO
LA ALAMBRA,FEMENINO
LIMONAR,MASCULINO
SANTANDER,MASCULINO
URBANIZACION PARQUES PAPIRO,MASCULINO
URBANIZACION PARQUES PAPIRO,MASCULINO
SECTOR PARQUE EL LAGO,FEMENINO
SECTOR PARQUE EL LAGO,FEMENINO
SAN LUIS GONZAGA,MASCULINO
SAN LUIS GONZAGA,MASCULINO
SAN LUIS GONZAGA,MASCULINO
SANTA TERESITA,MASCULINO
ALAMOS,FEMENINO
B. SAMARIA II,FEMENINO
EL CENTRO,FEMENINO
EL DORADO,FEMENINO
CABECERA DEL LLANO,FEMENINO
LA AURORA,FEMENINO
CAMPO HERMOSO,MASCULINO
LA AURORA,MASCULINO
CABECERA DEL LLANO,MASCULINO
LAGOS II,MASCULINO
CANHAVERAL,FEMENINO
SANTA CRUZ,FEMENINO
LOS CANEYES,FEMENINO
ELOY VALENZUELA,FEMENINO
LA CANTERA,FEMENINO
CABECERA DEL LLANO P/TA,MASCULINO
CASERIO CALLE NUEVA,MASCULINO
CASERIO CALLE NUEVA,MASCULINO
DULCE NOMBRE,MASCULINO
CIUDADELA UNIVERSITARIA,FEMENINO
HCDA. MOLLONES,FEMENINO
JOSE MARIA MELO,FEMENINO
JOSE MARIA MELO,FEMENINO
VALCANES,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
MACARENA ALTA,MASCULINO
SAN RAFAEL,MASCULINO
ONORIO MORENO,MASCULINO
AVENIDA PORTUARIA,MASCULINO
LAUREANO GOMEZ E15,FEMENINO
TERRON COLORADO E1,MASCULINO
ALFONSO LOPEZ II E7,MASCULINO
PRADOS DEL NORTE E2,MASCULINO
SANTA ANITA E17,MASCULINO
EL INGENIO E17,MASCULINO
U.R. EL COLISEO E19,MASCULINO
EL PENHON E3,MASCULINO
PARCELACIONES PANCE E22,FEMENINO
SAN FERNANDO NUEVO E19,FEMENINO
LA FLORA E2,MASCULINO
LAUREANO GOMEZ E15,MASCULINO
GRANADA E2,FEMENINO
LA INDEPENDENCIA E11,MASCULINO
ALFONSO LOPEZ III E7,MASCULINO
PRIMERO DE MAYO E17,MASCULINO
LOS CAMBULOS E19,FEMENINO
PRADOS DEL NORTE E2,MASCULINO
OLIMPICO E10,MASCULINO
SANTA ROSA E3,FEMENINO
VERSALLES E2,FEMENINO
LILI E17,MASCULINO
EL RETIRO E15,FEMENINO
JULIO RINCON E12,MASCULINO
EL POBLADO I E13,FEMENINO
SANTA MONICA POPULAR E8,FEMENINO
JOSE M. MARROQUIN II E14,MASCULINO
ALFONSO B. ARAGON E14,FEMENINO
BELISARIO CAICEDO E20,FEMENINO
URB CERROS DE PUERTO ASIS,FEMENINO
LA PRADERA I E24,MASCULINO
COLOMBIA,FEMENINO
LA EMILIA,MASCULINO
LAS DELICIAS,MASCULINO
ESPIRITU SANTO,MASCULINO
ZONA CENTRO,FEMENINO
LA FLORIDA,MASCULINO
LA PAZ,FEMENINO
SANTA MARIA # 3,FEMENINO
LA QUEBRADITA,FEMENINO
EL POBLADO C-14,MASCULINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,-
LAS GRANJAS  C-3,MASCULINO
SANTA LUCIA C-12,MASCULINO
FATIMA C-16,MASCULINO
AURES C-7,MASCULINO
EL DIAMANTE 2 C-14,FEMENINO
CARIBE C-5,MASCULINO
VILLANUEVA C-10,FEMENINO
BARRIO COLON C-10,MASCULINO
SAN BENITO C-10,MASCULINO
SHELLMAR C-15,FEMENINO
CASTILLA C-5,FEMENINO
LA CANDELARIA C-10,FEMENINO
SAN BENITO C-10,MASCULINO
BELEN C-16,FEMENINO
ESTACION VILLA C-10,MASCULINO
VILLANUEVA C-10,FEMENINO
ESTACION VILLA C-10,MASCULINO
CARLOS E. RESTREPO C-11,MASCULINO
PATIO BONITO C-14,MASCULINO
PRADO C-10,FEMENINO
VIA SANTA ELENA  C-9,FEMENINO
LA CANDELARIA C-10,FEMENINO
SAN DIEGO C-10,MASCULINO
20 DE JULIO,FEMENINO
EL SANTUARIO,MASCULINO
SAN ROQUE,MASCULINO
CENTRO,MASCULINO
SAN FRANCISCO,MASCULINO
POR FIN,FEMENINO
EL BOSQUE,MASCULINO
CENTRO,MASCULINO
VILLA DEL CARMEN 1 ETAPA,MASCULINO
EL ROSARIO,MASCULINO
CENTRO,FEMENINO
ALTOS DE LOS ROBLES VIP,FEMENINO
SOLEDAD 2000,FEMENINO
ALAMEDA LA VICTORIA,MASCULINO
BARRIO CENTRAL,FEMENINO
EL PROGRESO,MASCULINO
SALESIANO,FEMENINO
SALESIANO,FEMENINO
LAS MARGARITAS,MASCULINO
ALTA SUIZA,FEMENINO
ABBAS TURBAY,MASCULINO
VILLA BENILDA,MASCULINO
BELLO HORIZONTE,FEMENINO
LOS GARCEROS,FEMENINO
VILLA BENILDA,FEMENINO
ANTONIO NARINHO,MASCULINO
SANTA LIBRADA,MASCULINO
CAMILO TORRES,FEMENINO
LA ESMERALDA,FEMENINO
EL EMPEDRADO,FEMENINO
LA ESTANCIA,MASCULINO
CENTRO,FEMENINO
LOS CORTIJOS,FEMENINO
COSTA DE ORO,FEMENINO
LA RIVERA,MASCULINO
MONTEVERDE,FEMENINO
GARZONES 6 DE MARZO,FEMENINO
LA SOLEDAD E-13,FEMENINO
LA ALAMEDA E-3,FEMENINO
CASTILLA LA NUEVA E-8,MASCULINO
DOCE DE OCTUBRE E-12,MASCULINO
LA SOLEDAD E-13,MASCULINO
SAN DIEGO E-3,FEMENINO
VERACRUZ E-3,MASCULINO
NUEVA GRANADA E-7,FEMENINO
AURES II E-11,MASCULINO
TIMIZA CELULA A LOTE RA-2 E-8,MASCULINO
QUIRIGUA I E-10,MASCULINO
RICAURTE E-14,MASCULINO
LA CONEJERA II ETAPA E-11,MASCULINO
URB. GALICIA E-19,FEMENINO
BUENA VISTA E-1,FEMENINO
CATALUNHA E-2,FEMENINO
POLICARPA SALAVARRIETA E-15,FEMENINO
SUCRE E-2,MASCULINO
CIUDAD KENNEDY CENTRAL E-8,FEMENINO
SAN ANDRES   E-8,FEMENINO
LA ESMERALDA E-13,MASCULINO
LOMBARDIA II E-11,FEMENINO
MARLY E-2,MASCULINO
QUESADA E-13,MASCULINO
LAS MARGARITAS E-8,MASCULINO
EL UVAL E-5,MASCULINO
PUERTA DE TEJA E-9,MASCULINO
BOSA E-7,MASCULINO
NUEVA VILLEMAR E-9,MASCULINO
ALCAZAR DE SUBA E-11,MASCULINO
MODELIA E-9,MASCULINO
BACHUE E-10,MASCULINO
QUESADA E-13,MASCULINO
SANTA LUCIA E-18,MASCULINO
URB. MARSELLA E-8,MASCULINO
LOS HAYUELOS E-9,MASCULINO
CHAPINERO ALTO E-2,FEMENINO
SUCRE E-2,FEMENINO
TEUSAQUILLO E-13,FEMENINO
SANTA INES E-3,MASCULINO
SAN FRANCISCO NORTE E-11,MASCULINO
SANTA LUCIA,MASCULINO
EL CARMEN,MASCULINO
VER. PANAMA,FEMENINO
LOS OLIVOS,FEMENINO
CIUDADELA EL DIVI DIVI,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
LOS ALMENDROS,MASCULINO
CIUDADELA ACROPOLIS,MASCULINO
QUIRINAL,FEMENINO
LARA BONILLA,MASCULINO
LARA BONILLA,MASCULINO
LOS LAGOS,FEMENINO
LARA BONILLA,MASCULINO
VIA LOS CONTENEDORES,MASCULINO
CENTRO (C-1),FEMENINO
TAGANGA,FEMENINO
TAGANGA,FEMENINO
CUNDI,FEMENINO
NUEVO MAIZARO,FEMENINO
CENTRO,FEMENINO
VENCEDORES,MASCULINO
LA GRAMA,FEMENINO
LA GRAMA,FEMENINO
GAITAN,FEMENINO
BELLA VISTA,FEMENINO
SANTIAGO,FEMENINO
CENTRO,FEMENINO
SAN FELIPE,FEMENINO
PARQUE INFANTIL,MASCULINO
LOS DOS PUENTES,FEMENINO
POTRERILLO,MASCULINO
CENTRO,FEMENINO
EL BOSQUE,MASCULINO
BARRIO CLARET,MASCULINO
BARRIO MARIA AUXILIADORA,MASCULINO
BARRIO PARAMO,FEMENINO
BARRIO LOMA DE BOLIVAR,FEMENINO
CENTRO,MASCULINO
VDA. PUEBLO VIEJO,MASCULINO
LA GRECIA,MASCULINO
SECTOR CENTRO COMERCIAL MOCAWA,MASCULINO
SECTOR COLISEO DEL CAFE,MASCULINO
PLAZA DE BOLIVAR,FEMENINO
GALAXIA,FEMENINO
CIUDADELA POPULAR,MASCULINO
SECTOR PARQUE LA LIBERTAD,FEMENINO
MONTELIBANO,FEMENINO
CENTRO (A) PEREIRA,FEMENINO
RAFAEL URIBE I,MASCULINO
LA PAZ CENTRO,MASCULINO
COROCITO,FEMENINO
SAN FRANCISCO,FEMENINO
CENTRO,MASCULINO
CABECERA DEL LLANO,FEMENINO
DIAMANTE II,FEMENINO
CIUDADELA REAL DE MINAS,FEMENINO
CIUDADELA REAL DE MINAS,MASCULINO
COMUNEROS,FEMENINO
LA CUMBRE,FEMENINO
VALVERDI,FEMENINO
CANHAVERAL,MASCULINO
ALTOS DE ARENALES,MASCULINO
VDA. ACAPULCO,MASCULINO
VDA. ACAPULCO,MASCULINO
JUNIN,FEMENINO
PASEO DEL PUENTE,MASCULINO
LIMONAR V SECTOR,MASCULINO
JORDAN ARRAYANES,FEMENINO
KENEDY,FEMENINO
CENTRO,FEMENINO
SAN SIMON PARTE BAJA,FEMENINO
CENTRO,FEMENINO
EL LIDO E19,MASCULINO
SANTA ANITA E17,FEMENINO
COMPARTIR E21,FEMENINO
COMPARTIR E21,FEMENINO
SAN JUDAS TADEO I E10,FEMENINO
TORRES DE CONFANDI E5,FEMENINO
LOS ROBLES E13,FEMENINO
MARCO FIDEL SUAREZ E4,MASCULINO
SANTANDER E4,FEMENINO
EL LIDO E19,FEMENINO
CALIMIO DESEPAZ E21,FEMENINO
EL TREBOL E8,MASCULINO
PRADOS DEL NORTE E2,FEMENINO
LOS ALCAZARES E6,FEMENINO
VILLA DEL PRADO - EL GUABITO E5,MASCULINO
MANZANARES E4,MASCULINO
SAN VICENTE E2,MASCULINO
SAN NICOLAS E3,MASCULINO
CANHAVERALES - LOS SAMANES E17,FEMENINO
GUACHINTE (24-S-01),MASCULINO
RIVERA ESCOBAR,MASCULINO
CENTRAL,MASCULINO
VERSALLES,FEMENINO
VERSALLES,FEMENINO
URIBE URIBE,MASCULINO
VEREDA LA RIVERA.,MASCULINO
SECTOR INDUSTRIAL ACOPI  (25-2),MASCULINO
SECTOR INDUSTRIAL ACOPI  (25-2),MASCULINO
GAITAN,FEMENINO
LA CASITA,MASCULINO
PARQUE NORTE C-4,FEMENINO
EL PAJONAL,FEMENINO
PARQUE PRINCIPAL,MASCULINO
EL TRIANON,MASCULINO
OBRERO,FEMENINO
CHINGUI,MASCULINO
SAN JOSE,MASCULINO
ZUNHIGA,MASCULINO
EL PORTAL,MASCULINO
LOMA DE LAS BRUJAS,MASCULINO
MONTE VERDE,FEMENINO
SAN AGUSTIN,FEMENINO
LA CANDELARIA C-10,MASCULINO
CARIBE C-5,MASCULINO
SAN BERNARDO C-16,MASCULINO
CRISTO REY C-15,MASCULINO
LA AGUACATALA C-14,MASCULINO
SANTA LUCIA C-12,FEMENINO
TRICENTENARIO C-5,MASCULINO
LA ALPUJARRA C-10,MASCULINO
SEVILLA  C-4,MASCULINO
LA CANDELARIA C-10,MASCULINO
LOS ANGELES C-10,MASCULINO
LA CANDELARIA C-10,FEMENINO
PRADO C-10,MASCULINO
SAN BENITO C-10,MASCULINO
CASTILLA C-5,MASCULINO
LA CANDELARIA C-10,FEMENINO
SANTA FE C-15,FEMENINO
SURAMERICANA C-11,MASCULINO
BUENOS AIRES  C-9,MASCULINO
SANTA FE C-15,MASCULINO
TENCHE C-15,FEMENINO
PICACHO C-6,FEMENINO
EL PLAN,MASCULINO
SAN ANTONIO,MASCULINO
SANTA ANA,MASCULINO
VDA. PAN DE AZUCAR,FEMENINO
VIRGEN DEL CARMEN,FEMENINO
QUEBRADA SECA,FEMENINO
QUEBRADA SECA,FEMENINO
QUEBRADA SECA,MASCULINO
MIRAMAR,FEMENINO
CIUDADELA 20 DE JULIO,MASCULINO
LAS NIEVES,MASCULINO
BOSTON,FEMENINO
CHIQUINQUIRA,MASCULINO
SAN ANTONIO,MASCULINO
SAN ANTONIO,MASCULINO
ZONA RURAL,MASCULINO
TORICES,MASCULINO
SECTOR EL CARMEN,FEMENINO
SECTOR EL CARMEN,FEMENINO
VDA. TRES BOCAS,MASCULINO
VDA. TRES BOCAS,MASCULINO
VDA. TRES BOCAS,MASCULINO
EL BOSQUE,FEMENINO
PABLO SOLANO,MASCULINO
LOS ARRAYANES,MASCULINO
SAN MARTIN,FEMENINO
BARRIO PRADOS DE SAN LUIS,FEMENINO
VDA. EL ROBLE,FEMENINO
EL NEPAL,MASCULINO
CENTRO,FEMENINO
LA LEONORA,FEMENINO
CENTRO,MASCULINO
CENTRO,MASCULINO
VDA.SANTAGUEDA,FEMENINO
TRANSPORTADORES,FEMENINO
TRANSPORTADORES,FEMENINO
VILLA MILEIDY,FEMENINO
FUNDADORES,MASCULINO
JORGE ELIECER GAITAN,FEMENINO
LA ESMERALDA,MASCULINO
BOSQUE,-
CENTRO,-
NINHO JESUS,MASCULINO
YESCA GRANDE,MASCULINO
YESQUITA,MASCULINO
LA GRANJA,FEMENINO
EL MORA,MASCULINO
CG ARROYO HONDO,FEMENINO
EL TUNAL II E-6,MASCULINO
GRAN YOMASA E-5,FEMENINO
LAS MARGARITAS E-1,MASCULINO
LA ESTANCIA E-19,MASCULINO
SOCIEGO E-4,MASCULINO
VOTO NACIONAL E-14,MASCULINO
EL PATIO III SECTOR E-8,MASCULINO
DIANA TURBAY E-18,FEMENINO
TECHO  E-8,FEMENINO
TINTAL    E-8,FEMENINO
SAN AGUSTIN II SECTOR E-18,FEMENINO
SAMPER MENDOZA E-14,MASCULINO
EL RINCON E-11,MASCULINO
OLAYA E-18,MASCULINO
BANDERAS E-8,FEMENINO
LAGO GAITAN E-2,FEMENINO
MINUTO DE DIOS E-10,FEMENINO
SAN CRISTOBAL NORTE E-1,MASCULINO
PATIO BONITO I E-8,FEMENINO
SAN DIEGO E-3,FEMENINO
SANTA ISABEL E-14,FEMENINO
CHAPINERO CENTRAL E-2,MASCULINO
ALAMEDA E-3,MASCULINO
QUIROGA IHS ETAPA E-18,MASCULINO
GALAN E-16,MASCULINO
DONITH VERGARA,MASCULINO
31 DE OCTUBRE,-
31 DE OCTUBRE,-
CENTRO,FEMENINO
ALTICO,MASCULINO
CENTRO,MASCULINO
LOS COLORES,MASCULINO
GAIRA CENTRO,FEMENINO
RODADERO SUR,FEMENINO
ALCAZARES,MASCULINO
RODADERO SUR,FEMENINO
MARIA EUGENIA,FEMENINO
VALLES DE ARAGON,FEMENINO
DONHA LUZ,MASCULINO
LA ESPERANZA VII ETAPA,MASCULINO
BARZAL BAJO,FEMENINO
BOCHICA,MASCULINO
VILLA DEL SOL,FEMENINO
VILLA DEL SOL,FEMENINO
SAN FERNANDO,FEMENINO
AVENIDA PANAMERICANA,FEMENINO
SAN CARLOS,FEMENINO
CENTRO,FEMENINO
IDEMA,MASCULINO
BARRIO EL LLANO,FEMENINO
BARRIO BELEN,FEMENINO
BARRIO VILLA PARAISO,FEMENINO
VILLA DEL RIO,MASCULINO
LA UNION,MASCULINO
SIMON BOLIVAR,MASCULINO
GALAN,FEMENINO
LAS BRISAS,MASCULINO
LOS ROBLES,MASCULINO
LA FLORESTA,FEMENINO
SANTA ISABEL 1,MASCULINO
SECTOR PARQUE LA LIBERTAD,FEMENINO
TRAVESURAS-LA CHURRIA,FEMENINO
VILLAVICENCIO,MASCULINO
SECTOR AVENIDA CIRCUNVALAR,MASCULINO
SECTOR PARQUE EL LAGO,MASCULINO
BARRIO LA UNION,FEMENINO
VILLARELIS I,FEMENINO
LA FLORESTA,MASCULINO
LA FLORESTA,MASCULINO
GALAN GOMEZ,FEMENINO
BUCARAMANGA,FEMENINO
MEJORAS PUBLICAS,FEMENINO
CENTRO,FEMENINO
LA UNIVERSIDAD,MASCULINO
CENTRO,MASCULINO
INV. CLUB CHIMITA,FEMENINO
LA JOYA,MASCULINO
EL CARMEN,FEMENINO
LA INMACULADA,MASCULINO
ZAPAMANGA V,FEMENINO
VILLABEL,FEMENINO
VILLAS DE SAN FRANCISCO,MASCULINO
CIUDADELA NUEVO GIRON,FEMENINO
ALTOS DEL CARRIZAL,FEMENINO
ELOY VALENZUELA,MASCULINO
ALDEA BAJA,MASCULINO
CENTRO P/TA,FEMENINO
LOS ALAMOS,FEMENINO
CENTRO,FEMENINO
20 DE ENERO,FEMENINO
PLAZA NUEVA,FEMENINO
CENTRO,MASCULINO
ENTRE RIOS,MASCULINO
ESPERANZA,FEMENINO
VRDA. LA ISLA,FEMENINO
VRDA. LA ISLA,MASCULINO
BELARCAZAR,MASCULINO
RICAURTE PARTE BAJA,FEMENINO
LAS PALMAS,MASCULINO
CENTRO,FEMENINO
BOYACA,MASCULINO
CENTRO,MASCULINO
URB. MILITAR E19,MASCULINO
ANTONIO NARINHO E16,FEMENINO
CALYPSO E13,FEMENINO
VILLA DEL PRADO - EL GUABITO E5,MASCULINO
GUILLERMO VALENCIA E4,FEMENINO
ALFONSO LOPEZ I E7,FEMENINO
PRIMERO DE MAYO E17,MASCULINO
LOS CHORROS E18,MASCULINO
ALFONSO LOPEZ I E7,FEMENINO
CIUDAD CORDOBA E15,FEMENINO
MARACAIBO E11,MASCULINO
PAMPA LINDA E19,FEMENINO
MARROQUIN I E14,MASCULINO
SAN VICENTE E2,MASCULINO
ANTONIO NARINHO E16,MASCULINO
EVARISTO GARCIA E4,FEMENINO
ALFONSO LOPEZ II E7,MASCULINO
ALAMEDA E9,MASCULINO
LOS CHORROS E18,MASCULINO
SANTA ANITA E17,MASCULINO
TEJARES - CRISTALES E19,MASCULINO
EL JARDIN E11,MASCULINO
VERSALLES,FEMENINO
ZAMORANO,FEMENINO
MANTE CLARO (ROZO),MASCULINO
ARROYOHONDO ZONA INDUSTRIAL (25-2),MASCULINO
SAN JOSE OBRERO,MASCULINO
LA CABANHA,FEMENINO
EL CARMELO,MASCULINO
VDA. QUEBRADA ARRIBA,MASCULINO
VDA. QUEBRADA ARRIBA,MASCULINO
BOQUERON,MASCULINO
AUTOPISTA MEDELLIN - BOGOTA,MASCULINO
EL PORTAL,FEMENINO
LAS ORQUIDEAS,FEMENINO
SANTA MARIA # 3,MASCULINO
SANTA MARIA # 1,MASCULINO
SIMON BOLIVAR,FEMENINO
PARQUE PRINCIPAL,MASCULINO
ESTACION VILLA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
SAN JAVIER 1 C-13,MASCULINO
SIMON BOLIVAR C-12,FEMENINO
PRADO C-10,MASCULINO
BELEN C-16,MASCULINO
BELEN C-16,FEMENINO
PARQUE NORTE C-4,MASCULINO
MORAVIA  C-4,FEMENINO
LA ALPUJARRA C-10,MASCULINO
LA PINHUELA  C-4,FEMENINO
LA PINHUELA  C-4,FEMENINO
CARLOS E. RESTREPO C-11,MASCULINO
PALO BLANCO  S.A.P.,MASCULINO
LA CANDELARIA C-10,FEMENINO
LAS INDEPENDENCIAS C-13,MASCULINO
BATALLON GIRARDOT C-8,MASCULINO
VDA. PANTANILLO STA. E.,MASCULINO
ESTACION VILLA C-10,MASCULINO
LA CANDELARIA C-10,FEMENINO
EL CHAGUALO C-10,MASCULINO
LA CHAPA,MASCULINO
PARQUE PRINCIPAL,FEMENINO
LOS OLIVOS I,MASCULINO
LAS TORRES,MASCULINO
LA CHINITA,MASCULINO
PRADO,MASCULINO
VILLA OLIMPICA,MASCULINO
BOCAGRANDE,MASCULINO
CANDIDO QUINTERO,MASCULINO
BARRIO CENTRO,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
PALOGRANDE,MASCULINO
VEREDA CARTAGENA,FEMENINO
JUAN XXIII,MASCULINO
VILLA BENILDA,MASCULINO
LAS PALMERAS,MASCULINO
JORGE ELIECER GAITAN,MASCULINO
VEREDA JULUMITO,FEMENINO
LAS AMERICAS,MASCULINO
EL EMPEDRADO,FEMENINO
EL EMPEDRADO,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
VEREDA,-
VEREDA,-
NANDO MARIN,MASCULINO
NANDO MARIN,MASCULINO
NANDO MARIN,MASCULINO
LA ESPERANZA,FEMENINO
CENTRO,FEMENINO
NARINHO,FEMENINO
OLARTE E-7,MASCULINO
MARIA PAZ E-8,MASCULINO
SAN FELIPE E-12,FEMENINO
VILLA DE LA LOMA E-8,FEMENINO
PRADO VERANIEGO E-11,MASCULINO
LAS FLORES E-11,MASCULINO
EL PINO E-11,FEMENINO
LAS MANITAS E-19,MASCULINO
SAN LUIS 20 DE JULIO E-4,FEMENINO
ALFONSO LOPEZ E-5,MASCULINO
RESTREPO E-15,MASCULINO
CAMPINHA E-11,FEMENINO
URB. COMPARTIR E-11,MASCULINO
LA CABRERA E-2,MASCULINO
QUESADA E-13,FEMENINO
GRAN YOMASA E-5,MASCULINO
SAN JOSE DE BAVARIA E-11,FEMENINO
EL CAMPIN E-13,MASCULINO
SAN LUIS 20 DE JULIO E-4,MASCULINO
RESTREPO E-15,MASCULINO
TEUSAQUILLO E-13,FEMENINO
VILLA LUZ E-10,FEMENINO
VERSALLES E-9,FEMENINO
TINTALITO E-8,FEMENINO
BOSA E-7,FEMENINO
VILLAS DE GRANADA E-10,MASCULINO
SOCIEGO SUR E-18,FEMENINO
CHAPINERO ALTO E-2,FEMENINO
SANTA ROSA,MASCULINO
CRISTO REY,MASCULINO
PASTRANA BORRERO,MASCULINO
EL CARMEN,FEMENINO
TRAMO DE VIA CUATROVIAS - MAICAO,MASCULINO
1 DE OCTUBRE,MASCULINO
CHIPICHAPE E2,FEMENINO
NUEVO HORIZONTE,MASCULINO
LOS NOGALES,FEMENINO
URB. MANANTIAL,MASCULINO
SAN SEBASTIAN,FEMENINO
ALAMOS NORTE,MASCULINO
CONDOMINIO RESERVA DE LOS TULIPANES,FEMENINO
FRONTERAS DEL MILENIO,FEMENINO
SAN PEDRO,FEMENINO
ALTICO,MASCULINO
CORDOBA,MASCULINO
SANTA ANA,FEMENINO
COREA,MASCULINO
CORREGIMIENTO SAN JOSE DE KENNEDY,MASCULINO
CENTRO,FEMENINO
SAN ISIDRO,MASCULINO
SAN ANTONIO,FEMENINO
EL BUQUE,MASCULINO
LA LAGUNA,MASCULINO
SAN FERNANDO,MASCULINO
TERMINAL,FEMENINO
NIZA I,FEMENINO
IDEMA,FEMENINO
AVENIDA LOS ESTUDIANTES,FEMENINO
EL MORRO,MASCULINO
BARRIO PUENTE BARCO,FEMENINO
BARRIO CLARET,-
BARRIO SAN LUIS,FEMENINO
BARRIO SAN AGUSTIN,FEMENINO
LAS BRISAS,FEMENINO
CIUDADELA EL SOL,-
LA PATRIA,MASCULINO
VARIANTE NORTE,FEMENINO
SAN DIEGO,FEMENINO
SAN JOSE SUR,FEMENINO
SECTOR COLISEO SAN LUIS,FEMENINO
SECTOR COLISEO SAN LUIS,FEMENINO
SECTOR COLISEO SAN LUIS,FEMENINO
EL CENTRO,MASCULINO
EL CENTRO,MASCULINO
SECTOR LA CHAVA,FEMENINO
PALMIRA,FEMENINO
SAN MIGUEL,MASCULINO
CABECERA DEL LLANO,MASCULINO
LA AURORA,MASCULINO
LOS ARRAYANES,FEMENINO
EL LIMONCITO,FEMENINO
QUINTA GRANADA,FEMENINO
SAN CRISTOBAL P/TA,MASCULINO
SAN JUAN,MASCULINO
ZONA RURAL,MASCULINO
VILLA  MADY,MASCULINO
RONDON,MASCULINO
RINCON DE PIEDRAPINTADA,FEMENINO
MIROLINDO,MASCULINO
CALUCAIMA,MASCULINO
HIPODROMO,MASCULINO
BALCONES DEL BOSQUE,MASCULINO
SANTA LUCIA,FEMENINO
SANTA LUCIA,FEMENINO
EL CARMEN,FEMENINO
CARLOS HOLMES,MASCULINO
VIENTO LIBRE,FEMENINO
TERRON COLORADO E1,MASCULINO
PATIO BONITO E1,MASCULINO
LA HACIENDA E17,MASCULINO
MELENDEZ E18,MASCULINO
LOS PORTALES - NUEVO REY E17,FEMENINO
SAN JOAQUIN E17,MASCULINO
CGTO PANCE E22,FEMENINO
CHIMINANGOS I E5,MASCULINO
OMAR TORRIJOS E13,MASCULINO
CIUDADELA CONFANDI E17,MASCULINO
CRISTO REY E19,MASCULINO
CALIMA E4,-
CALIMA E4,-
CRISTOBAL COLON E10,MASCULINO
NUEVA FLORESTA E12,MASCULINO
