BARRIO,MOVILAGRESOR
EL LIDO E19,MOTOCICLETA
PRIMERO DE MAYO E17,MOTOCICLETA
CIUDADELA DEL RIO E21,MOTOCICLETA
ALFONSO LOPEZ III E7,A PIE
URB. COLSEGUROS E19,A PIE
EL TRONCAL E8,TRANSPORTE PUBLICO
INDUSTRIAL E8,A PIE
EL TREBOL E8,A PIE
CIUDADELA PASOANCHO E17,A PIE
PORVENIR E4,A PIE
VDA SAN ISIDRO,MOTOCICLETA
ESTAMBUL,A PIE
LLANO GRANDE,A PIE
LLANO GRANDE,A PIE
LLANO GRANDE,A PIE
VIA CENCAR - AEREOPUERTO,A PIE
CORREGIMIENTO LA DOLORES,A PIE
CENTRAL,MOTOCICLETA
BELEN,TRANSPORTE PUBLICO
LOS ANGELES,A PIE
PRADO,A PIE
IMANTAGO,A PIE
ESTACION VILLA C-10,A PIE
ASTORGA C-14,A PIE
VILLANUEVA C-10,A PIE
LA CANDELARIA C-10,A PIE
MANRIQUE 1  C-4,A PIE
PEDREGAL C-6,A PIE
CALAZANS C-12,MOTOCICLETA
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
PICACHO C-6,A PIE
LA CANDELARIA C-10,A PIE
ARANJUEZ  C-4,A PIE
BARRIO COLON C-10,A PIE
PRADO C-10,A PIE
ALEJANDRO ECHAVARRIA  C-9,A PIE
ASTORGA C-14,A PIE
MANILA C-14,MOTOCICLETA
LAURELES C-11,A PIE
FLORENCIA C-5,A PIE
LAURELES C-11,MOTOCICLETA
ESTADIO C-11,A PIE
CASTILLA C-5,MOTOCICLETA
LA AMERICA C-12,MOTOCICLETA
LA AMERICA C-12,MOTOCICLETA
ESTACION VILLA C-10,A PIE
SAN DIEGO C-10,MOTOCICLETA
HOJAS ANCHAS,A PIE
PRADOS DE SABANETA,A PIE
ALTO DE LAS FLORES,A PIE
BOSTON,MOTOCICLETA
CENTRO,A PIE
LA UNION,A PIE
SAN VICENTE,A PIE
LAS NIEVES,MOTOCICLETA
ALTOS DEL PRADO,A PIE
CAMPO ALEGRE,A PIE
MONTECRISTO,A PIE
CARRIZAL,A PIE
EL CONCORDE,MOTOCICLETA
SAN JUAN BOSCO,A PIE
NARINHO,VEHICULO
EL CARMEN,A PIE
GALERIAS,A PIE
FERROMEXICO,A PIE
LAURELES,MOTOCICLETA
EL TREBOL,A PIE
LA VARIANTE,A PIE
VERSALLES,MOTOCICLETA
PUEBLO NUEVO,A PIE
EL CENTRO,A PIE
EL CENTRO,A PIE
EL CENTRO,A PIE
CIUDADELA EL CARMEN,MOTOCICLETA
CIUDADELA EL CARMEN,MOTOCICLETA
EL CENTRO,A PIE
LA ESMERALDA,A PIE
CIUDAD JARDIN,MOTOCICLETA
BOLIVAR,A PIE
BOLIVAR,A PIE
MORALES DUQUE,A PIE
GAITAN,MOTOCICLETA
SANTA GENOBEVA,A PIE
ZONA MINERA,A PIE
EL CENTRO,A PIE
CANTACLARO,A PIE
VILLA ELISA E-11,MOTOCICLETA
BOSA E-7,MOTOCICLETA
CHAPINERO CENTRAL E-2,A PIE
LAS DELICIAS   E-8,A PIE
7 DE AGOSTO E-12,BICICLETA
HOLANDA I SECTOR E-7,A PIE
LAS FLORES E-11,BICICLETA
CENTRO E-3,A PIE
ALCAZARES E-12,A PIE
LA SOLEDAD E-13,A PIE
URB. SANTANDER E-15,A PIE
CHICO I E-2,A PIE
NUEVO KENNEDY E-8,A PIE
COLINA LINDA E-11,A PIE
QUINTA CAMACHO E-2,MOTOCICLETA
VILLA NUEVA   E-8,BICICLETA
URB. MIRANDELA E-11,A PIE
RICAURTE E-14,TRANSPORTE PUBLICO
TEUSAQUILLO E-13,A PIE
URB. PUENTE ARANDA E-16,A PIE
GALAN E-16,TRANSPORTE PUBLICO
PATIO BONITO I E-8,A PIE
TUNALITO E-6,A PIE
VERACRUZ E-3,A PIE
ALQUERIA LA FRAGUA E-8,MOTOCICLETA
URB. MARSELLA E-8,A PIE
VILLA DEL PRADO E-11,A PIE
PATIO BONITO I E-8,A PIE
ALAMEDA E-10,A PIE
PRADO VERANIEGO E-11,A PIE
MANDALAY I ETAPA E-8,A PIE
SAN DIEGO E-3,A PIE
SOCIEGO E-4,A PIE
GALAN E-16,MOTOCICLETA
LA URIBE E-1,TRANSPORTE PUBLICO
SAN VICENTE FERRER E-6,A PIE
BOSA E-7,BICICLETA
URB. TIERRA LINDA E-11,A PIE
LA BELLEZA E-4,A PIE
FERIAS E-10,A PIE
ARBORIZADORA ALTA E-19,A PIE
URB. VILLA SONIA E-16,A PIE
LOS SAUCES E-16,A PIE
EL PORVENIR,MOTOCICLETA
PADILLA,A PIE
VILLA JARDIN,MOTOCICLETA
EL CENTRO,A PIE
LA TOMA,A PIE
JOSE MARIA CARBONEL,A PIE
MIRA RIO ETAPA III,A PIE
CAMPO NUNHEZ,A PIE
CAMPO NUNHEZ,A PIE
VEREDA SANTA ROSA,A PIE
SAN RAFAEL,A PIE
BARRIO ABAJO,A PIE
KENNEDY,A PIE
PANDO,MOTOCICLETA
PLAYA BLANCA,A PIE
RIVERA DEL RIO,A PIE
EL JARDIN,A PIE
ESTERO,A PIE
CENTRO,A PIE
VEGA,MOTOCICLETA
VEGA,MOTOCICLETA
SANTA HELENA I,A PIE
CENTRO,A PIE
SAN FELIPE,TRANSPORTE PUBLICO
SAN FELIPE,A PIE
LA PRADERA,A PIE
LAS LUNAS,MOTOCICLETA
CENTENARIO,A PIE
EL CALVARIO,A PIE
LAS CUADRAS,A PIE
COLPATRIA,MOTOCICLETA
SAN SEBASTIAN,A PIE
BARRIO EL RODEO,A PIE
BARRIO LATINO,TRANSPORTE PUBLICO
BARRIO CALLEJON,A PIE
BARRIO ATALAYA 1 ETAPA,MOTOCICLETA
BARRIO TOLEDO PLATA,A PIE
BARRIO LLERAS RESTREPO,A PIE
BARRIO CUCUTA 75,A PIE
BARRIO LA GLORIA,A PIE
BARRIO LA GLORIA,A PIE
BARRIO LA PLAZUELA,A PIE
KILOMETRO 9 VIA MOCOA - PITALITO,A PIE
BOSQUES DE PINARES,A PIE
SAN JOSE,A PIE
SECTOR CENTRO COMERCIAL UNICENTRO,A PIE
ARENALES,A PIE
VILLAS DEL CAMPESTRE,A PIE
SANTA TERESITA,A PIE
MIRASOL,A PIE
MARAYA,MOTOCICLETA
LA PAZ CENTRO,TRANSPORTE PUBLICO
VILLAVICENCIO,A PIE
VILLAVICENCIO,A PIE
LOMA COVE,A PIE
PROVIVIENDA,MOTOCICLETA
PROVIVIENDA,MOTOCICLETA
PROVIVIENDA,A PIE
GALAN GOMEZ,A PIE
SANTA ANA,MOTOCICLETA
TRANSICION I,A PIE
GIRARDOT,A PIE
LA SALLE,A PIE
INV. PAISAJES DEL NORTE,A PIE
SAN ALONSO,A PIE
CABECERA DEL LLANO,A PIE
SOTOMAYOR,A PIE
ALTAMIRA,A PIE
ZAPAMANGA V,MOTOCICLETA
ANILLO VIAL,MOTOCICLETA
CASCO ANTIGUO DE FLORIDABLANCA,MOTOCICLETA
ANILLO VIAL,MOTOCICLETA
ALFONSO LOPEZ,A PIE
CIUDADELA UNIVERSITARIA,A PIE
AV. LUIS CARLOS GALAN,A PIE
AV. LUIS CARLOS GALAN,A PIE
EL BOSQUE,A PIE
ALFONSO LOPEZ,A PIE
20 DE JULIO,MOTOCICLETA
AV OKALA SECTOR TRANSPORTE PUEBLOS,A PIE
CENTRO,A PIE
BALCANES,MOTOCICLETA
CENTRO,A PIE
SAN PEDRO,MOTOCICLETA
LA AURORA,MOTOCICLETA
GUALI,MOTOCICLETA
CALARCA,A PIE
EL SALADO,A PIE
BOQUERON,A PIE
CIUDAD LUZ,A PIE
LA HACIENDA E17,MOTOCICLETA
PIZAMOS III - LAS DALIAS E21,A PIE
SAN NICOLAS E3,MOTOCICLETA
URB. COLSEGUROS E19,TRANSPORTE PUBLICO
V. MERCEDES I - V. LUZ- LAS GARZAS E21,A PIE
LOS LAGOS E13,A PIE
LAS QUINTAS DE DON SIMON E17,MOTOCICLETA
SAN NICOLAS E3,A PIE
EL PENHON E3,A PIE
NAPOLES E18,A PIE
SAN JOAQUIN E17,TRANSPORTE PUBLICO
CHAPINERO E8,A PIE
SANTA ISABEL E19,A PIE
ALAMEDA E9,A PIE
ALFONSO LOPEZ III E7,MOTOCICLETA
LILI E17,MOTOCICLETA
REPUBLICA ISRAEL E16,VEHICULO
U.R. SANTIAGO DE CALI E19,A PIE
NUEVA FLORESTA E12,BICICLETA
PARCELACIONES PANCE E22,A PIE
JUANAMBU E2,A PIE
LA FLORA E2,A PIE
SAN PEDRO E3,A PIE
CALIMA E4,MOTOCICLETA
VILLA DEL PRADO - EL GUABITO E5,TRANSPORTE PUBLICO
CHAMPAGNAT E19,MOTOCICLETA
LOS PARQUES - BARRANQUILLA E5,A PIE
CORREGIMIENTO EL PINHAL,A PIE
DIVINO NINHO,A PIE
EL MOLINO,MOTOCICLETA
ESMERALDA E24,A PIE
FRAY LUIS,BICICLETA
ESTONIA,MOTOCICLETA
SAN JOSE OBRERO,TRANSPORTE PUBLICO
SUAREZ,MOTOCICLETA
EL SALADO,MOTOCICLETA
PARQUE PRINCIPAL,A PIE
TENCHE C-15,A PIE
VDA.  EL PLAN STA. E.,A PIE
EL DIAMANTE C-7,A PIE
CAMPO AMOR C-15,A PIE
BOMBONA 1 C-10,A PIE
BELEN C-16,A PIE
FLORIDA NUEVA C-11,MOTOCICLETA
ESTADIO C-11,MOTOCICLETA
LA CANDELARIA C-10,A PIE
LAS VIOLETAS C-16,A PIE
VILLA DEL SOCORRO  C-2,A PIE
LA CANDELARIA C-10,A PIE
CENTRO ADMINISTRATIVO C-10,A PIE
SAN JAVIER 1 C-13,MOTOCICLETA
EL CHAGUALO C-10,A PIE
FLORIDA NUEVA C-11,A PIE
ESTACION VILLA C-10,A PIE
LA CANDELARIA C-10,A PIE
MANRIQUE 1  C-4,A PIE
MANRIQUE 2  C-3,A PIE
LOS ALPES C-16,A PIE
ROSALES C-16,A PIE
LA CANDELARIA C-10,A PIE
CARIBE C-5,A PIE
VILLANUEVA C-10,A PIE
LAURELES C-11,A PIE
SIMON BOLIVAR C-12,MOTOCICLETA
BARRIO CAYCEDO C-9,MOTOCICLETA
PANTANILLO,A PIE
SECTOR PEAJE DE PALMAS,A PIE
LA ESPERANZA,A PIE
EL SALADITO,A PIE
12 DE OCTUBRE,A PIE
CENTRO,A PIE
SAN JOSE,MOTOCICLETA
PRADO,A PIE
LA PLAYA,A PIE
CENTRO,A PIE
CIUDAD MODESTO,A PIE
JOSE ANTONIO GALAN,MOTOCICLETA
VEREDA EL CARMEN,A PIE
LOS ALMENDROS,MOTOCICLETA
EL MANANTIAL,A PIE
SOLEDAD 2000,A PIE
BARRIO CHINO,A PIE
BAZURTO,A PIE
BAZURTO,A PIE
BARRIO EL CAMPIN,A PIE
LA LEONORA,A PIE
BARRIO SAN JORGE,A PIE
CENTRO,A PIE
CENTRO,A PIE
VILLA LUZ,A PIE
LA PRIMAVERA,A PIE
SECTOR QUEBRADA DEL INFIERNITO,A PIE
NUEVA ESPERANZA,A PIE
LOS ANDES,A PIE
CARRETERO,MOTOCICLETA
DIVINO NINHO,MOTOCICLETA
ENRIQUE AARON,MOTOCICLETA
ENRIQUE AARON,MOTOCICLETA
CENTRO,A PIE
CENTRO,A PIE
ALFONSO LOPEZ,MOTOCICLETA
SAN ANTONIO,MOTOCICLETA
TIERRA GRATA,A PIE
VEREDA TROPICAL,MOTOCICLETA
BUENAVISTA,MOTOCICLETA
LA PRADERA,MOTOCICLETA
BUENAVISTA,A PIE
LA FLORESTA,MOTOCICLETA
BUENAVISTA,MOTOCICLETA
GALERIAS E-13,A PIE
SANTIAGO DE LAS ATALAYAS E-7,TRANSPORTE PUBLICO
LA GRANJA E-10,A PIE
NUEVO TIMIZA E-8,A PIE
OLARTE E-7,BICICLETA
ESCUELA MILITAR E-12,TRANSPORTE PUBLICO
BELALCAZAR E-13,MOTOCICLETA
EL RECREO E-7,A PIE
SANTA RITA E-11,BICICLETA
LA MACARENA E-3,A PIE
URB. INDUSTRIAL PENSILVANIA E-16,A PIE
EL SALITRE LUIS MARIA FERNANDEZ E-10,BICICLETA
EL RESTREPO E-15,TRANSPORTE PUBLICO
GRAN COLOMBIANO E-8,A PIE
SAN ANTONIO,A PIE
FERROCAJA E-9,TRANSPORTE PUBLICO
FATIMA E-6,A PIE
EL CENTENARIO E-18,A PIE
URB. PINOS DE LOMBARDIA E-11,A PIE
LAS NIEVES E-3,A PIE
FLORIDA BLANCA E-10,TRANSPORTE PUBLICO
URB. CATALINA E-8,A PIE
LA CALLEJA E-1,A PIE
SAN VICENTE FERRER E-6,A PIE
LLANO GRANDE E-8,A PIE
GRAN BRITALIA E-8,A PIE
LA FONTANA I Y II E-7,A PIE
URB. MARSELLA E-8,A PIE
VEINTE DE JULIO E-4,A PIE
CHAPINERO CENTRAL E-2,A PIE
LAS MARGARITAS E-8,A PIE
PORTALES DEL NORTE E-11,A PIE
LA VICTORIA E-4,A PIE
PERDOMO E-19,TRANSPORTE PUBLICO
CIUDAD JARDIN E-11,VEHICULO
CENTRO,A PIE
SUCRE,A PIE
CENTRO,A PIE
VER.EL ROSARIO,A PIE
LAS VILLAS,A PIE
CENTRO,A PIE
CENTRO,A PIE
JOSE ANTONIO GALAN,MOTOCICLETA
SAN JORGE,MOTOCICLETA
VENTILADOR,A PIE
URBANIZACION EL TESORO,MOTOCICLETA
SANTA LIBRADA,A PIE
ANDALUCIA IV  ETAPA,A PIE
VEREDA CORINTO,A PIE
VEREDA CONTADOR,MOTOCICLETA
SAN JOSE,A PIE
BARRIO ABAJO,A PIE
LA ESPERANZA,MOTOCICLETA
MAMATOCO,MOTOCICLETA
SAN FERNANDO,TRANSPORTE PUBLICO
GALAN,A PIE
PORFIA,A PIE
7 DE AGOSTO,MOTOCICLETA
EL RETIRO,MOTOCICLETA
LA ROCHELA,A PIE
EL BUQUE,A PIE
EL BUQUE,A PIE
JORDAN,A PIE
HACARITAMA,MOTOCICLETA
VILLA BOLIVAR,A PIE
CENTRO,A PIE
OLIMPICO,MOTOCICLETA
SAN FELIPE,A PIE
LA LAGUNA,A PIE
FATIMA,MOTOCICLETA
TAMASAGRA I,MOTOCICLETA
AGUALONGO,MOTOCICLETA
MARIDIAZ,MOTOCICLETA
FATIMA,MOTOCICLETA
CGTO YASCUAL,A PIE
BARRIO CUCUTA 75,A PIE
SIMON BOLIVAR,A PIE
NUEVO ARMENIA,A PIE
NUEVO ARMENIA,A PIE
NUEVO ARMENIA,A PIE
NUEVO ARMENIA,A PIE
EL CENTENARIO,A PIE
ARRAYANES,MOTOCICLETA
ARCO IRIS,A PIE
FUNDADORES,A PIE
MILAN,A PIE
PLAZA CIVICA CIUDAD VICTORIA,A PIE
LAS MARGARITAS,MOTOCICLETA
GUAYACANES COM. SAN JOAQUIN,A PIE
CANHARTE,A PIE
LA PAZ CENTRO,A PIE
SECTOR PLAZA DE BOLIVAR,A PIE
CENTRO (B) PEREIRA,MOTOCICLETA
SECTOR PLAZA DE BOLIVAR,A PIE
SAN VICENTE,A PIE
URB. MANZANARES,A PIE
LA CONCORDIA,A PIE
CENTRO,TRANSPORTE PUBLICO
CENTRO,A PIE
INV. LUZ DE SALVACION,A PIE
CIUDADELA REAL DE MINAS,MOTOCICLETA
CABECERA DEL LLANO,MOTOCICLETA
GARCIA ROVIRA,A PIE
BOLIVAR,A PIE
LA CONCORDIA,A PIE
CENTRO,A PIE
SAN LUIS,MOTOCICLETA
DIAMANTE II,MOTOCICLETA
EL BOSQUE,A PIE
CALDAS,VEHICULO
JUNIN,MOTOCICLETA
CALLE CHACURY,A PIE
SECTOR LAS BRISAS,MOTOCICLETA
SANTA CECILIA,MOTOCICLETA
SANTA CECILIA,A PIE
PETACA,A PIE
PUEBLO NUEVO,A PIE
EL RECREO,A PIE
RONDON,MOTOCICLETA
LA ESTACION,A PIE
MACARENA,A PIE
BOQUERON,A PIE
EL BOSQUE PARTE ALTA,TRANSPORTE PUBLICO
JORDAN II ETAPA,A PIE
MIROLINDO,MOTOCICLETA
EL CARMEN,A PIE
CENTRO,MOTOCICLETA
EL CENTRO,A PIE
NAVAL,A PIE
SAN PEDRO E3,A PIE
VALLADO E15,A PIE
ALFEREZ REAL E18,TRANSPORTE PUBLICO
CGTO LA BUITRERA E18,A PIE
LILI E17,A PIE
LOS LIBERTADORES E3,A PIE
PAMPA LINDA E19,A PIE
CIUDAD CORDOBA E15,A PIE
RAFAEL URIBE URIBE E8,MOTOCICLETA
KM 18 VIA AL MAR E1,A PIE
GUAYAQUIL E9,MOTOCICLETA
RICARDO BALCAZAR E13,A PIE
MELENDEZ E18,A PIE
ALFONSO LOPEZ III E7,MOTOCICLETA
CIUDADELA DEL RIO E21,A PIE
VILLA SAN MARCOS E14,MOTOCICLETA
PARCELACIONES PANCE E22,MOTOCICLETA
SANTA TERESITA E2,A PIE
VALLADO E15,A PIE
ALFEREZ REAL E18,A PIE
EL CEDRO E19,A PIE
MARISCAL ROBLEDO,TRANSPORTE PUBLICO
LA ESPERANZA E24,A PIE
PETRUC,A PIE
LAS MERCEDES,A PIE
MANUEL JOSE RAMIREZ,A PIE
EL CONGOLO,MOTOCICLETA
MACHADO,A PIE
ALTO DEL PALMAR,A PIE
EL SALADO,A PIE
ZONA CENTRO,MOTOCICLETA
VIA LAS PALMAS,A PIE
AUTOPISTA MEDELLIN-BOGOTA,A PIE
LA CANDELARIA C-10,A PIE
PRADO C-10,A PIE
BARRIO COLON C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,MOTOCICLETA
LA PALMA C-16,A PIE
MANILA C-14,A PIE
MIRAFLORES  C-9,A PIE
LA CANDELARIA C-10,A PIE
MANRIQUE 1  C-4,MOTOCICLETA
MANRIQUE 1  C-4,A PIE
EL POBLADO C-14,A PIE
JARDIN BOTANICO  C-4,A PIE
SAN DIEGO C-10,A PIE
BELEN C-16,MOTOCICLETA
CENTRO ADMINISTRATIVO C-10,A PIE
SAN DIEGO C-10,MOTOCICLETA
LA ISLA C-2,A PIE
EL CENTRO,A PIE
PRADOS DE SABANETA,A PIE
LA CRISTALINA,A PIE
LA ARGENTINA,A PIE
EL JARDIN,A PIE
EL BOSQUE,MOTOCICLETA
ALFONSO LOPEZ,MOTOCICLETA
CENTRO,A PIE
LA PLAYA,TRANSPORTE PUBLICO
LA MAGDALENA,A PIE
CENTRO,A PIE
CALDAS,A PIE
BUENOS AIRES,A PIE
13 DE JUNIO,A PIE
EL POZON,A PIE
BARRIO VILLA REPUBLICANA,A PIE
EL CENTRO,A PIE
CENTRO,A PIE
BARRIO SANTA LUCIA,A PIE
CENTRO,A PIE
CENTRO,A PIE
BARRIO CHIPRE,A PIE
BARRIO CHIPRE,A PIE
BARRIO CHIPRE,A PIE
ARRAYANES,A PIE
ARRAYANES,A PIE
BARRIO LAS AMERICAS,A PIE
BUENOS AIRES,A PIE
MARENAO,A PIE
EL VENADO,MOTOCICLETA
NUEVA ESPERANZA,A PIE
LOS HOYOS,MOTOCICLETA
ESPERANZA,MOTOCICLETA
ANTONIO NARINHO,MOTOCICLETA
INV. LOS MANGUITOS,A PIE
DON CARMELO,MOTOCICLETA
SAN JERONIMO,MOTOCICLETA
ALFONSO LOPEZ,MOTOCICLETA
MANANTIAL,A PIE
MAREIGUA,A PIE
CARRETERA,A PIE
SANTA TERESITA,MOTOCICLETA
MOCARI,A PIE
SAN JOSE,A PIE
EL PINO E-11,TRANSPORTE PUBLICO
LA MACARENA E-3,A PIE
MEISSEN E-19,A PIE
JUAN REY E-4,A PIE
LA FRAGUA E-15,A PIE
MOLINOS DEL SUR E-18,A PIE
MARIA PAZ E-8,A PIE
VILLA MAYOR E-18,A PIE
CHAPINERO CENTRAL E-2,TRANSPORTE PUBLICO
LA PAZ,A PIE
RESTREPO E-15,A PIE
LA ROSITA E-9,MOTOCICLETA
SAN DIEGO E-3,A PIE
GALAN E-16,A PIE
CIUDAD KENNEDY CENTRAL E-8,A PIE
CHAPINERO CENTRAL E-2,TRANSPORTE PUBLICO
RESTREPO E-15,A PIE
SAN PABLO E-7,A PIE
LOMBARDIA II E-11,A PIE
BOSA E-7,A PIE
RESTREPO E-15,MOTOCICLETA
MANUELITA II SECTOR E-11,A PIE
QUINTA CAMACHO E-2,A PIE
LAS NIEVES E-3,MOTOCICLETA
SAN RAFAEL,A PIE
"CHICO I, II, III",A PIE
KENEDDY,BICICLETA
CENTRO,A PIE
VILLA ONE,A PIE
CAMILO TORRES,MOTOCICLETA
VEREDA PANORAMA,A PIE
LOS MOLINOS,MOTOCICLETA
QUEBRADITAS,MOTOCICLETA
CENTRO,MOTOCICLETA
OBRERO,MOTOCICLETA
GALICIA,BICICLETA
CRISTO REY,MOTOCICLETA
CENTRO,A PIE
RODADERO SUR,TRANSPORTE PUBLICO
CAMOA,A PIE
EL RETIRO,A PIE
CENTRO,A PIE
BARZAL ALTO,A PIE
NUEVO RICAUTE,MOTOCICLETA
BRISAS DEL GUATIQUIA,A PIE
LA ESPERANZA VI ETAPA,A PIE
BOCHICA,MOTOCICLETA
SAN ISIDRO,A PIE
EL CONFAMILIAR,A PIE
20 DE JULIO,A PIE
LOS CHILCOS,A PIE
SANTANDER,A PIE
LA MINGA,A PIE
MOCONDINO,A PIE
CORAZON DE JESUS,MOTOCICLETA
ESTADIO LIBERTAD,A PIE
AV. CHAMPAGNAT,A PIE
MARIDIAZ,A PIE
LA COLINA,MOTOCICLETA
BARRIO LA COSTA,MOTOCICLETA
BARRIO EL PARAMO,A PIE
CRISTO REY,A PIE
EL PRADO,MOTOCICLETA
CENTRO COMERCIAL CALIMA,A PIE
VAL DE PENHAS,A PIE
GUADUALITO,A PIE
LOS SAUCES,A PIE
SECTOR PARQUE EL LAGO,A PIE
LA FLORESTA,A PIE
GIRARDOT,A PIE
VDA. VIJAGUAL,A PIE
LA AURORA,TRANSPORTE PUBLICO
QUINTA ESTRELLA,TRANSPORTE PUBLICO
VILLA LUZ,A PIE
ELOY VALENZUELA,MOTOCICLETA
POBLADO,A PIE
CIUDADELA VILLAMIL,A PIE
SAN JORGE I,A PIE
CENTRO P/TA,A PIE
CALLE LOS TRAMPOSOS,MOTOCICLETA
SAN FRANCISCO,A PIE
SAN FRANCISCO,A PIE
PUERTA ROJA,MOTOCICLETA
AV. LAS PENHITAS,MOTOCICLETA
EL POBLADO,A PIE
AV. LAS PENHITAS,MOTOCICLETA
AV. LAS PENHITAS,MOTOCICLETA
LOS LIBERTADORES,A PIE
LA SELVA,MOTOCICLETA
LA SELVA,MOTOCICLETA
VRDA. AMOYA,A PIE
CENTRO,A PIE
LIBERTADOR,MOTOCICLETA
POPULAR,A PIE
NAZARET,A PIE
NAZARET,A PIE
MACARENA,A PIE
EL PEDREGAL (URB.),TRANSPORTE PUBLICO
EL CARMEN (E.SUR),A PIE
VERSALLES,A PIE
LA CEIBA,A PIE
CENTENARIO,MOTOCICLETA
PRADOS DEL NORTE E2,A PIE
LAS CEIBAS E7,BICICLETA
LILI E17,A PIE
EL LIDO E19,MOTOCICLETA
SAN JUDAS TADEO II E10,MOTOCICLETA
SAAVEDRA GALINDO E8,MOTOCICLETA
PARCELACIONES PANCE E22,TRANSPORTE PUBLICO
VERSALLES E2,A PIE
VIA CALI-LOBOGUERRERO,A PIE
SAAVEDRA GALINDO,A PIE
CORR. SANJON HONDO,MOTOCICLETA
CENTRAL,A PIE
CENTRO (LETICIA),MOTOCICLETA
CENTRO,A PIE
MARUCHENGA,A PIE
CIUDADELA DEL NORTE,MOTOCICLETA
ZAMORA,MOTOCICLETA
CENTENARIO,MOTOCICLETA
AUTOPISTA NORTE,MOTOCICLETA
URIBE ANGEL,MOTOCICLETA
ARANJUEZ  C-4,MOTOCICLETA
EL POMAR  C-3,A PIE
SAN DIEGO C-10,A PIE
BOLIVARIANA C-11,A PIE
PALENQUE 1 C-7,A PIE
EL DANUBIO C-12,A PIE
MORAVIA  C-4,A PIE
PALENQUE 1 C-7,MOTOCICLETA
POPULAR 1 C-1,A PIE
ESTACION VILLA C-10,MOTOCICLETA
LA MOTA C-16,A PIE
SAN BENITO C-10,A PIE
EL TESORO C-14,VEHICULO
EL POBLADO C-14,A PIE
BARRIO COLOMBIA C-14,TRANSPORTE PUBLICO
LOS ANGELES C-10,A PIE
MANRIQUE 2  C-3,A PIE
GUAYABAL C-15,A PIE
SAN BERNARDO C-16,A PIE
SAN BENITO C-10,TRANSPORTE PUBLICO
LA CANDELARIA C-10,A PIE
SAN LUIS,A PIE
MORAVIA  C-4,A PIE
CENTRO,A PIE
CENTRO,A PIE
EL POBLADO,A PIE
LAS PALMAS,TRANSPORTE PUBLICO
EL SANTUARIO,A PIE
EL SANTUARIO,A PIE
EL ROSARIO,A PIE
CASCARON,MOTOCICLETA
LA VOZ DEL PUEBLO,MOTOCICLETA
SOLEDAD REAL,A PIE
CRESPO,A PIE
CANDIDO QUINTERO,A PIE
BARRIO AQUIMIN,BICICLETA
SECTOR LA ESTACION,A PIE
SECTOR COLEGIO UNIVERSITARIO,A PIE
SECTOR PLAZA ALFONSO LOPEZ P.,A PIE
BARRIO SAN JORGE,A PIE
EL ROSAL,A PIE
LOS VENCEDORES,A PIE
VILLA DOCENTE,MOTOCICLETA
EL PAJONAL,A PIE
MARIA ORIENTE,A PIE
JOSE MARIA OBANDO,MOTOCICLETA
VILLA PARAGUAY,A PIE
ENRIQUE AARON,MOTOCICLETA
BALNEARIO HURTADO,A PIE
GALAN,MOTOCICLETA
PESCAITO,A PIE
VEREDA,MOTOCICLETA
LOS ANGELES,MOTOCICLETA
MOCARI,A PIE
VILLA REAL,MOTOCICLETA
EL CENTRO,MOTOCICLETA
JOSE JOAQUIN VARGAS E-12,A PIE
ROMA  E-8,A PIE
SANTA MATILDE I SECTOR E-16,A PIE
EL RECREO E-7,A PIE
PERDOMO E-19,BICICLETA
PATIO BONITO I E-8,A PIE
CAMPO EUCARISTICO E-13,A PIE
VERAGUAS E-14,MOTOCICLETA
GRAN COLOMBIANO E-8,MOTOCICLETA
LA CAROLINA SUBA E-11,A PIE
GRAN COLOMBIANO E-8,A PIE
VOTO NACIONAL E-14,TRANSPORTE PUBLICO
VOTO NACIONAL E-14,A PIE
NUEVA YORK E-8,A PIE
SANTA CECILIA I E-11,A PIE
URB. TOBERIN E-1,A PIE
SAN CRISTOBAL E-4,A PIE
CONJUNTO RESIDENCIAL LOS CRISTALES E-8,A PIE
PALERMO E-13,A PIE
SAMPER MENDOZA E-14,MOTOCICLETA
SANTA INES E-3,TRANSPORTE PUBLICO
CANDELARIA III-IV E-19,A PIE
BOITA E-8,VEHICULO
LLANO GRANDE E-8,A PIE
BELLAVISTA E-8,A PIE
RICAURTE E-14,TRANSPORTE PUBLICO
CIUDAD KENNEDY CENTRAL E-8,A PIE
SANTA RITA E-4,A PIE
SAN BERNARDINO E-7,A PIE
LAS NIEVES E-3,A PIE
TRES ESQUINAS E-19,A PIE
GALAN E-16,MOTOCICLETA
GARCES NAVAS E-10,BICICLETA
CARVAJAL E-8,A PIE
QUIRIGUA I E-10,A PIE
CENTENARIO E-9,A PIE
SERREZUELITA,A PIE
CEREZOS I,A PIE
PORTALEGRE,A PIE
LOS OLIVOS,A PIE
ARRIBA,MOTOCICLETA
NUEVO HORIZONTE,A PIE
CENTRO,BICICLETA
CENTRO,BICICLETA
CENTRO,A PIE
EL CARMEN,MOTOCICLETA
20 DE JULIO,MOTOCICLETA
20 DE JULIO,MOTOCICLETA
CENTRO,MOTOCICLETA
CENTRO,A PIE
VILLA DEL RIO,A PIE
CENTRO,MOTOCICLETA
VIRGILIO BARCO,A PIE
