BARRIO,ARMA
CABECERA DEL LLANO,SIN EMPLEO DE ARMAS
CABECERA DEL LLANO,SIN EMPLEO DE ARMAS
CABECERA DEL LLANO,ARMA DE FUEGO
EL PRADO,SIN EMPLEO DE ARMAS
PANORAMA,ARMA BLANCA / CORTOPUNZANTE
PORTAL CAMPESTRE,ARMA BLANCA / CORTOPUNZANTE
ALDEA ALTA,ARMA BLANCA / CORTOPUNZANTE
JUNIN,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
EL PORVENIR,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
EL CARMEN,LLAVE MAESTRA
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
ARKANIZA,ARMA DE FUEGO
TUNAL,ARMA BLANCA / CORTOPUNZANTE
LA FLORIDA,CONTUNDENTES
LA FLORIDA,PALANCAS
GUTIERREZ Y ARANGO,SIN EMPLEO DE ARMAS
COMPARTIR E21,ARMA BLANCA / CORTOPUNZANTE
ALIRIO MORA BELTRAN E14,CONTUNDENTES
MOJICA E15,ARMA DE FUEGO
LA NUEVA BASE E8,ARMA DE FUEGO
LOS LAGOS E13,ARMA DE FUEGO
NUEVA GRANADA E19,ARMA BLANCA / CORTOPUNZANTE
SAN FERNANDO VIEJO E19,SIN EMPLEO DE ARMAS
U.R. SANTIAGO DE CALI E19,SIN EMPLEO DE ARMAS
INDUSTRIAL E8,SIN EMPLEO DE ARMAS
VERSALLES E2,SIN EMPLEO DE ARMAS
CIUDAD CAPRI E17,ARMA DE FUEGO
ALFONSO B. ARAGON E14,ARMA BLANCA / CORTOPUNZANTE
VALLE GRANDE E21,ARMA DE FUEGO
CIUDAD CORDOBA E15,ARMA DE FUEGO
VILLACOLOMBIA E8,ARMA DE FUEGO
CALIMA E4,ARMA DE FUEGO
CALIMA E4,ARMA DE FUEGO
VILLA DEL SOL E5,ARMA DE FUEGO
MORICHAL DE COMFANDI E15,ARMA DE FUEGO
MARROQUIN I E14,ARMA DE FUEGO
U.R. EL COLISEO E19,ARMA DE FUEGO
MARIO CORREA RENGIFO E18,ARMA DE FUEGO
EL SENA E5,SIN EMPLEO DE ARMAS
LOS LAGOS E13,ARMA DE FUEGO
EL RETIRO E15,ARMA BLANCA / CORTOPUNZANTE
LOS ANDES B - LA RIVERA E5,ARMA DE FUEGO
LLANO GRANDE,ARMA DE FUEGO
JUAN PABLO SEGUNDO,ARMA BLANCA / CORTOPUNZANTE
UNION,SIN EMPLEO DE ARMAS
ZONA CENTRO,ARMA DE FUEGO
ARENALES,ARMA BLANCA / CORTOPUNZANTE
VDA. MERCEDES ABREGO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
SANTA MARIA # 3,ARMA DE FUEGO
LA CHINCA,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
PARQUE NORTE C-4,ARMA DE FUEGO
LAURELES C-11,ARMA BLANCA / CORTOPUNZANTE
ROSALES C-16,ARMA BLANCA / CORTOPUNZANTE
SAN BENITO C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
EL DIAMANTE C-7,SIN EMPLEO DE ARMAS
BOSTON C-10,ARMA DE FUEGO
FLORIDA NUEVA C-11,ARMA BLANCA / CORTOPUNZANTE
EL NOGAL. LOS ALMENDROS C-16,ARMA DE FUEGO
MOSCU 2 C-1,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ESCOPOLAMINA
LA ESPERANZA C-6,ARMA BLANCA / CORTOPUNZANTE
EL SALVADOR  C-9,SIN EMPLEO DE ARMAS
EL POMAR  C-3,CONTUNDENTES
CAMPO VALDES 2 C-3,ARMA BLANCA / CORTOPUNZANTE
PAJARITO C-7,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,ARMA BLANCA / CORTOPUNZANTE
ESTADIO C-11,ARMA DE FUEGO
CIUDADELA NUEVO OCCIDENTE,SIN EMPLEO DE ARMAS
PARQUE NORTE C-4,SIN EMPLEO DE ARMAS
PARQUE PRINCIPAL,ARMA BLANCA / CORTOPUNZANTE
TOPACIO,SIN EMPLEO DE ARMAS
PRADO,SIN EMPLEO DE ARMAS
EL CARMEN,SIN EMPLEO DE ARMAS
LA FLORESTA,SIN EMPLEO DE ARMAS
MERCEDES SUR,ARMA DE FUEGO
LA LUZ,ARMA DE FUEGO
JUAN XXIII,SIN EMPLEO DE ARMAS
SECTOR EL CENTRO,ARMA DE FUEGO
CORREG. SAN CAYETANO,CONTUNDENTES
MEDIA LUNA,ARMA DE FUEGO
COLOMBIA,SIN EMPLEO DE ARMAS
CENTRO,CONTUNDENTES
CENTRO,CONTUNDENTES
CENTRO,CONTUNDENTES
LA DOCTORA,SIN EMPLEO DE ARMAS
CENTRO,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
VDA ALTO DEL GUAMO,SIN EMPLEO DE ARMAS
BARRIO GALERIAS,ARMA BLANCA / CORTOPUNZANTE
LAS COLINAS,ARMA BLANCA / CORTOPUNZANTE
VDA AGUABONITA,ARMA DE FUEGO
PABLO SEXTO,SIN EMPLEO DE ARMAS
LOS PINOS,ARMA BLANCA / CORTOPUNZANTE
LOS PINOS,ARMA BLANCA / CORTOPUNZANTE
LAS VILLAS,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
LA ESPERANZA,SIN EMPLEO DE ARMAS
VILLA NATALIA,SIN EMPLEO DE ARMAS
VILLA NATALIA,SIN EMPLEO DE ARMAS
VILLA GARCIA,SIN EMPLEO DE ARMAS
EL EMPEDRADO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
LOS MAYALES,SIN EMPLEO DE ARMAS
URB. CASA BLANCA,ARMA BLANCA / CORTOPUNZANTE
ALTAMIRA,SIN EMPLEO DE ARMAS
LOS ANGELES,ARMA BLANCA / CORTOPUNZANTE
LA FLORESTA,ARMA BLANCA / CORTOPUNZANTE
GALERIAS E-13,ARMA BLANCA / CORTOPUNZANTE
LA GLORIA E-4,ARMA BLANCA / CORTOPUNZANTE
OLAYA E-18,SIN EMPLEO DE ARMAS
BOYACA REAL E-10,ARMA BLANCA / CORTOPUNZANTE
EL RETIRO E-2,ARMA BLANCA / CORTOPUNZANTE
DINDALITO E-8,ARMA DE FUEGO
GUSTAVO RESTREPO E-18,SIN EMPLEO DE ARMAS
LAS NIEVES E-3,SIN EMPLEO DE ARMAS
SAN JOSE E-9,ARMA BLANCA / CORTOPUNZANTE
CANDELARIA III-IV E-19,ARMA BLANCA / CORTOPUNZANTE
LAS NIEVES E-3,SIN EMPLEO DE ARMAS
GUSTAVO RESTREPO E-18,ARMA BLANCA / CORTOPUNZANTE
VILLA JAVIER E-4,SIN EMPLEO DE ARMAS
DOCE DE OCTUBRE E-12,SIN EMPLEO DE ARMAS
SUBA CENTRO E-11,SIN EMPLEO DE ARMAS
SAN CRISTOBAL E-1,SIN EMPLEO DE ARMAS
LA AURORA I SECTOR E-5,SIN EMPLEO DE ARMAS
GRAN COLOMBIANO E-8,SIN EMPLEO DE ARMAS
SAN LUIS E-13,SIN EMPLEO DE ARMAS
BAVARIA TECHO II SECTOR E-8,SIN EMPLEO DE ARMAS
TEUSAQUILLO E-13,ARMA BLANCA / CORTOPUNZANTE
LAS CRUCES E-3,SIN EMPLEO DE ARMAS
LAS COLINAS E-18,SIN EMPLEO DE ARMAS
ALFONSO LOPEZ E-13,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,ARMA DE FUEGO
URB. MANANTIAL,ARMA DE FUEGO
LOS OLIVOS,SIN EMPLEO DE ARMAS
16 DE JULIO,SIN EMPLEO DE ARMAS
EL REMOLINO,LLAVE MAESTRA
ALTICO,SIN EMPLEO DE ARMAS
EL PROGRESO,SIN EMPLEO DE ARMAS
CARRENHO,ARMA DE FUEGO
URBANIZACION CIUDAD DEL SOL,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
MAMATOCO,SIN EMPLEO DE ARMAS
LA PAZ,SIN EMPLEO DE ARMAS
COREA,ARMA BLANCA / CORTOPUNZANTE
CIUDADELA 29 DE JULIO,ARMA BLANCA / CORTOPUNZANTE
CIUDADELA 29 DE JULIO,ARMA BLANCA / CORTOPUNZANTE
MARIA EUGENIA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
BRISAS DEL GUATIQUIA,ARMA DE FUEGO
VEREDA EL CARMEN,ARMA DE FUEGO
HACARITAMA,ARMA BLANCA / CORTOPUNZANTE
HACARITAMA,ARMA BLANCA / CORTOPUNZANTE
BOSQUE,CONTUNDENTES
SAN FELIPE,ESCOPOLAMINA
SAN BENITO,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SAN FELIPE,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,CONTUNDENTES
CHAPAL,CONTUNDENTES
MERCEDES DEL CENTRO,LLAVE MAESTRA
MERCEDES DEL CENTRO,LLAVE MAESTRA
SECTOR CENTRO COMERCIAL UNICENTRO,ARMA BLANCA / CORTOPUNZANTE
ZONA CENTRO,ARMA BLANCA / CORTOPUNZANTE
CINCUENTENARIO,SIN EMPLEO DE ARMAS
EL ZAFIRO,ARMA BLANCA / CORTOPUNZANTE
AMERICA,ARMA BLANCA / CORTOPUNZANTE
SECTOR CENTRO,SIN EMPLEO DE ARMAS
PRIMERO DE MAYO,SIN EMPLEO DE ARMAS
URB. COLSEGUROS NORTE,SIN EMPLEO DE ARMAS
LA CONCORDIA,ESCOPOLAMINA
LA JOYA,ARMA BLANCA / CORTOPUNZANTE
LAGOS DEL CACIQUE,SIN EMPLEO DE ARMAS
HACIENDA SAN JUAN,ARMA BLANCA / CORTOPUNZANTE
CANHAVERAL,SIN EMPLEO DE ARMAS
VILLABEL,SIN EMPLEO DE ARMAS
CALDAS,ARMA BLANCA / CORTOPUNZANTE
VDA. SAN PABLO,ARMA BLANCA / CORTOPUNZANTE
VDA. SAN PABLO,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD,ARMA BLANCA / CORTOPUNZANTE
SAN FRANCISCO,ARMA DE FUEGO
LA MACARENA,SIN EMPLEO DE ARMAS
CALLE NUEVA,SIN EMPLEO DE ARMAS
LA PANELA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR SALIDA A TOLU,ARMA DE FUEGO
URB. TIERRA GRATA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
TOPACIO,SIN EMPLEO DE ARMAS
RESTREPO,SIN EMPLEO DE ARMAS
MODELIA,SIN EMPLEO DE ARMAS
PORVENIR,SIN EMPLEO DE ARMAS
VILLA DEL SUR E11,CONTUNDENTES
SAN CARLOS E11,SIN EMPLEO DE ARMAS
OMAR TORRIJOS E13,ARMA BLANCA / CORTOPUNZANTE
JOSE M. MARROQUIN II E14,CONTUNDENTES
SANTA MONICA RESIDENCIAL E2,ARMA DE FUEGO
OBRERO E9,CONTUNDENTES
JOSE M. MARROQUIN II E14,ARMA DE FUEGO
SANTA MONICA POPULAR E8,SIN EMPLEO DE ARMAS
URB. TEQUENDAMA E19,ARMA BLANCA / CORTOPUNZANTE
CALIMIO DESEPAZ E21,SIN EMPLEO DE ARMAS
LA HACIENDA E17,CONTUNDENTES
EL LIBERTADOR,ESCOPOLAMINA
GUAYABAL,SIN EMPLEO DE ARMAS
LOS ALAMOS,SIN EMPLEO DE ARMAS
CORREGIMIENTO DE GUABITAS,ARMA BLANCA / CORTOPUNZANTE
CIUDAD ALFAGUARA E24,SIN EMPLEO DE ARMAS
ACACIAS,ARMA BLANCA / CORTOPUNZANTE
VDA. CALIMITA,ARMA DE FUEGO
AGUILA,ARMA BLANCA / CORTOPUNZANTE
PUERTO BELLO,ARMA DE FUEGO
ZONA CENTRO,SIN EMPLEO DE ARMAS
SIMON BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
VDA. ANCON,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
UINIVERSIDAD DE ANTIOQUIA  C-4,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
CUARTA BRIGADA C-11,ARMA BLANCA / CORTOPUNZANTE
BELEN C-16,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
LOS COLORES C-11,ARMA DE FUEGO
LA FLORIDA C-14,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA DE FUEGO
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
CARIBE C-5,SIN EMPLEO DE ARMAS
LOS ANGELES C-10,ARMA BLANCA / CORTOPUNZANTE
LA CASTELLANA C-11,SIN EMPLEO DE ARMAS
LA PILARICA C-7,SIN EMPLEO DE ARMAS
LOS BALSOS 1 C-14,ARMA DE FUEGO
LAURELES C-11,ARMA BLANCA / CORTOPUNZANTE
SANTA LUCIA C-12,SIN EMPLEO DE ARMAS
BARRIO COLOMBIA C-14,SIN EMPLEO DE ARMAS
BOMBONA 1 C-10,CONTUNDENTES
CARLOS E. RESTREPO C-11,ARMA DE FUEGO
BARRIO COLON C-10,ARMA DE FUEGO
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
CONQUISTADORES,CONTUNDENTES
LA FLORESTA,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
LAS TRINITARIAS,ARMA DE FUEGO
LOS ALMENDROS,CONTUNDENTES
BARRIO CENTRO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
BARRIO LA MAGDALENA,SIN EMPLEO DE ARMAS
BARRIO 20 DE JULIO,CONTUNDENTES
VDA. CONCEPCION,ARMA BLANCA / CORTOPUNZANTE
VDA. CONCEPCION,ARMA BLANCA / CORTOPUNZANTE
PARQUE PRINCIPAL,SIN EMPLEO DE ARMAS
SANTA INES,SIN EMPLEO DE ARMAS
BARRIO SUAMUX,SIN EMPLEO DE ARMAS
LA UNION,ARMA BLANCA / CORTOPUNZANTE
FUNDADORES,ARMA BLANCA / CORTOPUNZANTE
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
CAMILO TORRES,CONTUNDENTES
PANORAMA,SIN EMPLEO DE ARMAS
VIA VILLAVICENCIO,SIN EMPLEO DE ARMAS
URB. CALDAS,ARMA BLANCA / CORTOPUNZANTE
VALPARAISO,ARMA BLANCA / CORTOPUNZANTE
LOS SAUCES,ARMA BLANCA / CORTOPUNZANTE
LA ESMERALDA,ARMA BLANCA / CORTOPUNZANTE
LOS GUADUALES,ARMA DE FUEGO
LAS FLORES,ARMA DE FUEGO
LAS FLORES,ARMA DE FUEGO
LA ESPERANZA,ARMA DE FUEGO
URB.LOS MAYALES,ARMA DE FUEGO
CASCORVA,SIN EMPLEO DE ARMAS
ALTO DEL PIROPO,CONTUNDENTES
COLON,ARMA DE FUEGO
SANTA BIBIANA E-1,SIN EMPLEO DE ARMAS
MARIA CRISTINA E-2,SIN EMPLEO DE ARMAS
SAN ANTONIO E-15,ARMA BLANCA / CORTOPUNZANTE
TORRES BLANCAS E-3,SIN EMPLEO DE ARMAS
SAN JORGE E-18,CONTUNDENTES
URB. COSTA AZUL I Y II ETAPA E-11,ARMA BLANCA / CORTOPUNZANTE
LA PORCIUNCULA E-2,ARMA BLANCA / CORTOPUNZANTE
SANTANDER E-9,ARMA BLANCA / CORTOPUNZANTE
ALFONSO LOPEZ E-13,SIN EMPLEO DE ARMAS
LAS AMERICAS E-13,SIN EMPLEO DE ARMAS
RESTREPO E-15,ARMA BLANCA / CORTOPUNZANTE
VEINTE DE JULIO E-4,SIN EMPLEO DE ARMAS
VERBENAL E-1,SIN EMPLEO DE ARMAS
SAN JOAQUIN E-10,SIN EMPLEO DE ARMAS
NAVARRA E-1,SIN EMPLEO DE ARMAS
ALHAMBRA SECTOR NORTE E-11,SIN EMPLEO DE ARMAS
CIUDAD KENNEDY CENTRAL E-8,SIN EMPLEO DE ARMAS
NORMANDIA E-10,SIN EMPLEO DE ARMAS
SANTA BARBARA E-1,SIN EMPLEO DE ARMAS
LOS HAYUELOS E-9,SIN EMPLEO DE ARMAS
HIPOTECHO OCCIDENTAL E-8,ARMA BLANCA / CORTOPUNZANTE
NARINHO SUR E-4,ARMA BLANCA / CORTOPUNZANTE
ATENAS E-4,ARMA BLANCA / CORTOPUNZANTE
URB. CASTILLA E-8,SIN EMPLEO DE ARMAS
CASTILLA REAL     E-8,ARMA BLANCA / CORTOPUNZANTE
SUCRE E-3,SIN EMPLEO DE ARMAS
URB. GRANJAS DE SAN PABLO E-18,ARMA BLANCA / CORTOPUNZANTE
LAS NIEVES E-3,ARMA BLANCA / CORTOPUNZANTE
CARVAJAL E-8,ARMA BLANCA / CORTOPUNZANTE
LOS PIJAOS E-18,ARMA BLANCA / CORTOPUNZANTE
URB. MARRUECOS E-18,SIN EMPLEO DE ARMAS
EL PORVENIR E-5,SIN EMPLEO DE ARMAS
CANDELARIA III-IV E-19,ARMA BLANCA / CORTOPUNZANTE
INGLES E-18,ARMA BLANCA / CORTOPUNZANTE
LA PORCIUNCULA E-2,ARMA DE FUEGO
RANCHERIA,ARMA DE FUEGO
ALAMOS NORTE,SIN EMPLEO DE ARMAS
ALAMOS NORTE,SIN EMPLEO DE ARMAS
SAN PEDRO,SIN EMPLEO DE ARMAS
LA RIOJA,SIN EMPLEO DE ARMAS
CRISTO REY,SIN EMPLEO DE ARMAS
20 DE JULIO,CONTUNDENTES
20 DE JULIO,CONTUNDENTES
CENTRO HISTORICO,SIN EMPLEO DE ARMAS
MINCA,CONTUNDENTES
CIUDAD LA EQUIDAD,ARMA BLANCA / CORTOPUNZANTE
SAN ISIDRO,CONTUNDENTES
PORVENIR,CONTUNDENTES
EL NOGAL,ARMA BLANCA / CORTOPUNZANTE
ANTONIO RICAUTE,ARMA BLANCA / CORTOPUNZANTE
URBANIZACION SAN NICOLAS,ARMA DE FUEGO
FATIMA,ARMA BLANCA / CORTOPUNZANTE
CHAPAL,SIN EMPLEO DE ARMAS
CALLE DEL COMERCIO,ARMA DE FUEGO
SIETE DE AGOSTO,ARMA BLANCA / CORTOPUNZANTE
BARRIO LA MERCED,SIN EMPLEO DE ARMAS
BARRIO LOS MOTILONES,SIN EMPLEO DE ARMAS
BARRIO EL BOSQUE,ARMA DE FUEGO
INVASION LAS DELICIAS,ARMA BLANCA / CORTOPUNZANTE
OLIMPICO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
CONJUNTO PARQUE DE BOLIVAR,ARMA DE FUEGO
SECTOR DE LA CRQ,ARMA DE FUEGO
SECTOR COLA DE GURRE,ARMA DE FUEGO
LA ESTACION,CONTUNDENTES
APUQUIM,ARMA BLANCA / CORTOPUNZANTE
VILLAVICENCIO,ARMA BLANCA / CORTOPUNZANTE
VDA. TRIBUNAS CORCEGA,ARMA DE FUEGO
PAZ DEL RIO,ARMA DE FUEGO
PAZ DEL RIO,ARMA DE FUEGO
PAZ DEL RIO,ARMA DE FUEGO
EL RETEN,ARMA BLANCA / CORTOPUNZANTE
MINAS DEL PARAISO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
GARCIA ROVIRA,SIN EMPLEO DE ARMAS
SAN FRANCISCO,SIN EMPLEO DE ARMAS
FONTANA,ARMA BLANCA / CORTOPUNZANTE
FONTANA,ARMA BLANCA / CORTOPUNZANTE
SAN GERARDO,ARMA BLANCA / CORTOPUNZANTE
CASCO ANTIGUO DE FLORIDABLANCA,ARMA BLANCA / CORTOPUNZANTE
LA ESPANHOLITA,SIN EMPLEO DE ARMAS
SAN CARLOS,ARMA BLANCA / CORTOPUNZANTE
LOS ALAMOS,ARMA BLANCA / CORTOPUNZANTE
SAN LUIS,SIN EMPLEO DE ARMAS
URB. TIERRA GRATA,CONTUNDENTES
NORTE,SIN EMPLEO DE ARMAS
ENTRE RIOS,CONTUNDENTES
ENTRE RIOS,CONTUNDENTES
TRANSFORMACION,SIN EMPLEO DE ARMAS
EL TRIUNFO,SIN EMPLEO DE ARMAS
VEREDA MONTEGRANDE,ARMA BLANCA / CORTOPUNZANTE
VEREDA MONTEGRANDE,ARMA BLANCA / CORTOPUNZANTE
NUEVA FLORESTA E12,CONTUNDENTES
LOS ALCAZARES E6,ARMA BLANCA / CORTOPUNZANTE
SAN BENITO E11,ARMA DE FUEGO
ALFONSO LOPEZ III E7,ARMA DE FUEGO
EL LIDO E19,ARMA DE FUEGO
CIUDADELA FLORALIA E6,ARMA DE FUEGO
ALFONSO B. ARAGON E14,ARMA BLANCA / CORTOPUNZANTE
ANGEL DEL HOGAR E7,SIN EMPLEO DE ARMAS
VALLADO E15,SIN EMPLEO DE ARMAS
OBRERO E9,SIN EMPLEO DE ARMAS
URBANIZACION CALIMIO E6,ARMA DE FUEGO
SAN PEDRO E3,SIN EMPLEO DE ARMAS
EL RETIRO E15,ARMA DE FUEGO
VILLA DEL CARMEN,SIN EMPLEO DE ARMAS
LA REVOLUCION,SIN EMPLEO DE ARMAS
LA PRADERA I E24,ARMA BLANCA / CORTOPUNZANTE
LAS FLORES,ARMA DE FUEGO
CENTRAL,ARMA DE FUEGO
EL OBRERO,ARMA BLANCA / CORTOPUNZANTE
BIZERTA,ARMA BLANCA / CORTOPUNZANTE
PORTALES DEL RECREO,SIN EMPLEO DE ARMAS
URIBE E25,SIN EMPLEO DE ARMAS
LA CABANHA,SIN EMPLEO DE ARMAS
ALTOS DE NIQUIA,SIN EMPLEO DE ARMAS
CIUDAD NIQUIA,SIN EMPLEO DE ARMAS
ZONA CENTRO,ARMA DE FUEGO
LA CABANHITA,ARMA DE FUEGO
NIQUIA QUITASOL,ARMA BLANCA / CORTOPUNZANTE
BARRIO NUEVO,ARMA DE FUEGO
NIQUIA BIFAMILIAR,SIN EMPLEO DE ARMAS
VDA. LA RAYA,ARMA DE FUEGO
ANTIOQUIA,SIN EMPLEO DE ARMAS
SECTOR LA ANTENA,SIN EMPLEO DE ARMAS
CENTRO,ESCOPOLAMINA
CENTRO,ESCOPOLAMINA
PLAYA RICA,ARMA DE FUEGO
VILLANUEVA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
BARRIO CAYCEDO C-9,SIN EMPLEO DE ARMAS
LOPEZ DE MESA C-7,ARMA BLANCA / CORTOPUNZANTE
PATIO BONITO C-14,ARMA DE FUEGO
CALLE NUEVA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
EL POBLADO C-14,ARMA DE FUEGO
NOEL C-15,ARMA BLANCA / CORTOPUNZANTE
MORAVIA  C-4,SIN EMPLEO DE ARMAS
PRADO C-10,ARMA DE FUEGO
CARIBE C-5,SIN EMPLEO DE ARMAS
LA CASTELLANA C-11,CONTUNDENTES
EL POBLADO C-14,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
ESTACION VILLA C-10,SIN EMPLEO DE ARMAS
CORAZON DE JESUS C-10,ARMA BLANCA / CORTOPUNZANTE
BATALLON GIRARDOT C-8,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,SIN EMPLEO DE ARMAS
CARIBE C-5,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LAS DELICIAS,ARMA BLANCA / CORTOPUNZANTE
PARQUE PRINCIPAL,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
PRADO,SIN EMPLEO DE ARMAS
VILLA FLOR,CONTUNDENTES
COLOMBIA,SIN EMPLEO DE ARMAS
COSTA HERMOSA,ARMA DE FUEGO
TORICES,CONTUNDENTES
NUEVO BOSQUE,CONTUNDENTES
BARRIO EL POLO,SIN EMPLEO DE ARMAS
SAN JOSE,ARMA BLANCA / CORTOPUNZANTE
LA CAROLITA,ARMA BLANCA / CORTOPUNZANTE
BARRIO GALERIAS,SIN EMPLEO DE ARMAS
LA CAROLA,SIN EMPLEO DE ARMAS
LA CAROLA,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
EL CENTRO,SIN EMPLEO DE ARMAS
LA COROCORA,SIN EMPLEO DE ARMAS
LA ESMERALDA,SIN EMPLEO DE ARMAS
LOS PINOS,SIN EMPLEO DE ARMAS
CAMPAMENTO,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
GUAYACANES,ARMA BLANCA / CORTOPUNZANTE
SILOE,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
PORVENIR,ARMA DE FUEGO
LOS CORTIJOS,SIN EMPLEO DE ARMAS
LA NEVADA,ARMA BLANCA / CORTOPUNZANTE
JULIO FIGUEROA VILLA,ARMA DE FUEGO
PARAISO,ARMA BLANCA / CORTOPUNZANTE
EL MORA,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO ALTO E-2,ARMA BLANCA / CORTOPUNZANTE
LOS ANDES E-12,SIN EMPLEO DE ARMAS
CHAPINERO NORTE E-2,SIN EMPLEO DE ARMAS
SALAZAR GOMEZ E-16,SIN EMPLEO DE ARMAS
TEUSAQUILLO E-13,ARMA BLANCA / CORTOPUNZANTE
VOTO NACIONAL E-14,ARMA BLANCA / CORTOPUNZANTE
LOS HAYUELOS E-9,SIN EMPLEO DE ARMAS
MODELIA E-9,ARMA BLANCA / CORTOPUNZANTE
TIBABUYES E-11,ARMA BLANCA / CORTOPUNZANTE
PATIO BONITO I E-8,SIN EMPLEO DE ARMAS
SAMPER MENDOZA E-14,SIN EMPLEO DE ARMAS
MODELO E-12,SIN EMPLEO DE ARMAS
NIZA SUBA E-11,CONTUNDENTES
CASTILLA REAL     E-8,SIN EMPLEO DE ARMAS
CENTRO NORTE USAQUEN E-1,SIN EMPLEO DE ARMAS
GRANADA NORTE E-11,ARMA DE FUEGO
SAN ANTONIO E-15,ARMA BLANCA / CORTOPUNZANTE
SAN ANTONIO MIRADOR E-19,SIN EMPLEO DE ARMAS
LA CANDELARIA E-17,ARMA BLANCA / CORTOPUNZANTE
PATIO BONITO I E-8,ARMA BLANCA / CORTOPUNZANTE
LOMBARDIA II E-11,ARMA BLANCA / CORTOPUNZANTE
PRADO PINZON E-11,SIN EMPLEO DE ARMAS
