BARRIO,EDAD
PORTAL CAMPESTRE,ADOLESCENTE
ALDEA ALTA,ADOLESCENTE
JUNIN,ADULTOJOVEN
CENTRO,ADULTOJOVEN
EL PORVENIR,ADULTO
CENTRO,ADULTO
EL CARMEN,ADULTO
CENTRO,ADULTO
CENTRO,ADULTOMAYOR
ARKANIZA,ADOLESCENTE
TUNAL,ADULTOJOVEN
LA FLORIDA,ADULTOJOVEN
LA FLORIDA,ADULTOJOVEN
GUTIERREZ Y ARANGO,ADULTOJOVEN
COMPARTIR E21,ADULTOJOVEN
ALIRIO MORA BELTRAN E14,ADULTO
MOJICA E15,ADULTOJOVEN
LA NUEVA BASE E8,ANCIANO
LOS LAGOS E13,ADULTOJOVEN
NUEVA GRANADA E19,ANCIANO
SAN FERNANDO VIEJO E19,ADOLESCENTE
U.R. SANTIAGO DE CALI E19,ADULTOJOVEN
INDUSTRIAL E8,ADULTOMAYOR
VERSALLES E2,ADULTOMAYOR
CIUDAD CAPRI E17,ADOLESCENTE
ALFONSO B. ARAGON E14,ADULTOJOVEN
VALLE GRANDE E21,ADULTOJOVEN
CIUDAD CORDOBA E15,ADULTOJOVEN
VILLACOLOMBIA E8,ADULTO
CALIMA E4,ADOLESCENTE
CALIMA E4,ADOLESCENTE
VILLA DEL SOL E5,ADULTO
MORICHAL DE COMFANDI E15,ADULTOMAYOR
MARROQUIN I E14,ADULTO
U.R. EL COLISEO E19,ADULTOJOVEN
MARIO CORREA RENGIFO E18,ADULTOJOVEN
EL SENA E5,ADULTOJOVEN
LOS LAGOS E13,ADULTO
EL RETIRO E15,ADULTOJOVEN
LOS ANDES B - LA RIVERA E5,ADULTO
LLANO GRANDE,ADULTOJOVEN
JUAN PABLO SEGUNDO,ADULTOJOVEN
UNION,ADOLESCENTE
ZONA CENTRO,ADULTO
ARENALES,ADULTOMAYOR
VDA. MERCEDES ABREGO,ADULTO
CENTRO,ADULTO
SANTA MARIA # 3,OTRA
LA CHINCA,ADULTO
LA CANDELARIA C-10,ADOLESCENTE
PARQUE NORTE C-4,ADULTO
LAURELES C-11,ADULTOJOVEN
ROSALES C-16,ADULTOJOVEN
SAN BENITO C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOMAYOR
EL DIAMANTE C-7,ADOLESCENTE
BOSTON C-10,ADULTOMAYOR
FLORIDA NUEVA C-11,ADULTOJOVEN
EL NOGAL. LOS ALMENDROS C-16,ADULTO
MOSCU 2 C-1,ADULTOJOVEN
LA CANDELARIA C-10,ANCIANO
LA ESPERANZA C-6,ADULTOJOVEN
EL SALVADOR  C-9,ADULTOMAYOR
EL POMAR  C-3,ADULTOJOVEN
CAMPO VALDES 2 C-3,ADULTOJOVEN
PAJARITO C-7,ADULTOMAYOR
ESTACION VILLA C-10,ADOLESCENTE
ESTADIO C-11,ADULTOJOVEN
CIUDADELA NUEVO OCCIDENTE,ADULTO
PARQUE NORTE C-4,ADULTO
PARQUE PRINCIPAL,ADULTOJOVEN
TOPACIO,ADULTOJOVEN
PRADO,ADULTOJOVEN
EL CARMEN,ADULTOJOVEN
LA FLORESTA,ADULTOJOVEN
MERCEDES SUR,ADULTOJOVEN
LA LUZ,OTRA
JUAN XXIII,ADULTO
SECTOR EL CENTRO,ADULTOJOVEN
CORREG. SAN CAYETANO,ADULTOJOVEN
MEDIA LUNA,ADULTOMAYOR
COLOMBIA,ADOLESCENTE
CENTRO,ADULTO
CENTRO,ADULTO
CENTRO,ADULTO
LA DOCTORA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADOLESCENTE
CENTRO,ADOLESCENTE
VDA ALTO DEL GUAMO,ANCIANO
BARRIO GALERIAS,ADOLESCENTE
LAS COLINAS,ANCIANO
VDA AGUABONITA,ANCIANO
PABLO SEXTO,ADULTO
LOS PINOS,ADULTO
LOS PINOS,ADULTO
LAS VILLAS,ADULTO
CENTRO,ADULTOJOVEN
LA ESPERANZA,ADULTOJOVEN
VILLA NATALIA,ADULTO
VILLA NATALIA,ADULTO
VILLA GARCIA,ADOLESCENTE
EL EMPEDRADO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LOS MAYALES,ADULTOJOVEN
URB. CASA BLANCA,ADULTOJOVEN
ALTAMIRA,ADULTOMAYOR
LOS ANGELES,ADULTO
LA FLORESTA,ADULTO
GALERIAS E-13,ADULTOJOVEN
LA GLORIA E-4,ADULTOJOVEN
OLAYA E-18,ADULTO
BOYACA REAL E-10,ADULTOMAYOR
EL RETIRO E-2,ADULTOJOVEN
DINDALITO E-8,ADULTOJOVEN
GUSTAVO RESTREPO E-18,ADULTO
LAS NIEVES E-3,ADULTOJOVEN
SAN JOSE E-9,ADULTO
CANDELARIA III-IV E-19,ADULTOJOVEN
LAS NIEVES E-3,ADULTO
GUSTAVO RESTREPO E-18,ADULTOJOVEN
VILLA JAVIER E-4,ADULTOMAYOR
DOCE DE OCTUBRE E-12,ADULTOJOVEN
SUBA CENTRO E-11,ADULTO
SAN CRISTOBAL E-1,ADULTOMAYOR
LA AURORA I SECTOR E-5,ADULTOJOVEN
GRAN COLOMBIANO E-8,ADULTOMAYOR
SAN LUIS E-13,ADULTOJOVEN
BAVARIA TECHO II SECTOR E-8,ADULTOJOVEN
TEUSAQUILLO E-13,ADULTOJOVEN
LAS CRUCES E-3,ADULTOMAYOR
LAS COLINAS E-18,ADULTOMAYOR
ALFONSO LOPEZ E-13,ADULTOJOVEN
CENTRO,ADOLESCENTE
CENTRO,ADULTO
CENTRO,ADULTOMAYOR
URB. MANANTIAL,ADULTO
LOS OLIVOS,ADULTO
16 DE JULIO,ADULTO
EL REMOLINO,ADULTOJOVEN
ALTICO,ADULTOJOVEN
EL PROGRESO,ADULTOJOVEN
CARRENHO,ADULTO
URBANIZACION CIUDAD DEL SOL,ADULTOJOVEN
CENTRO,ADULTO
MAMATOCO,ADULTO
LA PAZ,ANCIANO
COREA,ANCIANO
CIUDADELA 29 DE JULIO,ADULTO
CIUDADELA 29 DE JULIO,ADULTO
MARIA EUGENIA,ADULTOMAYOR
CENTRO,ADULTOJOVEN
BRISAS DEL GUATIQUIA,ADULTOJOVEN
VEREDA EL CARMEN,ADULTO
HACARITAMA,ADULTOJOVEN
HACARITAMA,ADULTOJOVEN
BOSQUE,ADULTOJOVEN
SAN FELIPE,ADULTOJOVEN
SAN BENITO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
SAN FELIPE,ADULTO
SANTANDER,ADULTOJOVEN
CHAPAL,ADULTO
MERCEDES DEL CENTRO,ADULTOJOVEN
MERCEDES DEL CENTRO,ADULTOJOVEN
SECTOR CENTRO COMERCIAL UNICENTRO,ADULTOJOVEN
ZONA CENTRO,ANCIANO
CINCUENTENARIO,ADULTO
EL ZAFIRO,ADULTO
AMERICA,ADULTOMAYOR
SECTOR CENTRO,ADULTO
PRIMERO DE MAYO,ADULTOJOVEN
URB. COLSEGUROS NORTE,ADULTOJOVEN
LA CONCORDIA,ADULTOMAYOR
LA JOYA,ADULTOJOVEN
LAGOS DEL CACIQUE,ADULTOJOVEN
HACIENDA SAN JUAN,ADOLESCENTE
CANHAVERAL,ADULTO
VILLABEL,ADULTOJOVEN
CALDAS,ADULTOJOVEN
VDA. SAN PABLO,ADULTOJOVEN
VDA. SAN PABLO,ADULTOJOVEN
UNIVERSIDAD,ADOLESCENTE
UNIVERSIDAD,ADOLESCENTE
UNIVERSIDAD,ADOLESCENTE
UNIVERSIDAD,ADOLESCENTE
SAN FRANCISCO,ADULTO
LA MACARENA,ADULTOMAYOR
CALLE NUEVA,ADULTO
LA PANELA,ADULTOMAYOR
CENTRO,ADULTOJOVEN
SECTOR SALIDA A TOLU,ADULTO
URB. TIERRA GRATA,ADULTOJOVEN
CENTRO,ADULTO
CENTRO,ADULTOJOVEN
TOPACIO,ADULTOJOVEN
RESTREPO,ADULTOMAYOR
MODELIA,ADULTO
PORVENIR,ADULTOJOVEN
VILLA DEL SUR E11,ADULTO
SAN CARLOS E11,ADULTOMAYOR
OMAR TORRIJOS E13,ADULTO
JOSE M. MARROQUIN II E14,ADULTO
SANTA MONICA RESIDENCIAL E2,ADULTO
OBRERO E9,OTRA
JOSE M. MARROQUIN II E14,ADULTOJOVEN
SANTA MONICA POPULAR E8,ANCIANO
URB. TEQUENDAMA E19,ADULTO
CALIMIO DESEPAZ E21,ADULTOMAYOR
LA HACIENDA E17,ADULTO
EL LIBERTADOR,ADULTOJOVEN
GUAYABAL,ADOLESCENTE
LOS ALAMOS,ADULTO
CORREGIMIENTO DE GUABITAS,ADULTOJOVEN
CIUDAD ALFAGUARA E24,ADULTOJOVEN
ACACIAS,ADULTO
VDA. CALIMITA,ADOLESCENTE
AGUILA,ADULTO
PUERTO BELLO,ADULTO
ZONA CENTRO,ADULTOJOVEN
SIMON BOLIVAR,ADULTOMAYOR
VDA. ANCON,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
UINIVERSIDAD DE ANTIOQUIA  C-4,ADULTOJOVEN
LA CANDELARIA C-10,ADOLESCENTE
CUARTA BRIGADA C-11,ADULTOJOVEN
BELEN C-16,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
LOS COLORES C-11,ADULTO
LA FLORIDA C-14,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
LA CANDELARIA C-10,ADULTOMAYOR
CARIBE C-5,ADULTO
LOS ANGELES C-10,ADULTOJOVEN
LA CASTELLANA C-11,ADULTO
LA PILARICA C-7,ANCIANO
LOS BALSOS 1 C-14,ADULTO
LAURELES C-11,ADULTO
SANTA LUCIA C-12,ADULTO
BARRIO COLOMBIA C-14,ADULTOMAYOR
BOMBONA 1 C-10,ANCIANO
CARLOS E. RESTREPO C-11,ADULTO
BARRIO COLON C-10,ADULTOJOVEN
PRADO C-10,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
CONQUISTADORES,ADULTO
LA FLORESTA,ADULTO
CENTRO,ADULTO
CENTRO,ADULTO
LAS TRINITARIAS,OTRA
LOS ALMENDROS,ADULTO
BARRIO CENTRO,ADULTOJOVEN
CENTRO,ADULTO
BARRIO LA MAGDALENA,ADULTOMAYOR
BARRIO 20 DE JULIO,NINHO
VDA. CONCEPCION,ADULTO
VDA. CONCEPCION,ADULTO
PARQUE PRINCIPAL,ADULTO
SANTA INES,ADULTOJOVEN
BARRIO SUAMUX,ADOLESCENTE
LA UNION,ADULTO
FUNDADORES,ADULTOJOVEN
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
CAMILO TORRES,OTRA
PANORAMA,ADULTOJOVEN
VIA VILLAVICENCIO,ADULTOJOVEN
URB. CALDAS,ADOLESCENTE
VALPARAISO,ADULTO
LOS SAUCES,ADULTO
LA ESMERALDA,ADOLESCENTE
LOS GUADUALES,ADULTO
LAS FLORES,ADULTO
LAS FLORES,ADULTO
LA ESPERANZA,ADULTOMAYOR
URB.LOS MAYALES,ADULTOJOVEN
CASCORVA,ADULTOJOVEN
ALTO DEL PIROPO,ADULTOJOVEN
COLON,ADULTOMAYOR
SANTA BIBIANA E-1,ANCIANO
MARIA CRISTINA E-2,ADULTOJOVEN
SAN ANTONIO E-15,ADULTO
TORRES BLANCAS E-3,ADULTOJOVEN
SAN JORGE E-18,ADULTOJOVEN
URB. COSTA AZUL I Y II ETAPA E-11,ADULTOMAYOR
LA PORCIUNCULA E-2,ADULTO
SANTANDER E-9,ADULTOJOVEN
ALFONSO LOPEZ E-13,ANCIANO
LAS AMERICAS E-13,ADULTOMAYOR
RESTREPO E-15,ADULTO
VEINTE DE JULIO E-4,ADULTOJOVEN
VERBENAL E-1,ADULTOJOVEN
SAN JOAQUIN E-10,ADULTOJOVEN
NAVARRA E-1,ADULTOJOVEN
ALHAMBRA SECTOR NORTE E-11,ADULTO
CIUDAD KENNEDY CENTRAL E-8,OTRA
NORMANDIA E-10,ADULTOJOVEN
SANTA BARBARA E-1,ADULTOJOVEN
LOS HAYUELOS E-9,ADULTO
HIPOTECHO OCCIDENTAL E-8,ADULTOJOVEN
NARINHO SUR E-4,ADOLESCENTE
ATENAS E-4,ADULTOJOVEN
URB. CASTILLA E-8,ADULTOJOVEN
CASTILLA REAL     E-8,ADULTOJOVEN
SUCRE E-3,ADULTO
URB. GRANJAS DE SAN PABLO E-18,ADULTOJOVEN
LAS NIEVES E-3,ADULTOJOVEN
CARVAJAL E-8,ADULTOMAYOR
LOS PIJAOS E-18,ADULTOMAYOR
URB. MARRUECOS E-18,ADULTO
EL PORVENIR E-5,ADULTOJOVEN
CANDELARIA III-IV E-19,ADULTOJOVEN
INGLES E-18,ADULTOJOVEN
LA PORCIUNCULA E-2,ADULTOJOVEN
RANCHERIA,ADULTOJOVEN
ALAMOS NORTE,ADULTO
ALAMOS NORTE,ADULTO
SAN PEDRO,ADULTO
LA RIOJA,ADULTO
CRISTO REY,ADULTOJOVEN
20 DE JULIO,ADULTOMAYOR
20 DE JULIO,ADULTOMAYOR
CENTRO HISTORICO,ANCIANO
MINCA,ADULTOMAYOR
CIUDAD LA EQUIDAD,ADULTOJOVEN
SAN ISIDRO,ADULTO
PORVENIR,ADULTO
EL NOGAL,ADULTOJOVEN
ANTONIO RICAUTE,ADULTO
URBANIZACION SAN NICOLAS,ADULTO
FATIMA,ADULTO
CHAPAL,ADULTO
CALLE DEL COMERCIO,ADULTO
SIETE DE AGOSTO,ADULTO
BARRIO LA MERCED,ADULTOMAYOR
BARRIO LOS MOTILONES,ADOLESCENTE
BARRIO EL BOSQUE,OTRA
INVASION LAS DELICIAS,ADULTO
OLIMPICO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CONJUNTO PARQUE DE BOLIVAR,ADULTO
SECTOR DE LA CRQ,ADULTOJOVEN
SECTOR COLA DE GURRE,ADULTOJOVEN
LA ESTACION,ADULTOJOVEN
APUQUIM,ADOLESCENTE
VILLAVICENCIO,ADOLESCENTE
VDA. TRIBUNAS CORCEGA,ADULTOJOVEN
PAZ DEL RIO,ADULTO
PAZ DEL RIO,ADULTO
PAZ DEL RIO,ADULTO
EL RETEN,ADULTO
MINAS DEL PARAISO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
GARCIA ROVIRA,ADULTO
SAN FRANCISCO,ADULTOJOVEN
FONTANA,NINHO
FONTANA,NINHO
SAN GERARDO,ADULTOJOVEN
CASCO ANTIGUO DE FLORIDABLANCA,ADULTOJOVEN
LA ESPANHOLITA,ADULTOJOVEN
SAN CARLOS,ADULTOJOVEN
LOS ALAMOS,ADULTO
SAN LUIS,ADULTO
URB. TIERRA GRATA,ADULTOMAYOR
NORTE,ANCIANO
ENTRE RIOS,ADULTO
ENTRE RIOS,ADULTO
TRANSFORMACION,ADULTOJOVEN
EL TRIUNFO,ADULTO
VEREDA MONTEGRANDE,ADULTO
VEREDA MONTEGRANDE,ADULTO
NUEVA FLORESTA E12,ADULTOMAYOR
LOS ALCAZARES E6,ADULTO
SAN BENITO E11,ADULTO
ALFONSO LOPEZ III E7,ADULTO
EL LIDO E19,ADULTOMAYOR
CIUDADELA FLORALIA E6,ADULTOJOVEN
ALFONSO B. ARAGON E14,ADULTOJOVEN
ANGEL DEL HOGAR E7,ADULTOMAYOR
VALLADO E15,ADULTOJOVEN
OBRERO E9,ADULTO
URBANIZACION CALIMIO E6,ADULTO
SAN PEDRO E3,ADULTOMAYOR
EL RETIRO E15,ADULTOJOVEN
VILLA DEL CARMEN,ADULTO
LA REVOLUCION,ADULTOMAYOR
LA PRADERA I E24,ADULTOJOVEN
LAS FLORES,ADULTO
CENTRAL,ADULTOMAYOR
EL OBRERO,ANCIANO
BIZERTA,ADULTOMAYOR
PORTALES DEL RECREO,ADULTOJOVEN
URIBE E25,ADULTOJOVEN
LA CABANHA,ADULTO
ALTOS DE NIQUIA,ADULTO
CIUDAD NIQUIA,ADULTOMAYOR
ZONA CENTRO,ADULTO
LA CABANHITA,ADULTOJOVEN
NIQUIA QUITASOL,ADULTOJOVEN
BARRIO NUEVO,ADULTO
NIQUIA BIFAMILIAR,ADULTO
VDA. LA RAYA,ADULTOJOVEN
ANTIOQUIA,ADULTO
SECTOR LA ANTENA,ADULTO
CENTRO,ADULTOJOVEN
CENTRO,ADULTO
PLAYA RICA,ADULTOMAYOR
VILLANUEVA C-10,ADULTO
LA CANDELARIA C-10,ANCIANO
BARRIO CAYCEDO C-9,ADOLESCENTE
LOPEZ DE MESA C-7,ADULTO
PATIO BONITO C-14,ADULTO
CALLE NUEVA C-10,ADULTO
LA CANDELARIA C-10,ANCIANO
LA CANDELARIA C-10,ADULTOJOVEN
EL POBLADO C-14,ADULTOJOVEN
NOEL C-15,ADULTO
MORAVIA  C-4,ADULTO
PRADO C-10,ADULTO
CARIBE C-5,ADULTOMAYOR
LA CASTELLANA C-11,ADULTOJOVEN
EL POBLADO C-14,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
ESTACION VILLA C-10,ADULTO
CORAZON DE JESUS C-10,ANCIANO
BATALLON GIRARDOT C-8,ADULTOMAYOR
ESTACION VILLA C-10,ADULTOJOVEN
CARIBE C-5,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
LAS DELICIAS,ADOLESCENTE
PARQUE PRINCIPAL,ANCIANO
CENTRO,ADULTOMAYOR
PRADO,ADULTO
VILLA FLOR,ADULTOMAYOR
COLOMBIA,ADULTOMAYOR
COSTA HERMOSA,ADULTOJOVEN
TORICES,ADULTOJOVEN
NUEVO BOSQUE,ADULTOMAYOR
BARRIO EL POLO,ADOLESCENTE
SAN JOSE,ADULTOJOVEN
LA CAROLITA,ADULTOJOVEN
BARRIO GALERIAS,ADULTOJOVEN
LA CAROLA,NINHO
LA CAROLA,NINHO
CENTRO,ADULTOMAYOR
CENTRO,ADULTOJOVEN
EL CENTRO,ADULTO
LA COROCORA,ADULTOJOVEN
LA ESMERALDA,ADULTO
LOS PINOS,ADULTO
CAMPAMENTO,ADULTOJOVEN
CENTRO,ADULTO
GUAYACANES,ADOLESCENTE
SILOE,ADULTO
CENTRO,ADULTOJOVEN
PORVENIR,ADULTOJOVEN
LOS CORTIJOS,ADULTOJOVEN
LA NEVADA,ADULTOJOVEN
JULIO FIGUEROA VILLA,ADULTO
PARAISO,ADULTOJOVEN
EL MORA,ADULTOMAYOR
CHAPINERO ALTO E-2,ADULTOJOVEN
LOS ANDES E-12,ADULTO
CHAPINERO NORTE E-2,ADULTOMAYOR
SALAZAR GOMEZ E-16,ADULTOJOVEN
TEUSAQUILLO E-13,ADULTOJOVEN
VOTO NACIONAL E-14,ADULTO
LOS HAYUELOS E-9,ADULTOJOVEN
MODELIA E-9,ADULTO
TIBABUYES E-11,ADULTO
PATIO BONITO I E-8,ADULTOJOVEN
SAMPER MENDOZA E-14,ADULTOMAYOR
MODELO E-12,ADULTOJOVEN
NIZA SUBA E-11,ADULTOJOVEN
CASTILLA REAL     E-8,ADULTOMAYOR
CENTRO NORTE USAQUEN E-1,ADULTO
GRANADA NORTE E-11,ADULTOJOVEN
SAN ANTONIO E-15,ADULTO
SAN ANTONIO MIRADOR E-19,ADULTOJOVEN
LA CANDELARIA E-17,ADULTOJOVEN
PATIO BONITO I E-8,ADULTO
LOMBARDIA II E-11,ADULTOJOVEN
PRADO PINZON E-11,ADULTOJOVEN
SOCIEGO NORTE II SECTOR E-18,ADULTOJOVEN
URB. VISION DE COLOMBIA E-8,ADULTOJOVEN
LA CAPUCHINA E-3,ADULTOMAYOR
ESTADOS UNIDOS   E-8,ADULTO
URB. PUENTE ARANDA E-16,ADULTOMAYOR
ALASKA E-5,ADULTO
SAN DIEGO E-11,ADULTOJOVEN
SAN JOSE E-9,ADULTOJOVEN
PERDOMO E-19,ADULTOJOVEN
ESTACION,ADOLESCENTE
COLOMBIALIBRE,ADULTOJOVEN
LOS OLIVOS,ADULTOJOVEN
LOS OLIVOS,ADULTOJOVEN
NUESTRA SENHORA DE LOS REMEDIOS,OTRA
JUAN ANTONIO ARAUJO,ADULTOMAYOR
NUEVO HORIZONTE,ANCIANO
ZONA INDUSTRIAL,ADULTOJOVEN
VICENTE ARAUJO,ADULTOJOVEN
VEREDA CUISINDE,ADULTOJOVEN
LUIS CARLOS GALAN ETAPA I,ADULTOJOVEN
CENTRO,ADULTOJOVEN
VILLA MARBELLA,ADULTOJOVEN
CENTRO,ADULTO
MONTOYA PAVA,ADULTOMAYOR
LLANO LINDO,ADULTO
BAMBU,OTRA
13 DE MAYO,ADULTO
EL EMPORIO,ADULTOMAYOR
ALBORADA,ADULTO
ALBORADA,ADULTO
PUENES,ADOLESCENTE
IDEMA,ADULTO
MIJITAJO BAJO,ADULTO
CENTRO,OTRA
VEREDA LA AGUADA,ADULTOJOVEN
CENTRO,ADULTOMAYOR
BARRIO SIGLO XXI,ADULTO
BARRIO LA MERCED,ADULTOJOVEN
BARRIO SAN MIGUEL,ADULTOJOVEN
BARRIO GUAIMARAL,ADULTOJOVEN
BARRIO QUINTA ORIENTAL,ADULTOJOVEN
BARRIO EL LLANO,ADULTOMAYOR
BARRIO PRADOS DEL NORTE,ADULTOJOVEN
BARRIO CAOBOS,ADOLESCENTE
BARRIO GRATAMIRA,ADULTOJOVEN
BARRIO CALLEJON,ADULTOJOVEN
BARRIO CENTRO,ANCIANO
BARRIO IV CENTENARIO,ADULTO
CENTRO (A) PEREIRA,ADULTOJOVEN
OLAYA HERRERA,ADOLESCENTE
LOMA COVE,ADULTOJOVEN
CENTRO,ADULTO
CENTRO,ANCIANO
CENTRO,ADULTOJOVEN
PROVENZA,ADULTOJOVEN
MORRORICO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CASCO ANTIGUO DE FLORIDABLANCA,ADULTOMAYOR
PANORAMA,ADULTOJOVEN
LOS ROSALES,ADULTOJOVEN
CABECERA LBJA,ADULTOJOVEN
ARGENTINA ANTIGUA,ADULTO
CENTRO,ADULTO
LAS BRISAS,ADULTO
MIROLINDO,ADULTO
SANTA RITA,ADULTO
CADIZ,ADULTOJOVEN
MACARENA,ADULTOJOVEN
LA CASTELLANA,ADULTO
LAS BRISAS,ADULTOJOVEN
TIERRA FIRME,ADULTOJOVEN
SAN ANTONIO,ADULTO
PUEBLO NUEVO,ADULTO
SAN JUAN BOSCO E3,ANCIANO
SAN PEDRO E3,ADULTOJOVEN
SAN FERNANDO VIEJO E19,ADULTOMAYOR
LOS CHORROS E18,OTRA
GUAYAQUIL E9,ADULTO
LAUREANO GOMEZ E15,ADULTOJOVEN
MARIANO RAMOS E16,ADOLESCENTE
ALFONSO LOPEZ I E7,ADULTOJOVEN
LOS COMUNEROS I E15,ADULTO
EL VERGEL E13,ADULTO
SAN PEDRO E3,ADULTO
LOS COMUNEROS I E15,ADULTOJOVEN
ALFONSO LOPEZ I E7,ADULTO
SAN PEDRO E3,ADULTOMAYOR
SANTA ELENA E10,ADULTO
U.R. SANTIAGO DE CALI E19,ADULTO
EL PORVENIR E24,ADULTO
EL PORVENIR E24,ADULTO
EL PORVENIR E24,ADULTO
LA CRUZ,ADULTOMAYOR
LA CRUZ,ADULTOMAYOR
SESQUI CENTENARIO,ADULTOMAYOR
ZAMORANO,ADULTO
CIUDAD NIQUIA,ANCIANO
ZONA CENTRO,ADULTO
CAREPITA CANAL 4,ADULTO
ZONA CENTRO,ADULTOMAYOR
LA AZULITA,ADULTOJOVEN
ZONA CENTRO,ADULTOJOVEN
VDA. JUAN COJO,ADULTOMAYOR
ZONA INDUSTRIAL #1,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOMAYOR
PARQUE NORTE C-4,ADULTOJOVEN
TENCHE C-15,ADULTO
VILLANUEVA C-10,ADULTOJOVEN
PERPETUO SOCORRO C-10,ADULTO
LA CANDELARIA C-10,ADULTOMAYOR
LA CANDELARIA C-10,ANCIANO
ASTORGA C-14,ADULTOJOVEN
BUENOS AIRES  C-9,ADULTO
SAN BENITO C-10,ADULTO
EL SALVADOR  C-9,ADULTOJOVEN
BELEN C-16,ADULTOMAYOR
PROGRESO 2 C-6,ADULTO
VILLANUEVA C-10,ADULTO
PRADO C-10,ADULTO
SANTA MONICA C-12,ADULTOJOVEN
LA LADERA C-8,ADULTOJOVEN
SEVILLA  C-4,ADULTOJOVEN
SURAMERICANA C-11,ADULTOJOVEN
MANILA C-14,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
OLAYA HERRERA C-7,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOMAYOR
CENTRO  S.A.P.,ADULTO
BARRIO COLOMBIA C-14,ADULTO
LA CANDELARIA C-10,ADULTO
SECTOR GALERIA,ADULTO
MERIDIANO 70,ADULTOJOVEN
SAN CARLOS,ADULTO
LA PLAYA,ADULTO
SIMON BOLIVAR,ADULTOMAYOR
UNIVERSAL,ADULTO
VILLATE,ADULTO
PASADENA,ADULTOMAYOR
LAS GAVIOTAS,ADULTO
SOLEDAD 2000,ADULTOJOVEN
LOS CUSULES,ADULTOMAYOR
CENTRO,ADULTOJOVEN
LOS ALMENDROS,ADULTOJOVEN
LA MARIA,ADULTO
REP. DEL CARIBE,ANCIANO
EL RUBI,ADULTO
SECTOR PUEBLO NUEVO,ADULTOJOVEN
PERIMETRO RURAL,ADULTOJOVEN
BARRIO SANTANDER,ADULTOJOVEN
BARRIO RICAURTE,ADULTO
BARRIO MUISCAS,ADULTO
ACOLSURE,OTRA
CASIMENA,ADULTO
SAN JORGE,ADULTOJOVEN
PUBENZA CATAY,ADULTO
LA LADERA,ADULTOJOVEN
PALACE,ADULTOJOVEN
EL PAJONAL,ADULTOMAYOR
CENTRO,ADULTO
CENTRO,ADULTOJOVEN
SECTOR EL PEAJE,ADULTO
MONTEVIDEO E-9,ADULTO
BUENOS AIRES E-19,ADULTOMAYOR
SAN DIEGO E-3,ADULTOJOVEN
CENTRO ADMINISTRATIVO E-17,ADULTO
EL CAMPIN E-13,ADULTOJOVEN
EL MUELLE  E-10,ADULTOJOVEN
SAN BERNARDINO E-7,ADULTOJOVEN
NICOLAS DE FEDERMAN E-13,ADULTOMAYOR
FRANCISCO JOSE DE CALDASS   E-8,ADULTOMAYOR
SIMON BOLIVAR E-12,ADULTOJOVEN
LA CASTELLANA E-12,ADULTO
LA CASTELLANA E-12,ADULTO
URB. EL BATAN E-11,ADULTO
BOSA E-7,ADULTOJOVEN
EL RINCON E-11,ADULTOJOVEN
PALERMO SUR - SANA FONSECA E-18,ADULTO
LAS CRUCES E-3,ANCIANO
URB. NUEVA ZELANDIA E-11,ADOLESCENTE
LA MARICHUELA E-5,ADULTOJOVEN
LA RIVERA E-8,ADULTO
URB. LOS COMUNEROS E-16,ADULTO
PERDOMO E-19,ANCIANO
MORALBA E-4,ADULTO
LA CAPUCHINA E-3,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTO
ANTIGUO COUNTRY E-2,ADULTO
MARLY E-2,ADULTOJOVEN
LIBERTADORES E-4,ADULTOJOVEN
LA CABRERA E-2,ADULTO
LA ESTRADA E-10,ADULTO
QUIROGA IHS ETAPA E-18,ADULTOJOVEN
TOBERIN ORIENTAL E-1,ADULTOJOVEN
UNIR I E-10,ADULTOMAYOR
SANTA LIBRADA E-5,ADULTOJOVEN
SANTA RITA,ADULTOJOVEN
PRIMERO DE JULIO,ADULTOJOVEN
TRAMO DE VIA CUATROVIAS - MAICAO,ADULTOMAYOR
BUENOS AIRES,ADULTOJOVEN
CENTRO,ANCIANO
JOSE MARTI,ADULTO
QUEBRADITAS,ADULTOMAYOR
VEREDA MOTILON,ADULTO
