BARRIO,MOVILVICTIMA
CENTRO,A PIE
CENTRO,A PIE
CENTRO,A PIE
LOS ALMENDROS,A PIE
CIUDADELA ACROPOLIS,A PIE
QUIRINAL,A PIE
LARA BONILLA,A PIE
LARA BONILLA,A PIE
LOS LAGOS,A PIE
LARA BONILLA,A PIE
VIA LOS CONTENEDORES,VEHICULO
CENTRO (C-1),MOTOCICLETA
TAGANGA,A PIE
TAGANGA,A PIE
CUNDI,MOTOCICLETA
NUEVO MAIZARO,A PIE
CENTRO,A PIE
VENCEDORES,A PIE
LA GRAMA,A PIE
LA GRAMA,A PIE
GAITAN,A PIE
BELLA VISTA,A PIE
SANTIAGO,A PIE
CENTRO,A PIE
SAN FELIPE,A PIE
PARQUE INFANTIL,A PIE
LOS DOS PUENTES,A PIE
POTRERILLO,A PIE
CENTRO,A PIE
EL BOSQUE,A PIE
BARRIO CLARET,A PIE
BARRIO MARIA AUXILIADORA,A PIE
BARRIO PARAMO,A PIE
BARRIO LOMA DE BOLIVAR,MOTOCICLETA
CENTRO,VEHICULO
VDA. PUEBLO VIEJO,A PIE
LA GRECIA,MOTOCICLETA
SECTOR CENTRO COMERCIAL MOCAWA,A PIE
SECTOR COLISEO DEL CAFE,VEHICULO
PLAZA DE BOLIVAR,A PIE
GALAXIA,A PIE
CIUDADELA POPULAR,A PIE
SECTOR PARQUE LA LIBERTAD,A PIE
MONTELIBANO,VEHICULO
CENTRO (A) PEREIRA,VEHICULO
RAFAEL URIBE I,A PIE
LA PAZ CENTRO,TRANSPORTE PUBLICO
COROCITO,A PIE
SAN FRANCISCO,A PIE
CENTRO,VEHICULO
CABECERA DEL LLANO,A PIE
DIAMANTE II,A PIE
CIUDADELA REAL DE MINAS,A PIE
CIUDADELA REAL DE MINAS,A PIE
COMUNEROS,TRANSPORTE PUBLICO
LA CUMBRE,A PIE
VALVERDI,A PIE
CANHAVERAL,A PIE
ALTOS DE ARENALES,A PIE
VDA. ACAPULCO,BICICLETA
VDA. ACAPULCO,BICICLETA
JUNIN,A PIE
PASEO DEL PUENTE,A PIE
LIMONAR V SECTOR,A PIE
JORDAN ARRAYANES,A PIE
KENEDY,A PIE
CENTRO,A PIE
SAN SIMON PARTE BAJA,A PIE
CENTRO,A PIE
EL LIDO E19,TRANSPORTE PUBLICO
SANTA ANITA E17,A PIE
COMPARTIR E21,A PIE
COMPARTIR E21,A PIE
SAN JUDAS TADEO I E10,A PIE
TORRES DE CONFANDI E5,A PIE
LOS ROBLES E13,A PIE
MARCO FIDEL SUAREZ E4,A PIE
SANTANDER E4,A PIE
EL LIDO E19,A PIE
CALIMIO DESEPAZ E21,A PIE
EL TREBOL E8,A PIE
PRADOS DEL NORTE E2,A PIE
LOS ALCAZARES E6,A PIE
VILLA DEL PRADO - EL GUABITO E5,A PIE
MANZANARES E4,A PIE
SAN VICENTE E2,A PIE
SAN NICOLAS E3,A PIE
CANHAVERALES - LOS SAMANES E17,VEHICULO
GUACHINTE (24-S-01),A PIE
RIVERA ESCOBAR,A PIE
CENTRAL,A PIE
VERSALLES,A PIE
VERSALLES,A PIE
URIBE URIBE,A PIE
VEREDA LA RIVERA.,A PIE
SECTOR INDUSTRIAL ACOPI  (25-2),A PIE
SECTOR INDUSTRIAL ACOPI  (25-2),A PIE
GAITAN,A PIE
LA CASITA,A PIE
PARQUE NORTE C-4,TRANSPORTE PUBLICO
EL PAJONAL,A PIE
PARQUE PRINCIPAL,A PIE
EL TRIANON,A PIE
OBRERO,A PIE
CHINGUI,A PIE
SAN JOSE,A PIE
ZUNHIGA,A PIE
EL PORTAL,TRANSPORTE PUBLICO
LOMA DE LAS BRUJAS,A PIE
MONTE VERDE,A PIE
SAN AGUSTIN,A PIE
LA CANDELARIA C-10,A PIE
CARIBE C-5,VEHICULO
SAN BERNARDO C-16,A PIE
CRISTO REY C-15,A PIE
LA AGUACATALA C-14,TRANSPORTE PUBLICO
SANTA LUCIA C-12,A PIE
TRICENTENARIO C-5,A PIE
LA ALPUJARRA C-10,A PIE
SEVILLA  C-4,A PIE
LA CANDELARIA C-10,A PIE
LOS ANGELES C-10,A PIE
LA CANDELARIA C-10,A PIE
PRADO C-10,VEHICULO
SAN BENITO C-10,A PIE
CASTILLA C-5,VEHICULO
LA CANDELARIA C-10,A PIE
SANTA FE C-15,TRANSPORTE PUBLICO
SURAMERICANA C-11,A PIE
BUENOS AIRES  C-9,VEHICULO
SANTA FE C-15,A PIE
TENCHE C-15,VEHICULO
PICACHO C-6,A PIE
EL PLAN,-
SAN ANTONIO,A PIE
SANTA ANA,A PIE
VDA. PAN DE AZUCAR,VEHICULO
VIRGEN DEL CARMEN,A PIE
QUEBRADA SECA,TRANSPORTE PUBLICO
QUEBRADA SECA,TRANSPORTE PUBLICO
QUEBRADA SECA,TRANSPORTE PUBLICO
MIRAMAR,A PIE
CIUDADELA 20 DE JULIO,A PIE
LAS NIEVES,A PIE
BOSTON,A PIE
CHIQUINQUIRA,A PIE
SAN ANTONIO,A PIE
SAN ANTONIO,A PIE
ZONA RURAL,A PIE
TORICES,A PIE
SECTOR EL CARMEN,A PIE
SECTOR EL CARMEN,A PIE
VDA. TRES BOCAS,A PIE
VDA. TRES BOCAS,A PIE
VDA. TRES BOCAS,A PIE
EL BOSQUE,A PIE
PABLO SOLANO,A PIE
LOS ARRAYANES,BICICLETA
SAN MARTIN,A PIE
BARRIO PRADOS DE SAN LUIS,A PIE
VDA. EL ROBLE,A PIE
EL NEPAL,A PIE
CENTRO,A PIE
LA LEONORA,A PIE
CENTRO,A PIE
CENTRO,VEHICULO
VDA.SANTAGUEDA,A PIE
TRANSPORTADORES,A PIE
TRANSPORTADORES,A PIE
VILLA MILEIDY,A PIE
FUNDADORES,A PIE
JORGE ELIECER GAITAN,A PIE
LA ESMERALDA,A PIE
BOSQUE,A PIE
CENTRO,A PIE
NINHO JESUS,A PIE
YESCA GRANDE,A PIE
YESQUITA,A PIE
LA GRANJA,A PIE
EL MORA,A PIE
CG ARROYO HONDO,MOTOCICLETA
EL TUNAL II E-6,A PIE
GRAN YOMASA E-5,A PIE
LAS MARGARITAS E-1,A PIE
LA ESTANCIA E-19,TRANSPORTE PUBLICO
SOCIEGO E-4,A PIE
VOTO NACIONAL E-14,A PIE
EL PATIO III SECTOR E-8,A PIE
DIANA TURBAY E-18,A PIE
TECHO  E-8,A PIE
TINTAL    E-8,A PIE
SAN AGUSTIN II SECTOR E-18,A PIE
SAMPER MENDOZA E-14,TRANSPORTE PUBLICO
EL RINCON E-11,A PIE
OLAYA E-18,A PIE
BANDERAS E-8,A PIE
LAGO GAITAN E-2,A PIE
MINUTO DE DIOS E-10,A PIE
SAN CRISTOBAL NORTE E-1,A PIE
PATIO BONITO I E-8,TRANSPORTE PUBLICO
SAN DIEGO E-3,A PIE
SANTA ISABEL E-14,A PIE
CHAPINERO CENTRAL E-2,A PIE
ALAMEDA E-3,A PIE
QUIROGA IHS ETAPA E-18,A PIE
GALAN E-16,A PIE
DONITH VERGARA,A PIE
31 DE OCTUBRE,A PIE
31 DE OCTUBRE,A PIE
CENTRO,A PIE
ALTICO,VEHICULO
CENTRO,A PIE
LOS COLORES,A PIE
GAIRA CENTRO,A PIE
RODADERO SUR,A PIE
ALCAZARES,VEHICULO
RODADERO SUR,A PIE
MARIA EUGENIA,A PIE
VALLES DE ARAGON,A PIE
DONHA LUZ,VEHICULO
LA ESPERANZA VII ETAPA,A PIE
BARZAL BAJO,A PIE
BOCHICA,A PIE
VILLA DEL SOL,A PIE
VILLA DEL SOL,A PIE
SAN FERNANDO,A PIE
AVENIDA PANAMERICANA,A PIE
SAN CARLOS,A PIE
CENTRO,A PIE
IDEMA,A PIE
BARRIO EL LLANO,A PIE
BARRIO BELEN,A PIE
BARRIO VILLA PARAISO,A PIE
VILLA DEL RIO,A PIE
LA UNION,A PIE
SIMON BOLIVAR,A PIE
GALAN,A PIE
LAS BRISAS,A PIE
LOS ROBLES,A PIE
LA FLORESTA,-
SANTA ISABEL 1,A PIE
SECTOR PARQUE LA LIBERTAD,A PIE
TRAVESURAS-LA CHURRIA,A PIE
VILLAVICENCIO,A PIE
SECTOR AVENIDA CIRCUNVALAR,VEHICULO
SECTOR PARQUE EL LAGO,A PIE
BARRIO LA UNION,PASAJERO AERONAVE
VILLARELIS I,A PIE
LA FLORESTA,A PIE
LA FLORESTA,A PIE
GALAN GOMEZ,A PIE
BUCARAMANGA,MOTOCICLETA
MEJORAS PUBLICAS,A PIE
CENTRO,A PIE
LA UNIVERSIDAD,A PIE
CENTRO,A PIE
INV. CLUB CHIMITA,MOTOCICLETA
LA JOYA,A PIE
EL CARMEN,A PIE
LA INMACULADA,MOTOCICLETA
ZAPAMANGA V,MOTOCICLETA
VILLABEL,A PIE
VILLAS DE SAN FRANCISCO,MOTOCICLETA
CIUDADELA NUEVO GIRON,A PIE
ALTOS DEL CARRIZAL,A PIE
ELOY VALENZUELA,A PIE
ALDEA BAJA,A PIE
CENTRO P/TA,A PIE
LOS ALAMOS,VEHICULO
CENTRO,A PIE
20 DE ENERO,MOTOCICLETA
PLAZA NUEVA,A PIE
CENTRO,A PIE
ENTRE RIOS,A PIE
ESPERANZA,A PIE
VRDA. LA ISLA,VEHICULO
VRDA. LA ISLA,MOTOCICLETA
BELARCAZAR,A PIE
RICAURTE PARTE BAJA,A PIE
LAS PALMAS,A PIE
CENTRO,A PIE
BOYACA,A PIE
CENTRO,A PIE
URB. MILITAR E19,A PIE
ANTONIO NARINHO E16,A PIE
CALYPSO E13,A PIE
VILLA DEL PRADO - EL GUABITO E5,A PIE
GUILLERMO VALENCIA E4,VEHICULO
ALFONSO LOPEZ I E7,A PIE
PRIMERO DE MAYO E17,A PIE
LOS CHORROS E18,A PIE
ALFONSO LOPEZ I E7,A PIE
CIUDAD CORDOBA E15,A PIE
MARACAIBO E11,A PIE
PAMPA LINDA E19,A PIE
MARROQUIN I E14,A PIE
SAN VICENTE E2,A PIE
ANTONIO NARINHO E16,A PIE
EVARISTO GARCIA E4,A PIE
ALFONSO LOPEZ II E7,A PIE
ALAMEDA E9,A PIE
LOS CHORROS E18,A PIE
SANTA ANITA E17,A PIE
TEJARES - CRISTALES E19,A PIE
EL JARDIN E11,A PIE
VERSALLES,A PIE
ZAMORANO,A PIE
MANTE CLARO (ROZO),A PIE
ARROYOHONDO ZONA INDUSTRIAL (25-2),VEHICULO
SAN JOSE OBRERO,A PIE
LA CABANHA,A PIE
EL CARMELO,A PIE
VDA. QUEBRADA ARRIBA,A PIE
VDA. QUEBRADA ARRIBA,A PIE
BOQUERON,TRANSPORTE PUBLICO
AUTOPISTA MEDELLIN - BOGOTA,A PIE
EL PORTAL,A PIE
LAS ORQUIDEAS,A PIE
SANTA MARIA # 3,A PIE
SANTA MARIA # 1,A PIE
SIMON BOLIVAR,A PIE
PARQUE PRINCIPAL,A PIE
ESTACION VILLA C-10,A PIE
LA CANDELARIA C-10,A PIE
SAN JAVIER 1 C-13,A PIE
SIMON BOLIVAR C-12,A PIE
PRADO C-10,A PIE
BELEN C-16,A PIE
BELEN C-16,A PIE
PARQUE NORTE C-4,A PIE
MORAVIA  C-4,A PIE
LA ALPUJARRA C-10,A PIE
LA PINHUELA  C-4,MOTOCICLETA
LA PINHUELA  C-4,MOTOCICLETA
CARLOS E. RESTREPO C-11,A PIE
PALO BLANCO  S.A.P.,A PIE
LA CANDELARIA C-10,A PIE
LAS INDEPENDENCIAS C-13,A PIE
BATALLON GIRARDOT C-8,A PIE
VDA. PANTANILLO STA. E.,A PIE
ESTACION VILLA C-10,A PIE
LA CANDELARIA C-10,A PIE
EL CHAGUALO C-10,A PIE
LA CHAPA,MOTOCICLETA
PARQUE PRINCIPAL,A PIE
LOS OLIVOS I,A PIE
LAS TORRES,A PIE
LA CHINITA,A PIE
PRADO,A PIE
VILLA OLIMPICA,BICICLETA
BOCAGRANDE,A PIE
CANDIDO QUINTERO,VEHICULO
BARRIO CENTRO,A PIE
CENTRO,A PIE
CENTRO,A PIE
CENTRO,A PIE
PALOGRANDE,A PIE
VEREDA CARTAGENA,A PIE
JUAN XXIII,A PIE
VILLA BENILDA,A PIE
LAS PALMERAS,A PIE
JORGE ELIECER GAITAN,A PIE
VEREDA JULUMITO,A PIE
LAS AMERICAS,A PIE
EL EMPEDRADO,A PIE
EL EMPEDRADO,A PIE
CENTRO,TRANSPORTE PUBLICO
CENTRO,A PIE
VEREDA,A PIE
VEREDA,A PIE
NANDO MARIN,A PIE
NANDO MARIN,A PIE
NANDO MARIN,A PIE
LA ESPERANZA,A PIE
CENTRO,A PIE
NARINHO,A PIE
OLARTE E-7,A PIE
MARIA PAZ E-8,A PIE
SAN FELIPE E-12,A PIE
VILLA DE LA LOMA E-8,A PIE
PRADO VERANIEGO E-11,A PIE
LAS FLORES E-11,A PIE
EL PINO E-11,A PIE
LAS MANITAS E-19,A PIE
SAN LUIS 20 DE JULIO E-4,A PIE
ALFONSO LOPEZ E-5,A PIE
RESTREPO E-15,A PIE
CAMPINHA E-11,A PIE
URB. COMPARTIR E-11,A PIE
LA CABRERA E-2,A PIE
QUESADA E-13,A PIE
GRAN YOMASA E-5,A PIE
SAN JOSE DE BAVARIA E-11,A PIE
EL CAMPIN E-13,A PIE
SAN LUIS 20 DE JULIO E-4,A PIE
RESTREPO E-15,A PIE
TEUSAQUILLO E-13,A PIE
VILLA LUZ E-10,A PIE
VERSALLES E-9,A PIE
TINTALITO E-8,A PIE
BOSA E-7,A PIE
VILLAS DE GRANADA E-10,A PIE
SOCIEGO SUR E-18,A PIE
CHAPINERO ALTO E-2,A PIE
SANTA ROSA,A PIE
CRISTO REY,A PIE
PASTRANA BORRERO,A PIE
EL CARMEN,A PIE
TRAMO DE VIA CUATROVIAS - MAICAO,VEHICULO
1 DE OCTUBRE,A PIE
CHIPICHAPE E2,A PIE
NUEVO HORIZONTE,TRANSPORTE PUBLICO
LOS NOGALES,A PIE
URB. MANANTIAL,A PIE
SAN SEBASTIAN,A PIE
ALAMOS NORTE,A PIE
CONDOMINIO RESERVA DE LOS TULIPANES,MOTOCICLETA
FRONTERAS DEL MILENIO,A PIE
SAN PEDRO,A PIE
ALTICO,A PIE
CORDOBA,A PIE
SANTA ANA,A PIE
COREA,A PIE
CORREGIMIENTO SAN JOSE DE KENNEDY,A PIE
CENTRO,A PIE
SAN ISIDRO,A PIE
SAN ANTONIO,TRANSPORTE PUBLICO
EL BUQUE,A PIE
LA LAGUNA,VEHICULO
SAN FERNANDO,A PIE
TERMINAL,A PIE
NIZA I,A PIE
IDEMA,A PIE
AVENIDA LOS ESTUDIANTES,A PIE
EL MORRO,A PIE
BARRIO PUENTE BARCO,TRANSPORTE PUBLICO
BARRIO CLARET,A PIE
BARRIO SAN LUIS,A PIE
BARRIO SAN AGUSTIN,A PIE
LAS BRISAS,A PIE
CIUDADELA EL SOL,A PIE
LA PATRIA,A PIE
VARIANTE NORTE,A PIE
SAN DIEGO,A PIE
SAN JOSE SUR,A PIE
SECTOR COLISEO SAN LUIS,VEHICULO
SECTOR COLISEO SAN LUIS,VEHICULO
SECTOR COLISEO SAN LUIS,VEHICULO
EL CENTRO,A PIE
EL CENTRO,A PIE
SECTOR LA CHAVA,MOTOCICLETA
PALMIRA,A PIE
SAN MIGUEL,A PIE
CABECERA DEL LLANO,A PIE
LA AURORA,VEHICULO
LOS ARRAYANES,A PIE
EL LIMONCITO,A PIE
QUINTA GRANADA,A PIE
SAN CRISTOBAL P/TA,A PIE
SAN JUAN,A PIE
ZONA RURAL,A PIE
VILLA  MADY,MOTOCICLETA
RONDON,A PIE
RINCON DE PIEDRAPINTADA,A PIE
MIROLINDO,A PIE
CALUCAIMA,TRANSPORTE PUBLICO
HIPODROMO,VEHICULO
BALCONES DEL BOSQUE,A PIE
SANTA LUCIA,A PIE
SANTA LUCIA,A PIE
EL CARMEN,A PIE
CARLOS HOLMES,A PIE
VIENTO LIBRE,A PIE
TERRON COLORADO E1,A PIE
PATIO BONITO E1,VEHICULO
LA HACIENDA E17,BICICLETA
MELENDEZ E18,TRANSPORTE PUBLICO
LOS PORTALES - NUEVO REY E17,A PIE
SAN JOAQUIN E17,A PIE
CGTO PANCE E22,A PIE
CHIMINANGOS I E5,A PIE
OMAR TORRIJOS E13,A PIE
CIUDADELA CONFANDI E17,A PIE
CRISTO REY E19,TRANSPORTE PUBLICO
CALIMA E4,A PIE
CALIMA E4,A PIE
CRISTOBAL COLON E10,A PIE
NUEVA FLORESTA E12,A PIE
SUCRE E9,A PIE
LIBERTADORES E24,A PIE
VIA JAMUNDI/POTRERITO/RIO CLARO E24,A PIE
LAS MERCEDES,A PIE
VERSALLES,VEHICULO
MANUEL JOSE RAMIREZ,A PIE
SANTA TERESITA,A PIE
ARGELINA ARTEAGA,VEHICULO
ORIENTE  C-3,VEHICULO
KENNEDY C-6,A PIE
PATIO BONITO C-14,A PIE
SEVILLA  C-4,TRANSPORTE PUBLICO
SURAMERICANA C-11,A PIE
PRADO C-10,A PIE
EL POBLADO C-14,A PIE
LAURELES C-11,TRANSPORTE PUBLICO
CALLE NUEVA C-10,A PIE
NUEVA VILLA DE LA IGUANA C-7,VEHICULO
LA ASOMADERA 2  C-9,A PIE
CASTILLA C-5,MOTOCICLETA
BOSTON C-10,A PIE
LA CANDELARIA C-10,A PIE
SAN BENITO C-10,A PIE
LA AMERICA C-12,A PIE
SAN BENITO C-10,A PIE
LA CANDELARIA C-10,A PIE
SANTA TERESITA C-12,A PIE
CRISTO REY C-15,A PIE
BOSTON C-10,A PIE
GRANADA C-16,A PIE
EL PLAYON DE LOS COMUNEROS  C-2,A PIE
EL PLAYON DE LOS COMUNEROS  C-2,TRANSPORTE PUBLICO
LLANOGRANDE,A PIE
LLANOGRANDE,A PIE
PARQUE PRINCIPAL,A PIE
CGTO. SAN MIGUEL DEL TIGRE,A PIE
CGTO. SAN MIGUEL DEL TIGRE,A PIE
12 DE OCTUBRE,A PIE
VERGEL,A PIE
EL BOSQUE,A PIE
CALIFORNIA,A PIE
EL ANCIA,VEHICULO
BARRIO NARINHO,A PIE
OLAYA HERRERA,A PIE
SAN JOSE,A PIE
LA TOLOSA,A PIE
LA CASTELLANA,A PIE
BARRIO GALERIAS,A PIE
SAN JUDAS,A PIE
ATALAYA,A PIE
ATALAYA,A PIE
EL RAICERO,A PIE
EL RAICERO,A PIE
JUAN XXIII,MOTOCICLETA
VILLA BENILDA,A PIE
VDA SAN ANTONIO,MOTOCICLETA
EL EMPEDRADO,A PIE
MARIA OCCIDENTE,A PIE
ALTO PRADO,A PIE
LA YE,A PIE
VILLA DEL ROSARIO,MOTOCICLETA
1º DE MAYO,A PIE
CANHAGUATE,A PIE
EDMUNDO LOPEZ II,A PIE
LA PRADERA,A PIE
LA CASTELLANA,A PIE
CASERIO EL SABANAL,A PIE
ALFONSO LOPEZ,A PIE
SAN ISIDRO E-19,A PIE
LAS AMERICAS E-13,A PIE
ALAMEDA E-3,A PIE
LAS AMERICAS E-8,A PIE
CONJUNTO RESIDENCIAL LA PRADERA E-1,A PIE
ANDES E-11,VEHICULO
LA  POLA,A PIE
EL PORVENIR II SECTOR E-5,TRANSPORTE PUBLICO
SAN JOAQUIN E-7,A PIE
TUNALITO E-6,A PIE
SAN MIGUEL BAJO E-4,A PIE
URB. MARSELLA E-8,TRANSPORTE PUBLICO
CHICO NAVARRA E-1,A PIE
COUNTRY SUR E-18,A PIE
LAS AMERICAS E-8,A PIE
LAS NIEVES E-3,A PIE
LA ESMERALDA E-13,A PIE
URB. SANTA ANA NORTE E-1,A PIE
CHAPINERO CENTRAL E-2,A PIE
SAN VICTORINO E-3,A PIE
SANTA BARBARA CENTRAL E-1,A PIE
LA ALAMEDA E-3,TRANSPORTE PUBLICO
MEISSEN E-19,A PIE
EL OLIVO E-8,A PIE
AURES I-II E-11,A PIE
SAN PABLO E-7,A PIE
CIUDAD DE QUITO,A PIE
LOS DUCALES II,A PIE
URB. LOS DESEOS,A PIE
EL JARDIN,A PIE
EL JARDIN,A PIE
MODELO,A PIE
VILLA CAROLINA,A PIE
VILLA CAROLINA,A PIE
BUGANVILES,A PIE
QUIRINAL,A PIE
LOS LAGOS,A PIE
OLIVO,A PIE
CENTRO HISTORICO,A PIE
SILVIA ROSA,TRANSPORTE PUBLICO
PESCAITO,A PIE
BACHUE,A PIE
JORGE ELIECER GAITAN,A PIE
ANILLO VIAL,TRANSPORTE PUBLICO
VILLA JULIA,A PIE
DOS MIL ALTO,A PIE
20 DE JULIO,A PIE
SAN FERNANDO,A PIE
CHAPAL,A PIE
CALLE MERCEDES,A PIE
BARRIO LATINO,A PIE
BARRIO CHAPINERO,A PIE
BARRIO SAN LUIS,A PIE
BARRIO LA CABRERA,A PIE
BARRIO LA PRIMAVERA,A PIE
PABLO VI,A PIE
POPULAR MODELO,A PIE
CERRITOS,A PIE
SECTOR PARQUE LA LIBERTAD,A PIE
CENTRO (B) PEREIRA,A PIE
CUBA V-8,A PIE
EL LLANITO,A PIE
CENTRO,A PIE
BOLIVAR,A PIE
CABECERA DEL LLANO,A PIE
CABECERA DEL LLANO,A PIE
LA UNIVERSIDAD,A PIE
MEJORAS PUBLICAS,A PIE
VILLA MERCEDES,A PIE
EL PRADO,VEHICULO
LA FERIA,A PIE
CABECERA DEL LLANO,A PIE
MUTIS,A PIE
DIAMANTE II,A PIE
SOTOMAYOR,A PIE
CAMPO MADRID,A PIE
MOLINOS BAJOS,A PIE
BELLAVISTA,A PIE
LAGOS II,A PIE
VISTA HERMOSA,A PIE
SAN ANTONIO,A PIE
URB. TIERRA GRATA,A PIE
LA ESPERANZA,A PIE
SAN RAFAEL,A PIE
VRDA. GUADUALEJO,A PIE
MIRAMAR,A PIE
LA PRADERA,A PIE
JORDAN IX ETAPA,A PIE
EL PEDREGAL (URB.),A PIE
JORDAN VII ETAPA,A PIE
URIBE URIBE,A PIE
YULDAIMA,A PIE
CUTUCUMAY,A PIE
CENTRO,A PIE
VRDA. REAL,A PIE
RICAURTE,VEHICULO
U.R. SANTIAGO DE CALI E19,A PIE
EL POBLADO II E13,A PIE
EL POBLADO II E13,A PIE
EL INGENIO E17,A PIE
LAS GRANJAS E10,A PIE
ALIRIO MORA BELTRAN E14,A PIE
ALIRIO MORA BELTRAN E14,A PIE
V. MERCEDES I - V. LUZ- LAS GARZAS E21,A PIE
EL TRONCAL E8,TRANSPORTE PUBLICO
GUAYAQUIL E9,A PIE
EL PONDAJE E13,A PIE
VILLA DEL SUR E11,A PIE
VERSALLES E2,A PIE
SAN NICOLAS E3,A PIE
SANTO DOMINGO E10,A PIE
VILLA DEL SUR E11,MOTOCICLETA
LOS SAUCES E11,A PIE
LA ALIANZA E4,A PIE
CGTO EL LAURO (23-1),A PIE
CGTO EL LAURO (23-1),A PIE
LOPEZ,A PIE
CENTRAL,A PIE
LA INDEPENDENCIA,A PIE
ARROYOHONDO ZONA INDUSTRIAL (25-2),A PIE
30 DE MAYO,A PIE
CIUDADELA DEL NORTE,VEHICULO
LA CABANHA,TRANSPORTE PUBLICO
PEREZ,A PIE
ZONA CENTRO,A PIE
LAS VEGAS,A PIE
AUTOPISTA MEDELLIN-BOGOTA,A PIE
SANTA MARIA # 2,A PIE
LA CANDELARIA C-10,A PIE
LA ALPUJARRA C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,TRANSPORTE PUBLICO
BELEN C-16,A PIE
MANRIQUE 1  C-4,MOTOCICLETA
EL CHAGUALO C-10,A PIE
LOS BALSOS 1 C-14,A PIE
CENTRO ADMINISTRATIVO C-10,A PIE
CAMPO VALDES 2 C-3,A PIE
LOS ALPES C-16,VEHICULO
PRADO C-10,A PIE
CARIBE C-5,A PIE
CASTILLA C-5,TRANSPORTE PUBLICO
CUARTA BRIGADA C-11,TRANSPORTE PUBLICO
CRISTO REY C-15,A PIE
BARRIO COLOMBIA C-14,A PIE
EL CHAGUALO C-10,A PIE
LOS COLORES C-11,A PIE
BEMEJAL - LOS ALAMOS  C-4,A PIE
LA CANDELARIA C-10,A PIE
ARANJUEZ  C-4,A PIE
LOS PINOS C-12,A PIE
LA PAZ,A PIE
SAN ROQUE,A PIE
EL CARMEN,TRANSPORTE PUBLICO
LA PRADERA,TRANSPORTE PUBLICO
LAS PARCELAS,A PIE
EL BOSQUE,A PIE
LOS ALMENDROS,A PIE
CIUDAD CAMELOT,A PIE
TORICES,A PIE
NUEVO BOSQUE,A PIE
SECTOR MONPA DE PENHONCITO,A PIE
SECTOR SAN MIGUEL,A PIE
SAN FERNANDO,A PIE
CENTRO,A PIE
BARRIO LA FUENTE,A PIE
CENTRO,TRANSPORTE PUBLICO
CENTRO,A PIE
RESTREPO,A PIE
ESPERANZA,A PIE
VDA LAS GUACAS,TRANSPORTE PUBLICO
CAMPAMENTO,A PIE
EL TABLAZO,A PIE
CENTRO,A PIE
LA ESTANCIA,A PIE
PANDIGUANDO,A PIE
CANALON,A PIE
CENTRO,A PIE
LAS PARCELAS,A PIE
ALFONSO LOPEZ,A PIE
URB. LAS LOMAS E-4,VEHICULO
LOS HAYUELOS E-9,A PIE
DIANA TURBAY E-18,A PIE
CHAPINERO SUR OCCIDENTAL E-13,TRANSPORTE PUBLICO
LA GAITANA E-11,A PIE
SAN ANTONIO E-15,TRANSPORTE PUBLICO
MARTIRES E-14,BICICLETA
VEINTE DE JULIO E-4,A PIE
SANTA TERESA E-11,TRANSPORTE PUBLICO
QUINTA CAMACHO E-2,A PIE
LAGO GAITAN E-2,A PIE
LAS VILLAS I SECTOR E-11,A PIE
PRADO VERANIEGO E-11,A PIE
ALTA BLANCA E-1,A PIE
PATIO BONITO I E-8,A PIE
PATIO BONITO I E-8,A PIE
LAS COLINAS E-18,A PIE
RICAURTE E-14,A PIE
LA SOLEDAD E-13,A PIE
URB. CLARET EL CARMEN E-6,A PIE
SECTOR COLINAGRO ISMAEL PERDOMO E-19,A PIE
LA ESMERALDA E-13,A PIE
ANTIGUO COUNTRY E-2,A PIE
TENERIFE E-5,A PIE
LA PORCIUNCULA E-2,A PIE
TEQUENDAMA   E-8,A PIE
URB. COSTA AZUL I Y II ETAPA E-11,BICICLETA
SAN PABLO E-7,A PIE
URB MIRANDELA E-11,A PIE
GUSTAVO RESTREPO E-18,A PIE
MARIA PAZ E-8,A PIE
NUEVA GRANADA E-7,A PIE
INGLES E-18,A PIE
PATIO BONITO I E-8,A PIE
VISTA HERMOSA SECTOR EL CAPRI E-19,A PIE
SAN LUIS VIA LA CALERA E-2,MOTOCICLETA
BELLA SUIZA E-1,TRANSPORTE PUBLICO
FLORESTA SUR E-8,A PIE
URB. SAN EUSEBIO E-16,A PIE
VILLA ITALIA,A PIE
DIVINO NINHO,A PIE
LAS GRANJAS,MOTOCICLETA
MANZANARES,A PIE
ALTICO,A PIE
LOS PARQUES,A PIE
LOS PARQUES,A PIE
CALIXTO LEYVA,MOTOCICLETA
VEREDA BETANIA,MOTOCICLETA
VEREDA LLANO GRANDE,A PIE
TAGANGA,VEHICULO
PANDO,A PIE
20 DE JULIO,A PIE
PORVENIR POSTOBON,A PIE
CENTRO,A PIE
BACHUE,A PIE
BACHUE,A PIE
CATUMARE,MOTOCICLETA
MANANTIAL,A PIE
EL EMPORIO,BICICLETA
LAS AMERICAS,A PIE
CHILE,A PIE
DOCE DE OCTUBRE,A PIE
CHILE,A PIE
SANTA BARBARA,A PIE
POTRERILLO,A PIE
SAN VICENTE,A PIE
BARRIO CHAPINERO,A PIE
BARRIO LATINO,A PIE
LIMONAR,A PIE
EL MIRADOR,A PIE
EL ROBLEDO,A PIE
