MUNICIPIO,MOVILVICTIMA
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CANDELARIA,MOTOCICLETA
GUADALAJARA DE BUGA,A PIE
YUMBO,A PIE
LETICIA (CT),A PIE
CISNEROS,A PIE
ITAGUI,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
SABANETA,A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
SOLEDAD,VEHICULO
CARTAGENA (CT),A PIE
MORALES (BOLIVAR),A PIE
MORALES (BOLIVAR),A PIE
MORALES (BOLIVAR),A PIE
DUITAMA,A PIE
DUITAMA,A PIE
TUNJA (CT),A PIE
LA DORADA,A PIE
LA DORADA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),TRANSPORTE PUBLICO
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
VILLAMARIA,A PIE
MANI,A PIE
POPAYAN (CT),A PIE
SILVIA,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
QUIBDO (CT),A PIE
QUIBDO (CT),MOTOCICLETA
LORICA,A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),MOTOCICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
FUSAGASUGA,A PIE
SIBATE,A PIE
FONSECA,A PIE
MAICAO,TRANSPORTE PUBLICO
NEIVA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),VEHICULO
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),MOTOCICLETA
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
PUERTO GAITAN,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
IPIALES,A PIE
IPIALES,A PIE
IPIALES,A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
TUQUERRES,A PIE
CUCUTA (CT),TRANSPORTE PUBLICO
CUCUTA (CT),TRANSPORTE PUBLICO
CUCUTA (CT),TRANSPORTE PUBLICO
CUCUTA (CT),A PIE
LOS PATIOS,A PIE
PUERTO ASIS,A PIE
ARMENIA (CT),A PIE
CALARCA,A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,VEHICULO
BARBOSA,A PIE
BARBOSA,A PIE
BARBOSA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
GIRON,A PIE
SAN ONOFRE,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
CHAPARRAL,A PIE
COYAIMA,A PIE
COYAIMA,A PIE
ESPINAL,A PIE
FLANDES,A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
LIBANO,A PIE
MELGAR,A PIE
BUENAVENTURA,A PIE
BUENAVENTURA,A PIE
CAICEDONIA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
GUADALAJARA DE BUGA,A PIE
PALMIRA,A PIE
PALMIRA,MOTOCICLETA
ARBOLETES,A PIE
BELLO,A PIE
BELLO,A PIE
CONCORDIA,MOTOCICLETA
ENVIGADO,A PIE
ENVIGADO,A PIE
ITAGUI,A PIE
MARINILLA,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MONTEBELLO,VEHICULO
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),A PIE
SOLEDAD,A PIE
SOLEDAD,VEHICULO
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
DUITAMA,A PIE
DUITAMA,A PIE
JENESANO,A PIE
SOGAMOSO,A PIE
TUNJA (CT),A PIE
ANSERMA,A PIE
LA MERCED,VEHICULO
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
MORELIA,A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
PIENDAMO,VEHICULO
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,A PIE
SILVIA,A PIE
AGUACHICA,A PIE
CURUMANI,A PIE
VALLEDUPAR (CT),A PIE
QUIBDO (CT),A PIE
QUIBDO (CT),A PIE
CERETE,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
PASTO (CT),A PIE
BOGOTA D.C. (CT),MOTOCICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),BICICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
GRANADA,A PIE
ALBANIA,MOTOCICLETA
MAICAO,A PIE
MAICAO,A PIE
MAICAO,A PIE
NEIVA (CT),VEHICULO
NEIVA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
PITALITO,A PIE
PITALITO,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
PUERTO GAITAN,A PIE
PUERTO GAITAN,A PIE
PUERTO GAITAN,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),MOTOCICLETA
PASTO (CT),MOTOCICLETA
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
SAN ANDRES DE TUMACO,A PIE
SAN PABLO,A PIE
TUQUERRES,A PIE
TUQUERRES,A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
OCANHA,A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
LA VIRGINIA,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,A PIE
BARBOSA,A PIE
BARBOSA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),VEHICULO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
LEBRIJA,A PIE
PIEDECUESTA,A PIE
SAN ONOFRE,A PIE
SANTIAGO DE TOLU,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),MOTOCICLETA
SINCELEJO (CT),MOTOCICLETA
TOLU VIEJO,A PIE
ESPINAL,A PIE
ESPINAL,A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),BICICLETA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
ICONONZO,A PIE
VENADILLO,A PIE
BUENAVENTURA,A PIE
BUENAVENTURA,A PIE
CAICEDONIA,A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),VEHICULO
CALI (CT),MOTOCICLETA
CARTAGO,A PIE
CARTAGO,A PIE
GUADALAJARA DE BUGA,MOTOCICLETA
LA UNION,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
PALMIRA,VEHICULO
TULUA,MOTOCICLETA
YUMBO,A PIE
APARTADO,A PIE
BELLO,A PIE
CHIGORODO,A PIE
CONCORDIA,A PIE
ENVIGADO,A PIE
ENVIGADO,A PIE
ENVIGADO,A PIE
ITAGUI,A PIE
MARINILLA,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
NECOCLI,A PIE
BARRANQUILLA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
EL CARMEN DE BOLIVAR,A PIE
MAGANGUE,A PIE
CHIQUINQUIRA,A PIE
DUITAMA,A PIE
CHINCHINA,A PIE
LA MERCED,VEHICULO
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
RIOSUCIO,A PIE
FLORENCIA (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
MONTERIA (CT),MOTOCICLETA
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
SAHAGUN,A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
SOACHA,A PIE
SOACHA,A PIE
NEIVA (CT),A PIE
PITALITO,A PIE
SANTA MARTA (CT),VEHICULO
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),TRANSPORTE PUBLICO
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
PUERTO GAITAN,A PIE
PUERTO GAITAN,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SAN ANDRES (CT),A PIE
BARBOSA,A PIE
BARBOSA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
MALAGA,A PIE
MALAGA,A PIE
PIEDECUESTA,A PIE
MORROA,A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),TRANSPORTE PUBLICO
LERIDA,A PIE
MELGAR,A PIE
BUENAVENTURA,A PIE
BUENAVENTURA,MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),BICICLETA
CANDELARIA,A PIE
JAMUNDI,A PIE
VIJES,A PIE
YUMBO,MOTOCICLETA
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
CALDAS,A PIE
CALDAS,VEHICULO
EL CARMEN DE VIBORAL,A PIE
ITAGUI,A PIE
JARDIN,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
NECOCLI,A PIE
RIONEGRO,A PIE
SANTA BARBARA,A PIE
ARAUCA (CT),A PIE
ARAUCA (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
PUERTO COLOMBIA,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CUCAITA,A PIE
DUITAMA,A PIE
DUITAMA,A PIE
SOGAMOSO,A PIE
TUNJA (CT),A PIE
VILLA DE LEYVA,A PIE
VILLA DE LEYVA,A PIE
LA DORADA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
RIOSUCIO,A PIE
FLORENCIA (CT),A PIE
MANI,A PIE
BOLIVAR,A PIE
PADILLA,VEHICULO
POPAYAN (CT),A PIE
VILLA RICA,MOTOCICLETA
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),VEHICULO
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
QUIBDO (CT),A PIE
QUIBDO (CT),A PIE
CERETE,MOTOCICLETA
LORICA,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
SAN ANTERO,MOTOCICLETA
SAN ANTERO,MOTOCICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
CUCUTA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
FUSAGASUGA,A PIE
SAN JUAN DEL CESAR,A PIE
NEIVA (CT),A PIE
NEIVA (CT),MOTOCICLETA
NEIVA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),VEHICULO
GRANADA,A PIE
PUERTO GAITAN,A PIE
PUERTO GAITAN,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),TRANSPORTE PUBLICO
IPIALES,A PIE
PASTO (CT),A PIE
OCANHA,A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
CALARCA,A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
BARBOSA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
MALAGA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SABANA DE TORRES,A PIE
CAIMITO,A PIE
COROZAL,A PIE
SANTIAGO DE TOLU,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
HONDA,A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
BUENAVENTURA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),BICICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
BELLO,A PIE
BELLO,A PIE
CHIGORODO,A PIE
CHIGORODO,A PIE
GIRARDOTA,A PIE
GIRARDOTA,VEHICULO
ITAGUI,TRANSPORTE PUBLICO
ITAGUI,A PIE
ITAGUI,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
PUERTO TRIUNFO,VEHICULO
RETIRO,A PIE
RIONEGRO,A PIE
RIONEGRO,A PIE
ARAUCA (CT),A PIE
BARANOA,A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),MOTOCICLETA
MALAMBO,MOTOCICLETA
PUERTO COLOMBIA,A PIE
SABANAGRANDE,A PIE
CARTAGENA (CT),A PIE
CHIQUINQUIRA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
RIOSUCIO,A PIE
FLORENCIA (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,A PIE
AGUACHICA,A PIE
MANAURE,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
AYAPEL,A PIE
MONTERIA (CT),A PIE
SAN ANTERO,A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
FONSECA,A PIE
MAICAO,MOTOCICLETA
RIOHACHA (CT),A PIE
LA PLATA,MOTOCICLETA
LA PLATA,MOTOCICLETA
NEIVA (CT),A PIE
ARACATACA,A PIE
ARACATACA,A PIE
ARACATACA,A PIE
CIENAGA,A PIE
CIENAGA,MOTOCICLETA
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),MOTOCICLETA
IPIALES,A PIE
IPIALES,A PIE
IPIALES,A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),MOTOCICLETA
PASTO (CT),A PIE
PASTO (CT),MOTOCICLETA
PASTO (CT),A PIE
PASTO (CT),TRANSPORTE PUBLICO
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),VEHICULO
SANTA ROSA DE CABAL,A PIE
BARBOSA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,TRANSPORTE PUBLICO
GIRON,TRANSPORTE PUBLICO
PINCHOTE,A PIE
PUENTE NACIONAL,A PIE
PUENTE NACIONAL,A PIE
PUERTO WILCHES,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),BICICLETA
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
JAMUNDI,VEHICULO
LA CUMBRE,A PIE
SEVILLA,A PIE
BELLO,VEHICULO
BELLO,A PIE
BELLO,A PIE
CAUCASIA,A PIE
COPACABANA,A PIE
GIRARDOTA,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
LA CEJA,A PIE
MARINILLA,VEHICULO
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
