MUNICIPIO,HORA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
NEIVA (CT),MOVILIZACIONVESPERTINA
NEIVA (CT),MANHANA
NEIVA (CT),ALMUERZO
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),NOCHE
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),ALMUERZO
PASTO (CT),MANHANA
PASTO (CT),NOCHE
PASTO (CT),NOCHE
PASTO (CT),MADRUGADA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MADRUGADA
CUCUTA (CT),TARDE
CUCUTA (CT),MANHANA
CUCUTA (CT),TARDE
CUCUTA (CT),MADRUGADA
CUCUTA (CT),ALMUERZO
CUCUTA (CT),MANHANA
MOCOA (CT),ALMUERZO
ARMENIA (CT),ALMUERZO
DOSQUEBRADAS,NOCHE
DOSQUEBRADAS,MADRUGADA
DOSQUEBRADAS,MADRUGADA
DOSQUEBRADAS,MADRUGADA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MADRUGADA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),NOCHE
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,NOCHE
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),NOCHE
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),NOCHE
FLORIDABLANCA,MANHANA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
SINCELEJO (CT),MANHANA
SINCELEJO (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
BUENAVENTURA,MOVILIZACIONVESPERTINA
BUENAVENTURA,ALMUERZO
BUENAVENTURA,MANHANA
BUENAVENTURA,MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),ALMUERZO
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),NOCHE
CANDELARIA,MADRUGADA
GUADALAJARA DE BUGA,MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
BARRANQUILLA (CT),TARDE
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),MADRUGADA
SABANALARGA,NOCHE
SABANALARGA,TARDE
SOLEDAD,MANHANA
DUITAMA,ALMUERZO
DUITAMA,MADRUGADA
PAIPA,ALMUERZO
SOGAMOSO,MADRUGADA
MANIZALES (CT),MADRUGADA
MANIZALES (CT),ALMUERZO
MANIZALES (CT),NOCHE
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),MADRUGADA
MANIZALES (CT),MADRUGADA
VILLAMARIA,MADRUGADA
FLORENCIA (CT),MOVILIZACIONVESPERTINA
FLORENCIA (CT),ALMUERZO
FLORENCIA (CT),MADRUGADA
FLORENCIA (CT),MADRUGADA
YOPAL (CT),TARDE
YOPAL (CT),MADRUGADA
YOPAL (CT),MOVILIZACIONVESPERTINA
PIENDAMO,MANHANA
POPAYAN (CT),MADRUGADA
POPAYAN (CT),MADRUGADA
SANTANDER DE QUILICHAO,MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),MADRUGADA
VALLEDUPAR (CT),MADRUGADA
VALLEDUPAR (CT),NOCHE
CERETE,TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
SOACHA,MADRUGADA
RIOHACHA (CT),NOCHE
RIOHACHA (CT),MADRUGADA
RIOHACHA (CT),MADRUGADA
AIPE,NOCHE
GARZON,MANHANA
NEIVA (CT),ALMUERZO
NEIVA (CT),MADRUGADA
NEIVA (CT),MOVILIZACIONVESPERTINA
PITALITO,TARDE
PITALITO,ALMUERZO
SANTA MARTA (CT),NOCHE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),NOCHE
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MANHANA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),ALMUERZO
PASTO (CT),NOCHE
PASTO (CT),MADRUGADA
PASTO (CT),TARDE
ORITO,MADRUGADA
ARMENIA (CT),ALMUERZO
ARMENIA (CT),TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),TARDE
PEREIRA (CT),NOCHE
PEREIRA (CT),MADRUGADA
PEREIRA (CT),NOCHE
SAN ANDRES (CT),NOCHE
SAN ANDRES (CT),MADRUGADA
BARRANCABERMEJA,NOCHE
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),NOCHE
BUCARAMANGA (CT),MADRUGADA
FLORIDABLANCA,TARDE
SINCELEJO (CT),MADRUGADA
IBAGUE (CT),TARDE
IBAGUE (CT),MANHANA
IBAGUE (CT),ALMUERZO
IBAGUE (CT),MADRUGADA
IBAGUE (CT),MADRUGADA
IBAGUE (CT),ALMUERZO
IBAGUE (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),NOCHE
LA CUMBRE,MADRUGADA
PALMIRA,NOCHE
PALMIRA,NOCHE
SEVILLA,NOCHE
TULUA,MOVILIZACIONVESPERTINA
YUMBO,MANHANA
YUMBO,MANHANA
YUMBO,MADRUGADA
BELLO,MADRUGADA
ITAGUI,MADRUGADA
LA ESTRELLA,TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
ARAUCA (CT),NOCHE
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),MOVILIZACIONMATUTINA
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),ALMUERZO
TUNJA (CT),MANHANA
MANIZALES (CT),MANHANA
MANIZALES (CT),TARDE
MANIZALES (CT),TARDE
FLORENCIA (CT),MADRUGADA
FLORENCIA (CT),ALMUERZO
GUAPI,MANHANA
POPAYAN (CT),MANHANA
POPAYAN (CT),ALMUERZO
POPAYAN (CT),MADRUGADA
SANTANDER DE QUILICHAO,MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),MOVILIZACIONMATUTINA
CERETE,NOCHE
MONTERIA (CT),ALMUERZO
MONTERIA (CT),MOVILIZACIONVESPERTINA
MONTERIA (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
RIOHACHA (CT),MADRUGADA
RIOHACHA (CT),ALMUERZO
NEIVA (CT),ALMUERZO
NEIVA (CT),TARDE
NEIVA (CT),ALMUERZO
NEIVA (CT),MOVILIZACIONVESPERTINA
EL BANCO,MANHANA
SANTA MARTA (CT),ALMUERZO
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),ALMUERZO
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),ALMUERZO
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),NOCHE
PASTO (CT),MANHANA
PASTO (CT),TARDE
PASTO (CT),MADRUGADA
PASTO (CT),MADRUGADA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),NOCHE
PASTO (CT),MADRUGADA
PASTO (CT),ALMUERZO
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),MANHANA
CUCUTA (CT),NOCHE
CUCUTA (CT),MADRUGADA
CUCUTA (CT),TARDE
CUCUTA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MANHANA
ARMENIA (CT),ALMUERZO
ARMENIA (CT),MANHANA
ARMENIA (CT),MANHANA
ARMENIA (CT),MADRUGADA
LA TEBAIDA,MANHANA
QUIMBAYA,MANHANA
QUIMBAYA,MADRUGADA
DOSQUEBRADAS,TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MADRUGADA
SAN ANDRES (CT),MOVILIZACIONVESPERTINA
BARRANCABERMEJA,MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MANHANA
FLORIDABLANCA,NOCHE
FLORIDABLANCA,MOVILIZACIONVESPERTINA
GUAMO,MADRUGADA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),TARDE
IBAGUE (CT),NOCHE
IBAGUE (CT),MADRUGADA
IBAGUE (CT),ALMUERZO
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),MOVILIZACIONMATUTINA
CALI (CT),MOVILIZACIONMATUTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CANDELARIA,MADRUGADA
CANDELARIA,MOVILIZACIONVESPERTINA
FLORIDA,TARDE
PALMIRA,MADRUGADA
PALMIRA,MADRUGADA
TULUA,MANHANA
LA ESTRELLA,MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MADRUGADA
ARAUCA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MADRUGADA
CARTAGENA (CT),MANHANA
CHIQUINQUIRA,MADRUGADA
TUNJA (CT),NOCHE
TUNJA (CT),MADRUGADA
TUNJA (CT),ALMUERZO
MANIZALES (CT),MANHANA
FLORENCIA (CT),NOCHE
FLORENCIA (CT),MANHANA
AGUAZUL,MANHANA
YOPAL (CT),MADRUGADA
YOPAL (CT),MADRUGADA
POPAYAN (CT),TARDE
POPAYAN (CT),MADRUGADA
POPAYAN (CT),TARDE
POPAYAN (CT),TARDE
POPAYAN (CT),TARDE
PUERTO TEJADA,NOCHE
SANTANDER DE QUILICHAO,NOCHE
VALLEDUPAR (CT),MADRUGADA
MONTERIA (CT),NOCHE
SAN ANDRES SOTAVENTO,MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONMATUTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
SOACHA,MANHANA
MAICAO,MOVILIZACIONVESPERTINA
RIOHACHA (CT),NOCHE
RIOHACHA (CT),TARDE
RIOHACHA (CT),NOCHE
RIOHACHA (CT),NOCHE
NEIVA (CT),ALMUERZO
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),ALMUERZO
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),NOCHE
GRANADA,MOVILIZACIONVESPERTINA
GRANADA,MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),ALMUERZO
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MADRUGADA
PASTO (CT),ALMUERZO
CUCUTA (CT),TARDE
CUCUTA (CT),MOVILIZACIONVESPERTINA
OCANHA,MANHANA
ARMENIA (CT),NOCHE
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MOVILIZACIONVESPERTINA
CALARCA,MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MADRUGADA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
SAN ANDRES (CT),MOVILIZACIONVESPERTINA
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,TARDE
BARRANCABERMEJA,TARDE
BARRANCABERMEJA,NOCHE
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),NOCHE
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),NOCHE
FLORIDABLANCA,MANHANA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
GIRON,MADRUGADA
GIRON,MADRUGADA
GIRON,MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MOVILIZACIONMATUTINA
IBAGUE (CT),TARDE
IBAGUE (CT),TARDE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),MADRUGADA
CALI (CT),NOCHE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
DAGUA,MADRUGADA
GUADALAJARA DE BUGA,NOCHE
PALMIRA,MADRUGADA
YUMBO,NOCHE
ENVIGADO,MOVILIZACIONVESPERTINA
LA CEJA,MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
BARRANQUILLA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),TARDE
CARTAGENA (CT),TARDE
CARTAGENA (CT),MOVILIZACIONVESPERTINA
CARTAGENA (CT),MADRUGADA
DUITAMA,ALMUERZO
DUITAMA,TARDE
SANTA ROSA DE VITERBO,MANHANA
SOGAMOSO,MANHANA
SOGAMOSO,MOVILIZACIONVESPERTINA
TUNJA (CT),MANHANA
LA DORADA,MANHANA
MANIZALES (CT),NOCHE
MANIZALES (CT),MANHANA
MANIZALES (CT),MANHANA
YOPAL (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),MANHANA
POPAYAN (CT),MANHANA
POPAYAN (CT),MANHANA
POPAYAN (CT),NOCHE
POPAYAN (CT),NOCHE
POPAYAN (CT),ALMUERZO
POPAYAN (CT),ALMUERZO
POPAYAN (CT),TARDE
POPAYAN (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),MOVILIZACIONVESPERTINA
SANTANDER DE QUILICHAO,MADRUGADA
BOSCONIA,NOCHE
VALLEDUPAR (CT),MANHANA
VALLEDUPAR (CT),MOVILIZACIONMATUTINA
VALLEDUPAR (CT),MADRUGADA
CERETE,MOVILIZACIONVESPERTINA
MONTERIA (CT),ALMUERZO
MONTERIA (CT),TARDE
MONTERIA (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONMATUTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
SOPO,NOCHE
FONSECA,NOCHE
NEIVA (CT),MADRUGADA
NEIVA (CT),TARDE
PITALITO,MANHANA
PITALITO,TARDE
PITALITO,NOCHE
PITALITO,NOCHE
PITALITO,NOCHE
FUNDACION,MANHANA
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),NOCHE
PASTO (CT),MOVILIZACIONVESPERTINA
