MUNICIPIO,DIA
GIRON,JUEVES
SAN BENITO ABAD,JUEVES
SAN MARCOS,JUEVES
SINCELEJO (CT),JUEVES
SINCELEJO (CT),JUEVES
SINCELEJO (CT),JUEVES
SINCELEJO (CT),JUEVES
SINCELEJO (CT),JUEVES
CHAPARRAL,JUEVES
CHAPARRAL,JUEVES
GUAMO,JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
PURIFICACION,JUEVES
ROVIRA,JUEVES
ALCALA,JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CANDELARIA,JUEVES
GUADALAJARA DE BUGA,JUEVES
YUMBO,JUEVES
LETICIA (CT),VIERNES
CISNEROS,VIERNES
ITAGUI,VIERNES
MARINILLA,VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
SABANETA,VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
SOLEDAD,VIERNES
CARTAGENA (CT),VIERNES
MORALES (BOLIVAR),VIERNES
MORALES (BOLIVAR),VIERNES
MORALES (BOLIVAR),VIERNES
DUITAMA,VIERNES
DUITAMA,VIERNES
TUNJA (CT),VIERNES
LA DORADA,VIERNES
LA DORADA,VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
RIOSUCIO,VIERNES
RIOSUCIO,VIERNES
RIOSUCIO,VIERNES
RIOSUCIO,VIERNES
VILLAMARIA,VIERNES
MANI,VIERNES
POPAYAN (CT),VIERNES
SILVIA,VIERNES
VALLEDUPAR (CT),VIERNES
VALLEDUPAR (CT),VIERNES
QUIBDO (CT),VIERNES
QUIBDO (CT),VIERNES
LORICA,VIERNES
MONTERIA (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
FUSAGASUGA,VIERNES
SIBATE,VIERNES
FONSECA,VIERNES
MAICAO,VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
PUERTO GAITAN,VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
IPIALES,VIERNES
IPIALES,VIERNES
IPIALES,VIERNES
IPIALES,VIERNES
IPIALES,VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
TUQUERRES,VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
LOS PATIOS,VIERNES
PUERTO ASIS,VIERNES
ARMENIA (CT),VIERNES
CALARCA,VIERNES
DOSQUEBRADAS,VIERNES
DOSQUEBRADAS,VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
SANTA ROSA DE CABAL,VIERNES
SANTA ROSA DE CABAL,VIERNES
SANTA ROSA DE CABAL,VIERNES
BARBOSA,VIERNES
BARBOSA,VIERNES
BARBOSA,VIERNES
BARRANCABERMEJA,VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
FLORIDABLANCA,VIERNES
FLORIDABLANCA,VIERNES
GIRON,VIERNES
GIRON,VIERNES
SAN ONOFRE,VIERNES
SINCELEJO (CT),VIERNES
SINCELEJO (CT),VIERNES
SINCELEJO (CT),VIERNES
SINCELEJO (CT),VIERNES
CHAPARRAL,VIERNES
COYAIMA,VIERNES
COYAIMA,VIERNES
ESPINAL,VIERNES
FLANDES,VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
LIBANO,VIERNES
MELGAR,VIERNES
BUENAVENTURA,VIERNES
BUENAVENTURA,VIERNES
CAICEDONIA,VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
GUADALAJARA DE BUGA,VIERNES
PALMIRA,VIERNES
PALMIRA,VIERNES
ARBOLETES,SABADO
BELLO,SABADO
BELLO,SABADO
CONCORDIA,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ITAGUI,SABADO
MARINILLA,SABADO
MARINILLA,SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MONTEBELLO,SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
SOLEDAD,SABADO
SOLEDAD,SABADO
SOLEDAD,SABADO
CARTAGENA (CT),SABADO
CARTAGENA (CT),SABADO
CARTAGENA (CT),SABADO
DUITAMA,SABADO
DUITAMA,SABADO
JENESANO,SABADO
SOGAMOSO,SABADO
TUNJA (CT),SABADO
ANSERMA,SABADO
LA MERCED,SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
RIOSUCIO,SABADO
MORELIA,SABADO
YOPAL (CT),SABADO
YOPAL (CT),SABADO
YOPAL (CT),SABADO
PIENDAMO,SABADO
POPAYAN (CT),SABADO
POPAYAN (CT),SABADO
POPAYAN (CT),SABADO
SANTANDER DE QUILICHAO,SABADO
SILVIA,SABADO
AGUACHICA,SABADO
CURUMANI,SABADO
VALLEDUPAR (CT),SABADO
QUIBDO (CT),SABADO
QUIBDO (CT),SABADO
CERETE,SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
PASTO (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
GRANADA,SABADO
ALBANIA,SABADO
MAICAO,SABADO
MAICAO,SABADO
MAICAO,SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
PITALITO,SABADO
PITALITO,SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
PUERTO GAITAN,SABADO
PUERTO GAITAN,SABADO
PUERTO GAITAN,SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
IPIALES,SABADO
IPIALES,SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
SAN ANDRES DE TUMACO,SABADO
SAN PABLO,SABADO
TUQUERRES,SABADO
TUQUERRES,SABADO
CUCUTA (CT),SABADO
CUCUTA (CT),SABADO
OCANHA,SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
LA VIRGINIA,SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
SANTA ROSA DE CABAL,SABADO
SANTA ROSA DE CABAL,SABADO
SANTA ROSA DE CABAL,SABADO
BARBOSA,SABADO
BARBOSA,SABADO
BARRANCABERMEJA,SABADO
BARRANCABERMEJA,SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
FLORIDABLANCA,SABADO
FLORIDABLANCA,SABADO
GIRON,SABADO
LEBRIJA,SABADO
PIEDECUESTA,SABADO
SAN ONOFRE,SABADO
SANTIAGO DE TOLU,SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
TOLU VIEJO,SABADO
ESPINAL,SABADO
ESPINAL,SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
ICONONZO,SABADO
VENADILLO,SABADO
BUENAVENTURA,SABADO
BUENAVENTURA,SABADO
CAICEDONIA,SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CARTAGO,SABADO
CARTAGO,SABADO
GUADALAJARA DE BUGA,SABADO
LA UNION,SABADO
PALMIRA,SABADO
PALMIRA,SABADO
PALMIRA,SABADO
TULUA,SABADO
YUMBO,SABADO
APARTADO,DOMINGO
BELLO,DOMINGO
CHIGORODO,DOMINGO
CONCORDIA,DOMINGO
ENVIGADO,DOMINGO
ENVIGADO,DOMINGO
ENVIGADO,DOMINGO
ITAGUI,DOMINGO
MARINILLA,DOMINGO
MARINILLA,DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
NECOCLI,DOMINGO
BARRANQUILLA (CT),DOMINGO
CARTAGENA (CT),DOMINGO
CARTAGENA (CT),DOMINGO
CARTAGENA (CT),DOMINGO
EL CARMEN DE BOLIVAR,DOMINGO
MAGANGUE,DOMINGO
CHIQUINQUIRA,DOMINGO
DUITAMA,DOMINGO
CHINCHINA,DOMINGO
LA MERCED,DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
RIOSUCIO,DOMINGO
FLORENCIA (CT),DOMINGO
POPAYAN (CT),DOMINGO
POPAYAN (CT),DOMINGO
MONTERIA (CT),DOMINGO
MONTERIA (CT),DOMINGO
MONTERIA (CT),DOMINGO
SAHAGUN,DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
SOACHA,DOMINGO
SOACHA,DOMINGO
NEIVA (CT),DOMINGO
PITALITO,DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
PUERTO GAITAN,DOMINGO
PUERTO GAITAN,DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
IPIALES,DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
CUCUTA (CT),DOMINGO
ARMENIA (CT),DOMINGO
ARMENIA (CT),DOMINGO
DOSQUEBRADAS,DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
SAN ANDRES (CT),DOMINGO
BARBOSA,DOMINGO
BARBOSA,DOMINGO
BARRANCABERMEJA,DOMINGO
BUCARAMANGA (CT),DOMINGO
FLORIDABLANCA,DOMINGO
GIRON,DOMINGO
MALAGA,DOMINGO
MALAGA,DOMINGO
PIEDECUESTA,DOMINGO
MORROA,DOMINGO
SINCELEJO (CT),DOMINGO
IBAGUE (CT),DOMINGO
LERIDA,DOMINGO
MELGAR,DOMINGO
BUENAVENTURA,DOMINGO
BUENAVENTURA,DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CANDELARIA,DOMINGO
JAMUNDI,DOMINGO
VIJES,DOMINGO
YUMBO,DOMINGO
BELLO,LUNES
BELLO,LUNES
BELLO,LUNES
CALDAS,LUNES
CALDAS,LUNES
EL CARMEN DE VIBORAL,LUNES
ITAGUI,LUNES
JARDIN,LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
NECOCLI,LUNES
RIONEGRO,LUNES
SANTA BARBARA,LUNES
ARAUCA (CT),LUNES
ARAUCA (CT),LUNES
ARAUCA (CT),LUNES
BARRANQUILLA (CT),LUNES
BARRANQUILLA (CT),LUNES
BARRANQUILLA (CT),LUNES
BARRANQUILLA (CT),LUNES
PUERTO COLOMBIA,LUNES
CARTAGENA (CT),LUNES
CARTAGENA (CT),LUNES
CARTAGENA (CT),LUNES
CUCAITA,LUNES
DUITAMA,LUNES
DUITAMA,LUNES
SOGAMOSO,LUNES
TUNJA (CT),LUNES
VILLA DE LEYVA,LUNES
VILLA DE LEYVA,LUNES
LA DORADA,LUNES
MANIZALES (CT),LUNES
MANIZALES (CT),LUNES
MANIZALES (CT),LUNES
RIOSUCIO,LUNES
FLORENCIA (CT),LUNES
MANI,LUNES
BOLIVAR,LUNES
PADILLA,LUNES
POPAYAN (CT),LUNES
VILLA RICA,LUNES
VALLEDUPAR (CT),LUNES
VALLEDUPAR (CT),LUNES
VALLEDUPAR (CT),LUNES
VALLEDUPAR (CT),LUNES
QUIBDO (CT),LUNES
QUIBDO (CT),LUNES
CERETE,LUNES
LORICA,LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
SAN ANTERO,LUNES
SAN ANTERO,LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
CUCUTA (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
FUSAGASUGA,LUNES
SAN JUAN DEL CESAR,LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
SANTA MARTA (CT),LUNES
SANTA MARTA (CT),LUNES
SANTA MARTA (CT),LUNES
GRANADA,LUNES
PUERTO GAITAN,LUNES
PUERTO GAITAN,LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
IPIALES,LUNES
PASTO (CT),LUNES
OCANHA,LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
CALARCA,LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
BARBOSA,LUNES
BARRANCABERMEJA,LUNES
BARRANCABERMEJA,LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
MALAGA,LUNES
PIEDECUESTA,LUNES
PIEDECUESTA,LUNES
PIEDECUESTA,LUNES
SABANA DE TORRES,LUNES
CAIMITO,LUNES
COROZAL,LUNES
SANTIAGO DE TOLU,LUNES
SINCELEJO (CT),LUNES
SINCELEJO (CT),LUNES
SINCELEJO (CT),LUNES
SINCELEJO (CT),LUNES
HONDA,LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
BUENAVENTURA,LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
BELLO,MARTES
BELLO,MARTES
CHIGORODO,MARTES
CHIGORODO,MARTES
GIRARDOTA,MARTES
GIRARDOTA,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
MARINILLA,MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
PUERTO TRIUNFO,MARTES
RETIRO,MARTES
RIONEGRO,MARTES
RIONEGRO,MARTES
ARAUCA (CT),MARTES
BARANOA,MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
MALAMBO,MARTES
PUERTO COLOMBIA,MARTES
SABANAGRANDE,MARTES
CARTAGENA (CT),MARTES
CHIQUINQUIRA,MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
RIOSUCIO,MARTES
FLORENCIA (CT),MARTES
POPAYAN (CT),MARTES
SANTANDER DE QUILICHAO,MARTES
AGUACHICA,MARTES
MANAURE,MARTES
VALLEDUPAR (CT),MARTES
VALLEDUPAR (CT),MARTES
VALLEDUPAR (CT),MARTES
AYAPEL,MARTES
MONTERIA (CT),MARTES
SAN ANTERO,MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
FONSECA,MARTES
MAICAO,MARTES
RIOHACHA (CT),MARTES
LA PLATA,MARTES
LA PLATA,MARTES
NEIVA (CT),MARTES
ARACATACA,MARTES
ARACATACA,MARTES
ARACATACA,MARTES
CIENAGA,MARTES
CIENAGA,MARTES
SANTA MARTA (CT),MARTES
SANTA MARTA (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
IPIALES,MARTES
IPIALES,MARTES
IPIALES,MARTES
IPIALES,MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
CUCUTA (CT),MARTES
CUCUTA (CT),MARTES
ARMENIA (CT),MARTES
ARMENIA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
SANTA ROSA DE CABAL,MARTES
BARBOSA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
FLORIDABLANCA,MARTES
FLORIDABLANCA,MARTES
FLORIDABLANCA,MARTES
FLORIDABLANCA,MARTES
GIRON,MARTES
PINCHOTE,MARTES
PUENTE NACIONAL,MARTES
PUENTE NACIONAL,MARTES
PUERTO WILCHES,MARTES
SINCELEJO (CT),MARTES
SINCELEJO (CT),MARTES
SINCELEJO (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
JAMUNDI,MARTES
LA CUMBRE,MARTES
SEVILLA,MARTES
BELLO,MIERCOLES
BELLO,MIERCOLES
BELLO,MIERCOLES
CAUCASIA,MIERCOLES
COPACABANA,MIERCOLES
