HORA,BARRIO
ALMUERZO,CENTENARIO E-9
MANHANA,ANTONIO JOSE DE SUCRE E-5
MADRUGADA,ISLA DEL SOL E-6
MOVILIZACIONVESPERTINA,BRISAS DEL GALAN E-16
MADRUGADA,OLARTE E-7
NOCHE,GRAN COLOMBIANO E-8
MANHANA,EL CENTRO
MADRUGADA,SAN MATEO
MOVILIZACIONVESPERTINA,VER.CARRASQUILLA
MANHANA,LAS TUNAS
MOVILIZACIONVESPERTINA,TRAMO DE VIA
MANHANA,EL ROSARIO
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,ALTICO
MANHANA,CONJ. RESID. LOS ARRAYANES
NOCHE,PRIMERO DE MAYO
TARDE,CENTRO
MANHANA,LOS PINOS
MANHANA,FINCA CLIMACO
MOVILIZACIONVESPERTINA,SANTA ANA
NOCHE,RODADERO SUR
ALMUERZO,HACARITAMA
MANHANA,SANTA HELENA I
TARDE,SEMILLAS DE PAZ
MOVILIZACIONVESPERTINA,JORDAN
NOCHE,GAITAN
TARDE,HACARITAMA
TARDE,LOS HEROES
TARDE,PORFIA
MADRUGADA,PORFIA
MADRUGADA,OLIMPICO
MADRUGADA,SAN ANTONIO
TARDE,LA GRAMA
ALMUERZO,OLIMPICO
MANHANA,LA CEIBA
MANHANA,VILLAFLOR II
MADRUGADA,CHAMBU I
TARDE,BARRIO LOS ALMENDROS
NOCHE,BARRIO SAN EDUARDO
MOVILIZACIONVESPERTINA,AV. SAN FRANCISCO
MOVILIZACIONVESPERTINA,AV. SAN FRANCISCO
MANHANA,FUNDADORES BAJO
NOCHE,VILLA JULIANA
MANHANA,LA PATRIA
MADRUGADA,SECTOR PORTAL DEL QUINDIO
TARDE,ZONA CENTRO
TARDE,CAMPESTRE A
MOVILIZACIONVESPERTINA,SECTOR PARQUE EL LAGO
MOVILIZACIONVESPERTINA,SECTOR PARQUE EL LAGO
ALMUERZO,QUINTAS DE PANORAMA I
MANHANA,VILLA OLIMPICA I
MOVILIZACIONVESPERTINA,LA VICTORIA
MOVILIZACIONVESPERTINA,SECTOR PARQUE EL LAGO
MADRUGADA,PRIMERO DE FEBRERO 1
MANHANA,KENNEDY
MOVILIZACIONVESPERTINA,B. CENTRO
MOVILIZACIONVESPERTINA,SECTOR COMERCIAL
MANHANA,SAN FRANCISCO
MOVILIZACIONVESPERTINA,GOMEZ NINHO
MOVILIZACIONVESPERTINA,GIRARDOT
MOVILIZACIONVESPERTINA,COMUNEROS
MADRUGADA,ALVAREZ
ALMUERZO,CIUDADELA REAL DE MINAS
NOCHE,MEJORAS PUBLICAS
TARDE,LA AURORA
NOCHE,PORTON DEL TEJAR
MANHANA,LA ESMERALDA
MOVILIZACIONVESPERTINA,BRISAS DEL RIO
MANHANA,VDA. ACAPULCO
MOVILIZACIONVESPERTINA,SANTA CRUZ
NOCHE,URB. CATALUNHA
MADRUGADA,HOYO GRANDE
MOVILIZACIONVESPERTINA,SAN MARTIN
MADRUGADA,VRDA  EL AMARILLO
TARDE,SAN IGNACIO
ALMUERZO,LA TRINIDAD
ALMUERZO,LA TRINIDAD
MADRUGADA,SAN VICENTE
MANHANA,CALLE CHACURY
MOVILIZACIONVESPERTINA,VILLA ESPERANZA
MOVILIZACIONVESPERTINA,SAN BARTOLOME
ALMUERZO,VIA BUENOS AIRES
ALMUERZO,VIA BUENOS AIRES
TARDE,LAS FERIAS
NOCHE,RINCON DE PIEDRAPINTADA
MANHANA,LA POLA
NOCHE,NACIONAL
NOCHE,JARDIN PORVENIR
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,PUEBLO NUEVO
MANHANA,PUERTAS DEL SOL E14
TARDE,SAN FERNANDO VIEJO E19
MOVILIZACIONVESPERTINA,LA ALBORADA E16
MANHANA,MAYAPAN - LAS VEGAS E17
MANHANA,VILLA DEL SOL E5
ALMUERZO,MELENDEZ E18
MADRUGADA,PANAMERICANO E10
NOCHE,LA MERCED E3
NOCHE,EL INGENIO E17
NOCHE,TERRON COLORADO E1
TARDE,CALIMA E4
MOVILIZACIONVESPERTINA,CIUDADELA CONFANDI E17
MADRUGADA,EL CORTIJO E20
MADRUGADA,EL CORTIJO E20
MANHANA,SIETE DE AGOSTO E7
MANHANA,EUCARISTICO E19
TARDE,VILLA DEL PRADO - EL GUABITO E5
MANHANA,LA SULTANA E20
MADRUGADA,SALOMIA E4
NOCHE,LA HACIENDA E17
NOCHE,LA HACIENDA E17
MOVILIZACIONVESPERTINA,EL CALVARIO E3
MADRUGADA,MARCO FIDEL SUAREZ E4
MADRUGADA,EL VERGEL E13
MADRUGADA,POTRERO GRANDE E21
MOVILIZACIONVESPERTINA,EL CENTRO
ALMUERZO,CEIBAS VERDES
MOVILIZACIONVESPERTINA,LAS PALMERAS
TARDE,SANTA TERESITA
MOVILIZACIONMATUTINA,LAS MERCEDES
MOVILIZACIONMATUTINA,SANTA RITA
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,VILLA LINDA
MOVILIZACIONMATUTINA,PUERTO ISAACS E25
ALMUERZO,ZAMORA
MOVILIZACIONVESPERTINA,EL DORADO
MOVILIZACIONVESPERTINA,PARQUE PRINCIPAL
MOVILIZACIONVESPERTINA,CENTRO
TARDE,LA FINCA
MANHANA,PUEBLO NUEVO
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
TARDE,MANILA C-14
MOVILIZACIONVESPERTINA,ESTACION VILLA C-10
ALMUERZO,LA CANDELARIA C-10
ALMUERZO,PRADO C-10
TARDE,CALLE NUEVA C-10
TARDE,EL POBLADO C-14
TARDE,FATIMA C-16
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MANHANA,EL POBLADO C-14
MANHANA,LA CANDELARIA C-10
MANHANA,SAN JAVIER 1 C-13
NOCHE,MANILA C-14
MADRUGADA,LAS ESTANCIAS C-8
NOCHE,NUEVA VILLA DE LA IGUANA C-7
MADRUGADA,LA MANSION C-8
NOCHE,ESTADIO C-11
NOCHE,BOSTON C-10
MADRUGADA,LA AGUACATALA C-14
MOVILIZACIONVESPERTINA,PRADO C-10
NOCHE,GIRARDOT C-5
TARDE,PATIO BONITO C-14
MADRUGADA,CALAZANS C-12
MADRUGADA,SAN BENITO C-10
ALMUERZO,PARQUE NORTE C-4
NOCHE,LAS ACACIAS C-11
TARDE,LA AMERICA C-12
TARDE,CALLE NUEVA C-10
MANHANA,LA ALPUJARRA C-10
ALMUERZO,EL PORVENIR
TARDE,EL SALADITO
NOCHE,REBOLO
MADRUGADA,CIUDAD JARDIN
MOVILIZACIONVESPERTINA,REBOLO
MANHANA,CENTRO
NOCHE,LA ARBOLEDA
MADRUGADA,EL CAMPESTRE
MADRUGADA,EL CAMPESTRE
MOVILIZACIONVESPERTINA,LAS FERIAS
MADRUGADA,BARRIO SAN FRANCISCO
MANHANA,BARRIO BELLO HORIZONTE
TARDE,BARRIO SAN ANTONIO
TARDE,BARRIO SAN ANTONIO
MANHANA,OBRERO
MADRUGADA,LAS FERIAS
MANHANA,LA LINDA
MANHANA,BARRIO EL CAMPIN
NOCHE,EL PARAISO
MOVILIZACIONVESPERTINA,EL RAICERO
MANHANA,VERSALLES
MADRUGADA,NUEVA COLOMBIA
MADRUGADA,RINCON DE LA ESTRELLA
ALMUERZO,BELLO HORIZONTE
ALMUERZO,SANTA CLARA
MADRUGADA,REFUJIO
MOVILIZACIONMATUTINA,BETANIA
TARDE,AMERICAS
MOVILIZACIONVESPERTINA,CALLE LOS ESTUDIANTES
MOVILIZACIONVESPERTINA,CALLE LOS ESTUDIANTES
MANHANA,COLON
NOCHE,LA PRADERA
ALMUERZO,RICAURTE E-14
ALMUERZO,VILLA ELISA E-11
MANHANA,AURES I-II E-11
MANHANA,CIUDAD SALITRE E-9
MANHANA,RICAURTE E-14
NOCHE,LAS MARGARITAS E-7
NOCHE,SALAZAR GOMEZ E-16
MANHANA,CHAPINERO NORTE E-2
MANHANA,EL PORVENIR E-5
TARDE,AURES II E-11
MOVILIZACIONVESPERTINA,GALERIAS E-13
ALMUERZO,ALAMOS SUR E-10
MANHANA,TUNDAMA E-8
MADRUGADA,SAN VICTORINO E-14
TARDE,TURINGIA E-11
TARDE,LISBOA E-11
TARDE,QUINTA CAMACHO E-2
ALMUERZO,CIUDAD JARDIN SUR E-15
ALMUERZO,LAS NIEVES E-3
TARDE,URB. VERAGUAS E-16
NOCHE,ONCE DE NOVIEMBRE E-12
MANHANA,LOURDES E-2
TARDE,LA VERACRUZ E-3
TARDE,LAGO GAITAN E-2
MOVILIZACIONVESPERTINA,URB. COMPARTIR E-11
TARDE,EL CORTIJO E-10
TARDE,JOSE ANTONIO GALAN E-7
NOCHE,LAS NIEVES E-3
MOVILIZACIONVESPERTINA,BOCHICA E-10
NOCHE,CIUDAD BERNA E-15
TARDE,MINUTO DE DIOS E-10
MANHANA,DIANA TURBAY E-18
MOVILIZACIONVESPERTINA,SANTA LIBRADA E-5
MOVILIZACIONVESPERTINA,PARIS GAITAN E-10
MOVILIZACIONVESPERTINA,CIUDAD JARDIN SUR E-15
ALMUERZO,COBURGO
NOCHE,CENTRO
NOCHE,CENTRO
MANHANA,LOS MANGOS
MANHANA,VEREDA ALTO SARTENEJO
MANHANA,IPANEMA
MADRUGADA,LOS MARTIRES
TARDE,SAN PEDRO
MOVILIZACIONVESPERTINA,SOLARTE
TARDE,CENTRO
MOVILIZACIONVESPERTINA,RODADERO TRADICIONAL
MANHANA,RODADERO TRADICIONAL
NOCHE,CENTRO
MADRUGADA,VILLA BELLA
MADRUGADA,VILLA BELLA
MOVILIZACIONVESPERTINA,MAMATOCO
NOCHE,URBANIZACION SANTA LUCIA
MANHANA,CENTRO
MADRUGADA,NUEVE DE ABRIL
MADRUGADA,NUEVE DE ABRIL
MOVILIZACIONVESPERTINA,CANEY MEDIO
MOVILIZACIONVESPERTINA,CANEY MEDIO
MOVILIZACIONVESPERTINA,CANEY MEDIO
ALMUERZO,CEDRITOS
TARDE,VILLA JULIA
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,ALBORADA
ALMUERZO,SAN FELIPE
MOVILIZACIONVESPERTINA,LA PAZ
ALMUERZO,AVENIDA PANAMERICANA
ALMUERZO,AVENIDA PANAMERICANA
MOVILIZACIONVESPERTINA,CORAZON DE JESUS
ALMUERZO,PARQUE BOLIVAR
TARDE,SANTA MONICA
MANHANA,CENTRO
MANHANA,CENTRO
TARDE,BARRIO PESCADERO
MOVILIZACIONVESPERTINA,BARRIO LOS MOTILONES
MOVILIZACIONVESPERTINA,BARRIO GUAIMARAL
NOCHE,SECTOR CAM
MADRUGADA,CORREGIMIENTO LA VIRGINIA
MADRUGADA,CORREGIMIENTO LA VIRGINIA
MADRUGADA,LAS AMERICAS
ALMUERZO,AGUA AZUL
ALMUERZO,SECTOR GALERIA CENTRAL
MOVILIZACIONVESPERTINA,PROVIDENCIA
ALMUERZO,CORALES
MANHANA,SECTOR PLAZA DE BOLIVAR
TARDE,VDA. TRIBUNAS CONSOTA
TARDE,SECTOR CURVA LA VIRGEN
MANHANA,LAS GRANJAS
NOCHE,PALMIRA
TARDE,TORCOROMA
MOVILIZACIONVESPERTINA,EL PRADO
MOVILIZACIONVESPERTINA,LA CONCORDIA
MOVILIZACIONVESPERTINA,CAFE MADRID
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,LA VICTORIA
NOCHE,CONUCOS
NOCHE,TOLEDO PLATA
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
TARDE,MEJORAS PUBLICAS
TARDE,BETANIA
ALMUERZO,URB. ALTOS DE BELLAVISTA
ALMUERZO,URB. ALTOS DE BELLAVISTA
MADRUGADA,LAGOS II
MOVILIZACIONVESPERTINA,LAGOS I
ALMUERZO,EL PALENQUE
NOCHE,JABONCILLA
MOVILIZACIONVESPERTINA,SECTOR PLAYA
MANHANA,URIBE URIBE
MOVILIZACIONVESPERTINA,CANHAVERAL
MOVILIZACIONVESPERTINA,CARTAGENA
ALMUERZO,LA POLA
MANHANA,JORDAN IX ETAPA
NOCHE,PUEBLO NUEVO
MADRUGADA,CENTRO
MADRUGADA,JORDAN VII ETAPA
ALMUERZO,CENTRO
MANHANA,CENTRO
NOCHE,VRDA. GUAYPA
MADRUGADA,CENTRO
ALMUERZO,VILLA SAN MARCOS E14
TARDE,SAN FERNANDO VIEJO E19
MANHANA,EL REFUGIO E19
NOCHE,CANEY E17
NOCHE,EL LIDO E19
NOCHE,LOS ANDES B - LA RIVERA E5
MANHANA,MOJICA E15
ALMUERZO,LOS ALCAZARES E6
ALMUERZO,LOS ALCAZARES E6
TARDE,VILLA SAN MARCOS E14
MOVILIZACIONMATUTINA,SAN FERNANDO NUEVO E19
ALMUERZO,LA MERCED E3
TARDE,PORVENIR E4
MADRUGADA,EL INGENIO E17
MANHANA,VERSALLES E2
MOVILIZACIONVESPERTINA,PUERTO NUEVO E7
MOVILIZACIONVESPERTINA,PUERTO NUEVO E7
MOVILIZACIONVESPERTINA,BRETANHA E9
NOCHE,CIUDAD 2000 E16
ALMUERZO,SALOMIA E4
ALMUERZO,AUREZ
ALMUERZO,JORDAN (24-S-02)
MOVILIZACIONVESPERTINA,SEMBRADOR
TARDE,VILLA DIANA
TARDE,VILLA DIANA
TARDE,VILLA DIANA
MADRUGADA,CGTO.LA PAILA
MOVILIZACIONVESPERTINA,CIUDAD NIQUIA
TARDE,MANCHESTER
NOCHE,NIQUIA BIFAMILIAR
TARDE,FATIMA
MOVILIZACIONVESPERTINA,VILLAGRANDE
NOCHE,LAS VEGAS
MADRUGADA,LAS VEGAS
TARDE,ALCALA
MOVILIZACIONVESPERTINA,AUTOPISTA MEDELLIN-BOGOTA
MADRUGADA,ESMERALDA
MOVILIZACIONVESPERTINA,LA AGUACATALA C-14
MANHANA,EL CHAGUALO C-10
NOCHE,ROSALES C-16
MANHANA,CAMPO VALDES 1  C-4
ALMUERZO,ESTADIO C-11
TARDE,UINIVERSIDAD DE ANTIOQUIA  C-4
NOCHE,SEVILLA  C-4
MANHANA,CORDOBA C-7
MANHANA,SURAMERICANA C-11
NOCHE,FATIMA C-16
MADRUGADA,CALAZANS C-12
MOVILIZACIONVESPERTINA,GUAYAQUIL C-10
MOVILIZACIONVESPERTINA,PATIO BONITO C-14
MADRUGADA,ASTORGA C-14
MOVILIZACIONVESPERTINA,SANTA FE C-15
MOVILIZACIONVESPERTINA,FATIMA C-16
TARDE,GUAYAQUIL C-10
MOVILIZACIONVESPERTINA,VIA RIONEGRO STA. E.
TARDE,LA CANDELARIA C-10
ALMUERZO,TRICENTENARIO C-5
TARDE,MANRIQUE 2  C-3
MADRUGADA,ALFONSO LOPEZ
TARDE,LA AGUADITA
MADRUGADA,INVASION LLANO ALTO
TARDE,LA PAZ
NOCHE,EL LIMON
MADRUGADA,SAN ISIDRO
NOCHE,JOSE ANTONIO GALAN
NOCHE,ARROYO DE CEIBA
MANHANA,BARRIO EL BOSQUE
TARDE,URBANIZACION SOL DEL ORIENTE
TARDE,URBANIZACION SOL DEL ORIENTE
NOCHE,CENTRO
TARDE,BARRIO LOS AGUSTINOS
TARDE,CENTRO
MADRUGADA,SAN ANTONIO
TARDE,CENTRO
MOVILIZACIONVESPERTINA,LIBERTADORES
MADRUGADA,AVENIDA FUNDADORES
MADRUGADA,VIA VDA. LOS POZOS
TARDE,SANTO DOMINGO
MOVILIZACIONMATUTINA,LA PAMBA
MANHANA,LA ESMERALDA
MANHANA,SOLIDARIDAD
MOVILIZACIONVESPERTINA,MARIA OCCIDENTE
ALMUERZO,ALAMOS III
MANHANA,7 DE AGOSTO
MANHANA,URB.VILLA DARIANA
MOVILIZACIONVESPERTINA,GAITAN
NOCHE,CALLEJA DEL NORTE
ALMUERZO,1º DE MAYO
MADRUGADA,URB. EL EDEN
MANHANA,LA VICTORIA
NOCHE,CHUCHURUBI
MADRUGADA,LA PRADERA
ALMUERZO,LA COQUERA
MOVILIZACIONVESPERTINA,EL TUNAL II E-6
MOVILIZACIONVESPERTINA,LA ESPERANZA E-9
MOVILIZACIONVESPERTINA,VILLAS DEL MADRIGAL E-10
MOVILIZACIONVESPERTINA,LA PERSEVERANCIA E-3
MANHANA,LA FAVORITA E-14
MANHANA,QUINTA CAMACHO E-2
MANHANA,TEUSAQUILLO E-13
MANHANA,LAS FLORES E-11
MOVILIZACIONVESPERTINA,BOSQUE POPULAR E-10
MOVILIZACIONVESPERTINA,QUINTA CAMACHO E-2
ALMUERZO,ARBORIZADORA ALTA E-19
TARDE,GRAN BRITALIA E-8
TARDE,LOS NARANJOS E-7
MOVILIZACIONVESPERTINA,EL TUNAL II E-6
MOVILIZACIONVESPERTINA,MODELIA E-9
MANHANA,URB. CARIMAGUA I SECTOR E-8
TARDE,NIZA NORTE E-11
TARDE,VEINTE DE JULIO E-4
NOCHE,TEUSAQUILLO E-13
NOCHE,EL TUNAL II E-6
ALMUERZO,QUESADA E-13
MADRUGADA,PALOQUEMAO E-14
MADRUGADA,BACHUE E-10
NOCHE,URB. MONTES I SECTOR E-16
MADRUGADA,RICAURTE E-14
MADRUGADA,GRAN BRITALIA E-8
NOCHE,SAN PABLO II E-7
NOCHE,EL RECREO E-7
TARDE,CHICO NAVARRA E-1
MOVILIZACIONVESPERTINA,LA GRANJA E-10
TARDE,MORATO E-11
MOVILIZACIONVESPERTINA,FONTIBON CENTRO E-9
ALMUERZO,FONTIBON CENTRO E-9
ALMUERZO,ARMENIA E-13
TARDE,AEROPUERTO EL DORADO
ALMUERZO,NUEVO TIMIZA E-8
MADRUGADA,BACHUE E-10
NOCHE,EL SALITRE LUIS MARIA FERNANDEZ E-10
ALMUERZO,ENGATIVA E-10
NOCHE,CASTILLA REAL     E-8
MANHANA,LOS HAYUELOS E-9
MANHANA,LAS NIEVES E-3
TARDE,SANTA MARIA DEL LAGO E-10
MANHANA,EL PARAISO E-19
MOVILIZACIONVESPERTINA,URB. PINOS DE LOMBARDIA E-11
ALMUERZO,ALHAMBRA SECTOR NORTE E-11
TARDE,NICOLAS DE FEDERMAN E-13
NOCHE,LAS FLORES
NOCHE,LAS FLORES
MADRUGADA,MONTEBELLO
TARDE,LOS OLIVOS
TARDE,SAN JUDAS
MANHANA,SAN FRANCISCO
TARDE,LOS OLIVOS
TARDE,LOS OLIVOS
NOCHE,PANAMA
MADRUGADA,ALAMOS
ALMUERZO,LAS PALMAS ETAPA I
TARDE,CRISTO REY
NOCHE,PLAYA SALGUERO
MADRUGADA,ZONA MERCADO
NOCHE,CENTRO
ALMUERZO,BASTIDAS
MOVILIZACIONVESPERTINA,VEREDA SANTA MARIA LA BAJA
MOVILIZACIONVESPERTINA,VEREDA SANTA MARIA LA BAJA
MANHANA,VEREDA BUENOS AIRES
MADRUGADA,LA ESPERANZA
ALMUERZO,PORFIA
TARDE,VILLA BOLIVAR
MANHANA,RELIQUIA
ALMUERZO,PORVENIR
MANHANA,MIRAFLORES I
MOVILIZACIONVESPERTINA,SAN FELIPE
TARDE,TAMASAGRA I
MADRUGADA,CHILE
MANHANA,POTRERILLO
MANHANA,LAS VIOLETAS I
MOVILIZACIONVESPERTINA,BARRIO CENTRO
MANHANA,BARRIO NUEVO
MANHANA,CENTRO
NOCHE,CENTRO
MOVILIZACIONVESPERTINA,SECTOR CENTRO
MOVILIZACIONVESPERTINA,LA PAZ
MOVILIZACIONVESPERTINA,LOS LAURELES
ALMUERZO,VDA.ARAUCA
ALMUERZO,AMERICA
MOVILIZACIONVESPERTINA,SECTOR GALERIA CENTRAL
NOCHE,CENTRO (A) PEREIRA
TARDE,ALCAZAREZ - PEREIRA V-10
ALMUERZO,SECTOR PUENTES DE LA 9A CON 12
NOCHE,B. LOS FUNDADORES
ALMUERZO,SECTOR CENTRO
MADRUGADA,SECTOR CENTRO
MOVILIZACIONVESPERTINA,NUEVO SOTOMAYOR
MOVILIZACIONVESPERTINA,BOLARQUI
MOVILIZACIONVESPERTINA,CIUDADELA REAL DE MINAS
MOVILIZACIONVESPERTINA,PUERTA DEL SOL
TARDE,SAN ALONSO
TARDE,SAN ALONSO
NOCHE,SAN ALONSO
MOVILIZACIONVESPERTINA,ALFONSO LOPEZ
MOVILIZACIONVESPERTINA,ANTONIA SANTOS SUR
NOCHE,CABECERA DEL LLANO
MANHANA,SOTOMAYOR
MANHANA,ZAPAMANGA V
MANHANA,ZAPAMANGA V
NOCHE,ZAPAMANGA IV
ALMUERZO,C.R. PORTAL DE OVIEDO
NOCHE,CANHAVERAL
TARDE,CANHAVERAL
NOCHE,ZAPAMANGA IV
MADRUGADA,RIO DE ORO I
TARDE,CABECERA DEL LLANO P/TA
NOCHE,SAN FRANCISCO P/TA
NOCHE,ENTRADA A CONFINES-SAN GIL
ALMUERZO,URB. LOS TEJARES
MOVILIZACIONVESPERTINA,12 DE OCTUBRE
MOVILIZACIONVESPERTINA,PICALENHA
MOVILIZACIONVESPERTINA,JORDAN VIII ETAPA
ALMUERZO,TRINIDAD
ALMUERZO,TULIO VARON
MADRUGADA,LA POLA
TARDE,LIMONAR V SECTOR
MADRUGADA,CALLE PRIMERA
MOVILIZACIONVESPERTINA,ANGEL DEL HOGAR E7
MANHANA,VALLE GRANDE E21
MANHANA,MOJICA E15
TARDE,CAMINO REAL - J BORRERO E19
TARDE,SAN PEDRO E3
TARDE,VILLANUEVA E12
TARDE,VILLANUEVA E12
NOCHE,YIRA CASTRO E13
MANHANA,PRADOS DEL NORTE E2
MADRUGADA,BRISAS DE MAYO E20
NOCHE,SAN PASCUAL E3
TARDE,EL LIDO E19
NOCHE,SAN FERNANDO VIEJO E19
NOCHE,VILLACOLOMBIA E8
MADRUGADA,CRISTOBAL COLON E10
MOVILIZACIONVESPERTINA,SAN VICENTE E2
MADRUGADA,VALLE GRANDE E21
ALMUERZO,PARCELACIONES PANCE E22
MANHANA,SAN JUAN BOSCO E3
MANHANA,SAN PEDRO E3
MADRUGADA,MANUELA BELTRAN E14
MADRUGADA,URBANIZACION LA MERCED E2
MOVILIZACIONVESPERTINA,TERRON COLORADO E1
MOVILIZACIONVESPERTINA,ZAMORANO
TARDE,RECTA CALI - PALMIRA
MANHANA,CORREGIMIENTO EL BOHIO
MANHANA,CORREGIMIENTO EL BOHIO
NOCHE,EL CENTRO
NOCHE,EL CENTRO
TARDE,BUENOS AIRES
MOVILIZACIONVESPERTINA,LA CABANHITA
TARDE,VILLA ARABIA
NOCHE,PUEBLO NUEVO
MOVILIZACIONVESPERTINA,AUTOPISTA NORTE
ALMUERZO,VDA. ZARZAL CURAZAO
MANHANA,MESA
MADRUGADA,SANTA MARIA # 3
MOVILIZACIONVESPERTINA,SAN BENITO C-10
MANHANA,GUAYAQUIL C-10
MANHANA,LA CANDELARIA C-10
TARDE,BOSTON C-10
TARDE,CONQUISTADORES C-11
MOVILIZACIONVESPERTINA,LAURELES C-11
MOVILIZACIONVESPERTINA,LAURELES C-11
ALMUERZO,GRANADA C-16
TARDE,LA CANDELARIA C-10
TARDE,LA CANDELARIA C-10
TARDE,SIMON BOLIVAR C-12
TARDE,PERPETUO SOCORRO C-10
MOVILIZACIONMATUTINA,LA CANDELARIA C-10
MANHANA,SAN DIEGO C-10
ALMUERZO,BOMBONA 1 C-10
MOVILIZACIONVESPERTINA,CUARTA BRIGADA C-11
MOVILIZACIONVESPERTINA,LOS COLORES C-11
ALMUERZO,ARANJUEZ  C-4
TARDE,LA ALPUJARRA C-10
MADRUGADA,SURAMERICANA C-11
NOCHE,BOSTON C-10
ALMUERZO,LAURELES C-11
NOCHE,LA CANDELARIA C-10
NOCHE,LA CANDELARIA C-10
NOCHE,FLORIDA NUEVA C-11
NOCHE,EL POBLADO C-14
TARDE,PRADO C-10
MANHANA,MIRAMAR
MOVILIZACIONVESPERTINA,EL RECREO
ALMUERZO,NUEVA COLOMBIA
ALMUERZO,CENTRO
NOCHE,CAMPO ALEGRE
NOCHE,LA VICTORIA
MANHANA,CENTRO
MADRUGADA,SAN BENITO
MANHANA,LOS ROBLES
MANHANA,BAZURTO
MANHANA,SEVILLA
ALMUERZO,SAN JUAN BOSCO
ALMUERZO,BARRIO BOLIVAR
NOCHE,EL CENTRO
NOCHE,SAN FERNANDO
MANHANA,LA ESPERANZA
TARDE,EL EMPEDRADO
NOCHE,EL PAJONAL
MOVILIZACIONVESPERTINA,LUIS A ROBLES
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,MAREIGUA
MANHANA,SAN VICENTE
MOVILIZACIONVESPERTINA,GARUPAL III
TARDE,CENTRO
TARDE,EL ALIVIO
MANHANA,CHUCHURUBI
MOVILIZACIONVESPERTINA,CIUDAD SALITRE E-9
MOVILIZACIONVESPERTINA,SAN BERNARDINO E-7
ALMUERZO,EL RINCON E-11
TARDE,SAN DIEGO E-3
MANHANA,TIMIZA CELULA A LOTE RA-2 E-8
MANHANA,VILLA ALSACIA E-8
MOVILIZACIONVESPERTINA,RICAURTE E-14
ALMUERZO,SUCRE E-2
ALMUERZO,VILLA ELISA E-11
TARDE,EL CEREZO E-1
TARDE,SUBA CENTRO E-11
MOVILIZACIONVESPERTINA,ALCAZARES E-12
MOVILIZACIONVESPERTINA,LAS DELICIAS   E-8
MOVILIZACIONVESPERTINA,VILLA DEL PRADO E-11
MANHANA,SOCIEGO E-4
TARDE,SAN CAYETANO E-11
TARDE,LAS NIEVES E-3
TARDE,SAN PEDRO LOS ROBLES E-9
NOCHE,QUESADA E-13
ALMUERZO,URB. LA COLINA CAMPESTRE I SECTOR E-11
MADRUGADA,RICAURTE OCCIDENTAL E-16
NOCHE,URB. MARRUECOS E-18
MADRUGADA,MARLY E-2
MADRUGADA,EL LAUREL E-10
MADRUGADA,SALITRE E-11
MADRUGADA,CIUDAD SALITRE II E-13
NOCHE,LAS NIEVES E-3
MOVILIZACIONVESPERTINA,EL PINAR E-11
TARDE,ALHAMBRA SECTOR NORTE E-11
MOVILIZACIONVESPERTINA,CHAPINERO CENTRAL E-2
ALMUERZO,ALSACIA E-8
MADRUGADA,VILLAS DE GRANADA E-10
TARDE,LA AZUCENA A E-7
MOVILIZACIONVESPERTINA,LAS AGUAS E-3
MOVILIZACIONVESPERTINA,LAS NIEVES E-3
NOCHE,URB. COMPARTIR E-11
MANHANA,CHAPINERO ALTO E-2
TARDE,ALAMEDA E-3
NOCHE,VERBENAL E-1
MANHANA,CANDELARIA III-IV E-19
NOCHE,LA TOSCANA E-11
NOCHE,QUINTA CAMACHO E-2
MADRUGADA,BRITALIA E-11
TARDE,TEUSAQUILLO E-13
MOVILIZACIONVESPERTINA,SANTIAGO DE LAS ATALAYAS E-7
NOCHE,CASTILLA REAL     E-8
MANHANA,BOSA CENTRO E-7
ALMUERZO,FLORENCIA E-10
NOCHE,CHICO NORTE I E-2
MOVILIZACIONVESPERTINA,SANTA BARBARA E-1
TARDE,QUINTANARES
ALMUERZO,JULIO RINCON II
NOCHE,SAN MATEO
TARDE,CENTRO
MADRUGADA,SAN JUDAS
MOVILIZACIONVESPERTINA,16 DE JULIO
NOCHE,LAS DELICIAS
MOVILIZACIONVESPERTINA,TIMANCO
MOVILIZACIONVESPERTINA,TIMANCO
TARDE,CALIXTO LEYVA
NOCHE,CUARTO CENTENARIO
TARDE,CENTRO
MOVILIZACIONVESPERTINA,LAS GRANJAS
MOVILIZACIONVESPERTINA,LA LIBERTAD
MANHANA,ALTICO
MADRUGADA,CANDIDO LEGUIZAMO
TARDE,CENTRO
MANHANA,MARIA EUGENIA
MANHANA,MARIA EUGENIA
NOCHE,URBANIZACION ANDREA CAROLINA
MANHANA,VEREDA LA PRADERA
MANHANA,VEREDA LA PRADERA
MANHANA,CENTRO
ALMUERZO,VEREDA VANGUARDIA
TARDE,SAN ISIDRO
MOVILIZACIONVESPERTINA,PORVENIR
ALMUERZO,DELIRIO
TARDE,CANAAN
